direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,peak_pnl_pct,exit_reason,ml_prob,kelly_fraction,notional_usd,pnl_pct_net,pnl_usd
short,0.0,192,CRVUSDT,1769878800,1770051600,0.2924,0.2924,0.1080711354309166,timeout,0.8873444227774051,0.06666666666666679,33.3333333333334,-0.0012,-0.04000000000000008
short,0.0,192,DOTUSDT,1769878800,1770051600,1.552,1.552,0.09858247422680413,timeout,0.7666567474649902,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,GALAUSDT,1769878800,1770051600,0.0049,0.0049,0.11428571428571424,timeout,0.841016888098576,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,HIGHUSDT,1769878800,1770051600,0.173,0.173,0.11560693641618493,timeout,0.8206604694875351,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,ORDIUSDT,1769878800,1770051600,3.127,3.127,0.13047649504317235,timeout,0.9417698393346002,0.11526479750778826,57.63239875389413,-0.0012,-0.06915887850467295
short,0.15000000000000002,67,ZECUSDT,1770235200,1770295500,269.66,229.211,0.1533041607950754,take_profit,0.7793659812529695,0.02,10.0,0.14880000000000002,1.4880000000000002
short,0.15000000000000008,36,ADAUSDT,1770303600,1770336000,0.2719,0.23111499999999996,0.1677087164398675,take_profit,0.8076545384944892,0.02,10.0,0.14880000000000007,1.4880000000000007
short,0.15000000000000002,36,CRVUSDT,1770303600,1770336000,0.2598,0.22082999999999997,0.19168591224018472,take_profit,0.885214996120624,0.06666666666666679,33.3333333333334,0.14880000000000002,4.960000000000011
short,0.15000000000000005,36,FILUSDT,1770303600,1770336000,0.998,0.8482999999999999,0.1953907815631262,take_profit,0.8669777826119139,0.06666666666666679,33.3333333333334,0.14880000000000004,4.9600000000000115
short,0.15000000000000002,36,HIGHUSDT,1770303600,1770336000,0.151,0.12835,0.15894039735099333,take_profit,0.8007469498957259,0.02,10.0,0.14880000000000002,1.4880000000000002
short,0.15,36,UNIUSDT,1770303600,1770336000,3.627,3.08295,0.1949269368624207,take_profit,0.7957485482878057,0.02,10.0,0.1488,1.488
short,-0.05499999999999992,52,AVAXUSDT,1770336000,1770382800,8.32,8.7776,0.09254807692307697,stop_loss,0.9847538073868419,0.11526479750778826,57.63239875389413,-0.05619999999999992,-3.2389408099688453
short,-0.05499999999999988,53,BCHUSDT,1770336000,1770383700,453.8,478.75899999999996,0.06787130894667256,stop_loss,0.9706087589364985,0.11526479750778826,57.63239875389413,-0.05619999999999988,-3.2389408099688435
short,-0.05499999999999999,52,BLURUSDT,1770336000,1770382800,0.01887,0.01990785,0.10598834128245901,stop_loss,0.9862239714006227,0.11526479750778826,57.63239875389413,-0.05619999999999999,-3.2389408099688497
short,-0.055000000000000014,23,BNBUSDT,1770336000,1770356700,608.3,641.7565,0.06286371855992111,stop_loss,0.9572360257857473,0.11526479750778826,57.63239875389413,-0.056200000000000014,-3.238940809968851
short,-0.05499999999999985,23,BTCUSDT,1770336000,1770356700,62909.87,66369.91285,0.046254586124562055,stop_loss,0.9236780899533906,0.11526479750778826,57.63239875389413,-0.05619999999999985,-3.2389408099688413
short,0.0,192,WIFUSDT,1770647400,1770820200,0.219,0.219,0.05936073059360736,timeout,0.7746253363425962,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,WIFUSDT,1771159500,1771332300,0.239,0.239,0.058577405857740523,timeout,0.7506620869929945,0.02,10.0,-0.0012,-0.011999999999999999
short,-0.0549999999999999,45,WIFUSDT,1771809300,1771849800,0.202,0.21311,0.014851485148514863,stop_loss,0.8474943927673027,0.02,10.0,-0.0561999999999999,-0.5619999999999991
short,-0.05499999999999989,182,HIGHUSDT,1771867800,1772031600,0.141,0.14875499999999997,0.035460992907801255,stop_loss,0.7719152356896575,0.02,10.0,-0.05619999999999989,-0.561999999999999
short,0.0,192,WIFUSDT,1772888400,1773061200,0.179,0.179,0.03351955307262573,timeout,0.8468997824064187,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,WIFUSDT,1773837000,1774009800,0.181,0.181,0.060773480662983326,timeout,0.7768988780782451,0.02,10.0,-0.0012,-0.011999999999999999
