direction,pnl_pct,bars_held,entry_idx
long,-0.035816868641156976,96,10919
long,0.0017114829778912698,96,11038
long,0.005957550824221329,96,11163
long,0.005218900557547298,96,11340
long,-0.0018528846369918529,96,11438
long,-0.0020159198476255246,96,11580
long,-0.004232713856244926,96,11787
long,0.0003115990694581693,96,11921
long,-0.004468768278834085,96,12038
long,0.0003586830177518963,96,12173
long,0.002300261276127608,96,12271
long,0.0225407302305787,96,12373
long,-0.009329018480580934,96,12522
long,0.0033474910467952827,96,12634
long,-2.752217828871545e-05,96,12769
long,-0.004289841409670675,96,12875
long,-0.002300737010570924,96,12986
long,-0.007411904761904757,96,13101
long,-0.019196217494089833,96,13384
long,6.367777511387598e-05,96,13500
long,-0.0031788159340009597,96,13621
long,-0.004228465345394325,96,13775
long,-0.01064555235641764,96,13891
long,-0.003929823058531204,96,14023
long,-0.004514435252211523,96,14236
long,-0.0027890715834924386,96,14358
long,-0.012214702001419402,96,14458
long,-0.0497879303252493,96,14591
long,-0.007473343433243396,96,14717
long,0.003931268895313469,96,14879
long,-0.001954337006974932,96,15119
long,0.016885112972981838,96,15255
long,0.00038658873099636,96,15449
long,-0.028319761371419012,96,15642
long,0.027811462316224257,96,15755
long,0.005070544882848275,96,15879
long,-0.00333643866038071,96,16058
long,0.0004694410823161012,96,16192
long,0.0060344329127403114,96,16333
long,0.00853626588188059,96,16439
long,-0.02121887838339637,96,16574
long,-0.0017535773428199101,96,16710
long,0.0015121377569918303,96,16836
long,-0.0196922921847661,96,16940
long,-0.006957052725000533,96,17056
long,0.005770799495226786,96,17183
long,0.02391088895265593,96,17286
long,-0.0027585231291555267,96,17411
long,0.037339764980627,96,17588
long,-0.003410520966759439,96,17794
long,-0.005316078948225972,96,17935
long,0.012380983482829658,96,18063
long,-0.0029261069387722795,96,18186
long,-0.010367734622724108,96,18311
long,-0.004575459013672377,96,18421
long,-0.024059388707348126,96,18531
long,-0.002724439724050568,96,18634
long,-0.007298203399637604,96,18808
long,0.012333434645593673,96,18929
long,-0.004630933767579185,96,19147
long,0.008212329978280315,96,19301
long,0.01749344375431329,96,19403
long,0.0040564658975343025,96,19519
long,0.025138785929203322,96,19617
long,0.11735459677563814,96,19738
long,0.01419262467784914,96,19879
long,-0.01990978961860277,96,19985
long,-0.0022223185575168188,96,20092
long,0.010246590628592246,96,20293
long,-0.0032615695497391775,96,20398
long,-0.0008597649762510556,96,20497
long,0.01133169625503244,96,20596
long,-0.002600698331935163,96,20737
long,0.0006175394394875551,96,20917
long,-0.000914538993892433,96,21038
long,0.006762939759966212,96,21194
long,0.021887873329180522,96,21291
long,0.005028668668234729,96,21420
long,-0.0019185166552721832,96,21561
long,-0.030176213735413973,96,21823
long,0.0016430025527869702,96,22092
long,0.0013960464579647637,96,22223
long,0.019422104460881284,96,22348
long,0.028084350811634802,96,22593
long,0.0023448073746470412,96,22696
long,2.8604717500458077e-05,96,22869
long,-0.011325379579118533,96,22978
long,0.016816082972987412,96,23133
long,-0.007972083663961333,96,23263
long,0.026427489245641648,96,23417
long,0.01642373303404197,96,23542
long,0.05514925216088751,96,23656
long,0.04341819654840328,96,23794
long,-0.02143251244601885,96,23952
long,0.009759690636221343,96,24073
long,-0.0020909203416452247,96,24266
long,-0.003929668067098098,96,24438
long,0.04412448360041197,96,24588
long,0.0005585842038831936,96,24712
long,-0.0043691942116802765,96,24819
long,-0.01464817324715078,96,25034
long,0.025795431447902858,96,25258
long,-0.0005425293660587312,96,25374
long,0.00041295880753060494,96,25518
long,-0.01579412078647629,96,25638
long,-0.013232298895367997,96,25760
long,0.02549846950788788,96,25926
long,-0.018100915218760477,96,26126
long,0.004962459693252236,96,26224
long,0.0006251217998988337,96,26336
long,0.07100416822245469,96,26440
long,-0.0470936905609916,96,26604
long,0.016206717286387524,96,26740
long,-0.00202035870180301,96,26875
long,0.06309592919632938,96,27064
long,-0.033937788042013604,96,27235
long,0.0031742445075567077,96,27340
long,-0.0034520433603757593,96,27586
long,-0.00510404626164107,96,27684
long,0.00403417605838396,96,27823
long,-0.032008462122918024,96,28027
long,0.008882321950864969,96,28159
long,0.0017783120942534054,96,28259
long,-0.02346601589931356,96,28365
long,-0.00798962715156426,96,28537
long,0.001277645134064079,96,28712
long,0.015029751264934018,96,28954
long,0.025432802551971032,96,29102
long,-0.020436522428587126,96,29231
long,-0.01878467093933237,96,29347
long,0.0022508508462853846,96,29512
long,-0.005934300437097405,96,29638
long,9.343873222192148e-06,96,29788
long,-0.0025117594008637863,96,29918
long,0.020359808120950628,96,30269
long,0.025847692817496454,96,30415
long,0.026417054170419993,96,30566
long,-0.0022778734605506776,96,30770
long,-0.018328808527142124,96,30869
long,0.009604587085341816,96,31000
long,-0.005540172076577006,96,31230
long,-0.0061081444959807515,96,31389
long,0.009084267861859905,96,31572
long,0.05555776632299756,96,31767
long,0.09565811059013318,96,31991
long,0.006772300087802056,96,32192
long,0.014840286912429248,96,32342
long,-0.032949710716812776,96,32604
long,0.006730783545981119,96,32713
long,0.013681496205432034,96,32868
long,0.01327652508046785,96,32991
long,0.015504226345286736,96,33151
long,0.012647786024341464,96,33272
long,-0.03106491372226788,96,33397
long,-0.03292036995889344,96,33508
long,0.0107492161056543,96,33740
long,-0.06712339717090281,96,33890
long,0.06079196096696362,96,34026
long,-0.06162243024872706,96,34139
long,0.008173321983803373,96,34282
long,0.033537905814455815,96,34407
long,0.006053553366863557,96,34521
long,-0.014269616252360427,96,34662
long,-0.0003167736878265653,96,34950
long,0.009054854941523806,96,35057
long,-0.05765283767267025,96,35226
long,-0.01273897946859906,96,35346
long,0.008036561291511216,96,35463
long,-0.0012702626842224832,96,35583
long,0.01923354365796473,96,35686
long,0.018415300750293833,96,35830
long,0.020129825756223622,96,36008
long,-0.04500294585740865,96,36183
long,-0.0383986917198867,96,36314
long,0.029179307962324586,96,36413
long,0.017177870303371697,96,36617
long,0.007858163397843876,96,36773
long,-0.013500517805198781,96,36896
long,-0.001518385465599492,96,37024
long,0.0326484972182577,96,37155
long,-0.027242727895216368,96,37311
long,-0.010111679831659698,96,37513
long,0.006982967464189785,96,37692
long,-0.011660352838962879,96,37807
long,0.026540759970033287,96,38098
long,0.03309710418618588,96,38262
long,0.00236782763568934,96,38396
long,-0.0019322819242099034,96,38507
long,-0.007821006256294121,96,38760
long,0.0005685174356020224,96,38987
long,0.014448205450804726,96,39101
long,-0.018631554567308084,96,39202
long,0.07256548232576146,96,39361
long,-3.214317566411656e-05,96,39496
long,0.0035859853578364674,96,39662
long,0.06501549566325404,96,39857
long,-0.017032285351755334,96,39989
long,-0.03136060463832963,96,40151
long,0.014451907090399917,96,40284
long,-0.005590926513149206,96,40409
long,-0.015667483703161733,96,40526
long,0.0003813994425700455,96,40660
long,0.012840914483140162,96,40805
long,0.004359247195184903,96,40997
long,0.028315285358002335,96,41144
long,0.025818164561211037,96,41300
long,-0.008206286745622099,96,41441
long,-0.024816135113974864,96,41586
long,0.00115198640774419,96,41686
long,0.0022317899899033018,96,41794
long,-0.054543337065046556,96,41919
long,0.018734205342504355,96,42038
long,-0.00768590141824263,96,42199
long,0.001508414324654262,96,42343
long,0.0029503253766242784,96,42446
long,-0.035635205009394155,96,42604
long,-0.0030832222994838705,96,42719
long,-0.0029248651290021523,96,42823
long,0.0013001452324685402,96,42995
long,-0.01901172642305713,96,43106
long,0.022282282569338358,96,43307
long,0.01041364976481674,96,43507
long,0.001953377825477337,96,43694
long,0.0297398792180099,96,43808
long,-0.021411849102741395,96,43944
long,-0.03162716651124559,96,44236
long,0.017041891272945097,96,44391
long,-0.0024026765202809675,96,44580
long,-0.0025220901625142888,96,44713
long,-0.014373081096134428,96,44841
long,0.02210542628282943,96,44971
long,0.020639583993640312,96,45116
long,0.025581714910249707,96,45278
long,-0.008326205718084395,96,45519
long,0.038116174020677955,96,45653
long,0.0024515698731792748,96,45761
long,-0.03467269541240678,96,45969
long,-0.026100747300153722,96,46109
long,0.046206816565119144,96,46237
long,0.018909069407973718,96,46519
long,-0.005912089332640032,96,46694
long,0.0004363196576425624,96,46889
long,-0.03493038722108278,96,46994
long,-0.10862961377629972,96,47149
long,0.03561836516881071,96,47298
long,-0.004955123771166823,96,47443
long,0.0056638994823322315,96,47703
long,-0.01256458220415651,96,47950
long,-0.0006149085304644503,96,48063
long,-0.015852480924404156,96,48243
long,0.004728766343687884,96,48360
long,-0.02420733127099754,96,48491
long,0.006669153956938412,96,48642
long,0.013866475123022155,96,48779
long,-0.0018623904557836099,96,48906
long,0.000391748230237625,96,49138
long,0.004304207870670837,96,49486
long,-0.011339757343996261,96,49671
long,0.0024437154066784296,96,49901
long,0.0017491684947987158,96,50164
long,-0.05131597491367771,96,50316
long,0.00844322816971496,96,50413
long,0.009616454229219196,96,50514
long,-0.007147460472364491,96,50727
long,0.03387136706135626,96,50839
long,0.029496125028965755,96,50957
long,-0.008300858267804448,96,51157
long,0.008529304252467331,96,51305
long,0.02903915883300211,96,51479
long,-0.013979685602832786,96,51669
long,-0.004432837817614813,96,51785
long,0.009647107689883855,96,51917
long,0.003425939869834957,96,52064
long,0.027684687234644807,96,52247
long,-0.0024764730513631133,96,52430
long,-0.027186125915409427,96,52570
long,-0.03520964391495916,96,52724
long,-0.007770742874050476,96,52872
long,0.022979622448984653,96,52977
long,-0.0029956018767340084,96,53125
long,0.018439129203282105,96,53223
long,-0.019911576920067876,96,53346
long,-0.023572465764776625,96,53490
long,-0.003152222079932681,96,53594
long,0.0010211047984114642,96,53797
long,0.04741229604656348,96,53942
long,0.02819188039620766,96,54100
long,0.021104770396790005,96,54311
long,0.01154023875952665,96,54522
long,0.0006846010821200054,96,54717
long,0.022912862750476982,96,54908
long,-0.01596764645367952,96,55060
long,0.00778686595976486,96,55185
long,0.036463565836499345,96,55328
long,-0.0032797345672418757,96,55528
long,-0.030792097028770875,96,55631
long,-0.008056039033298042,96,55729
long,-0.007978655989860951,96,55867
long,0.08817000265366486,96,56076
long,0.008257827338427953,96,56318
long,0.029855899793415505,96,56482
long,0.016788705122233065,96,56815
long,-0.04311989679990182,96,56960
long,0.026048194031851723,96,57062
long,-0.02039178622648875,96,57207
long,0.010914002775228629,96,57325
long,0.0049162679856773065,96,57428
long,0.0430950482056076,96,57536
long,0.012776368925510793,96,57679
long,-0.020533092179293826,96,57853
long,-0.04417105027236393,96,57981
long,-0.017830045523520487,96,58105
long,0.03299523677278719,96,58337
long,0.005873637039484614,96,58537
long,-0.007103002805693962,96,58721
long,0.00659669474027073,96,58827
long,0.012513341752556357,96,58932
long,0.012057595905825478,96,59072
long,0.010657272269753427,96,59191
long,0.004307069929997694,96,59291
long,0.0032882133143832416,96,59464
long,-0.008936200383137406,96,59678
long,0.03326506386481832,96,59911
long,0.0007871359496232993,96,60066
long,-0.02820682767109659,96,60246
long,0.012342213781039918,96,60415
long,-0.008965017518832432,96,60625
long,0.04091159174457761,96,60771
long,-0.022590685238869614,96,60911
long,-0.01311804979970961,96,61040
long,0.00567876733352679,96,61169
long,-0.012511933550625536,96,61289
long,-0.008151140858002427,96,61426
long,0.03247897769719049,96,61596
long,0.008654656203184646,96,61788
long,0.000265295175924218,96,61905
long,-0.026284437833117114,96,62076
long,-0.025950160106082327,96,62309
long,0.005451879389255377,96,62415
long,-0.0011271377776791837,96,62544
long,-0.024610504949589933,96,62652
long,0.048747803691353515,96,62768
long,0.032530575919226784,96,62870
long,0.05395221137414702,96,63055
long,0.010689884105646202,96,63226
long,0.012817766073937762,96,63326
long,0.014198606894157237,96,63500
long,0.005700220531779993,96,63710
long,0.003930443808627964,96,63898
long,-0.05121362553596946,96,64005
long,-0.006331838328263059,96,64120
long,0.03101782908267598,96,64244
long,-0.02495395409275025,96,64469
long,-0.044770692633893557,96,64588
long,0.04103334242704974,96,64749
long,-0.01037943115616444,96,64862
long,-0.001866682866029201,96,65011
long,-0.0173702819497749,96,65134
long,-0.0021430266396660403,96,65255
long,0.005514089770020711,96,65390
long,0.014342018761999495,96,65587
long,0.010042720948572675,96,65752
long,-0.0018820372310898363,96,65870
long,-0.0018872141886975328,96,66103
long,-0.0011381199666520023,96,66200
long,0.021040504688300155,96,66320
long,-0.019599886741181197,96,66465
long,-0.03984704699675377,96,66717
long,-0.05458036496662666,96,66909
long,-0.06491784648894357,96,67029
long,0.03266005076919427,96,67160
long,0.08895400260183889,96,67276
long,-0.11261077997517065,96,67448
long,0.0339743654759149,96,67563
long,-0.01825334155984646,96,67666
long,-0.033098788065354656,96,67816
long,-0.03521571346042748,96,67933
long,-0.024866684518200607,96,68087
long,-0.0020836600586608307,96,68236
long,-0.029966446432037882,96,68341
long,0.033709144311709856,96,68455
long,-0.0005636032815446544,96,68563
long,-0.008378507429815937,96,68671
long,-0.03210511611871639,96,68808
long,0.048566298804407416,96,68925
long,-0.0025355558631636375,96,69134
long,0.03385987259632108,96,69332
long,0.007438653556518854,96,69552
long,0.0011580934118054658,96,69698
long,-0.014929060019289182,96,69893
long,0.03447506437172471,96,70120
long,-0.020615073217889527,96,70320
long,0.014842679726494256,96,70460
long,-0.0656965382954327,96,70652
long,0.017010901847527723,96,70809
long,0.050218600841350707,96,70975
long,0.031167572932446836,96,71147
long,0.010770841143661536,96,71266
long,0.004354343408893651,96,71436
long,0.003815050995348576,96,71660
long,0.007702122542723329,96,71894
long,0.023647552208047564,96,72008
long,0.026044433644545065,96,72158
long,-0.002662750961127686,96,72371
long,0.004916303563917659,96,72519
long,0.00042844996899863124,96,72656
long,0.0025834431064726575,96,72796
long,0.0010334766322554214,96,72906
long,0.023207924875644787,96,73050
long,-0.007876433848336547,96,73167
long,-0.006045932342161313,96,73316
long,-0.011157166645853703,96,73429
long,0.020961255723767776,96,73606
long,0.05872529466532701,96,73729
long,0.002584179509171923,96,73908
long,-0.006597968715249452,96,74015
long,-0.017253993304551997,96,74143
long,0.009526850915392385,96,74242
long,-0.014534767827497956,96,74357
long,0.009026322658250917,96,74463
long,-0.011591188442245538,96,74563
long,0.007031599886000734,96,74671
long,-0.0043870718455934175,96,74785
long,0.01589247191326028,96,74954
long,-0.0311745772009528,96,75179
long,-0.0036542025178903643,96,75292
long,0.01624559110915418,96,75442
long,-0.004916666278938481,96,75586
long,-0.003885582048601711,96,75701
long,-0.021185472435969355,96,75865
long,0.0013628858988851437,96,75991
long,-0.008155753919357694,96,76096
long,0.005983816094756702,96,76212
long,-0.006426613562351063,96,76365
long,-0.01665440517244231,96,76469
long,0.00757861167512036,96,76627
long,0.01736006787190175,96,76761
long,0.008289257919640523,96,76952
long,-0.018994731925900198,96,77052
long,-0.027956663881354864,96,77160
long,-0.0015672197163696586,96,77371
long,0.016040760213757107,96,77483
long,-0.0023208763225961338,96,77670
long,0.011468154561392514,96,77807
long,-0.009258324221552034,96,77970
long,-0.012814906247134238,96,78069
long,0.031247378522498537,96,78217
long,-0.007392356844114889,96,78444
long,0.00014250051900927037,96,78552
long,0.001277143137649332,96,78702
long,-0.013490033071983222,96,78818
long,0.02262714125188963,96,79027
long,-0.006824548730925688,96,79137
long,0.00010148248535237555,96,79299
long,-0.0021635129647592922,96,79447
long,0.009105743037747189,96,79594
long,0.01893867972399095,96,79722
long,0.04216764254797529,96,79843
long,-0.003513691020914912,96,79964
long,0.02047785144826945,96,80073
long,0.026279265282908047,96,80315
long,-0.008885335765907755,96,80518
long,-0.0008089007548751641,96,80647
long,0.0037183093814195213,96,80752
long,-0.010453257603632912,96,80854
long,-0.00033928583326041817,96,80957
long,-0.0012921225545277637,96,81113
long,0.01700538655926851,96,81269
long,0.010659730083557105,96,81420
long,0.0007462587718732141,96,81607
long,0.002054246382219447,96,81705
long,-0.019009689839390328,96,81950
long,0.010193180155129539,96,82090
long,-0.019375966104928456,96,82234
long,0.0070586590693683185,96,82366
long,0.005454828378398499,96,82505
long,-0.003483665299939912,96,82647
long,0.028628548269784018,96,82765
long,0.0026667509172969036,96,82974
long,0.00572512034042732,96,83082
long,-0.006953179591743511,96,83238
long,-0.003239049546093455,96,83335
long,-0.024276243366353218,96,83446
long,-0.0143901291265259,96,83582
long,0.001409355179704063,96,83732
long,0.02260044130626659,96,83914
long,-0.01648749295132823,96,84090
long,-0.020875904636015387,96,84259
long,0.008029086065776563,96,84365
long,-0.014411068949117303,96,84502
long,0.004785461522382477,96,84700
long,0.00150757447467452,96,84841
long,0.010213430853415967,96,84971
long,-0.005278259039981593,96,85101
long,-0.006195402972067686,96,85243
long,0.005184598302065696,96,85451
long,0.011025840429989527,96,85570
long,0.02114562275915597,96,85738
long,0.0074441155355713575,96,85886
long,-0.003163707973091221,96,85990
long,-0.0025148818461152075,96,86108
long,-0.00506220743909416,96,86232
long,-0.009173213047579202,96,86376
long,0.005375293726559754,96,86495
long,0.0012357715074586112,96,86701
long,-0.026507080253248348,96,86825
long,-0.004364631934334891,96,86952
long,-0.003032004211715859,96,87090
long,0.002694573873642819,96,87286
long,-0.002442045019180296,96,87385
long,0.036704326034637656,96,87513
long,0.03093764167937587,96,87725
long,0.009026591565165297,96,87890
long,0.01956218683057963,96,88062
long,0.012595655729444882,96,88227
long,-0.015299509985281722,96,88374
long,-0.011525988674524687,96,88564
long,-0.005954107125150346,96,88757
long,-0.03646910015815605,96,88939
long,-0.017482157862374184,96,89062
long,-0.023787014888194888,96,89198
long,0.0013762196487464367,96,89352
long,0.018104315644807554,96,89464
long,-0.027949736792821138,96,89590
long,-0.015857523445520504,96,89721
long,0.014647727345040511,96,89824
long,0.005071832498039645,96,90042
long,0.024586831362344717,96,90141
long,-0.010898044450692921,96,90319
long,-0.019468400102484667,96,90463
long,-0.0019925353742942646,96,90569
long,-0.0013087356150729983,96,90734
long,-0.02679191259520937,96,90841
long,-0.014403169880474763,96,90973
long,0.01769325030512446,96,91122
long,0.007916061784192505,96,91309
long,0.020604743572246346,96,91480
long,-0.029397542354376187,96,91676
long,-0.010308196571369303,96,91793
long,-0.002854085057737075,96,92082
long,-0.010320931796847177,96,92184
long,-0.0011757273064415849,96,92399
long,-0.0066538775560048774,96,92507
long,-0.0038039720268384604,96,92711
long,0.01319568081541555,96,92952
long,0.030460850167287085,96,93108
long,-0.0040508822361980425,96,93295
long,0.006059356204132911,96,93470
long,0.06224746946036045,96,93692
long,-0.010465692213018938,96,93877
long,-0.03380408653846154,96,93995
long,0.0012574899629639812,96,94096
long,0.01836874337207407,96,94196
long,0.02262747581310083,96,94370
long,-0.025155399568034552,96,94500
long,0.02480434471402274,96,94614
long,-0.001471060425521372,96,94766
long,-0.03815614688640348,96,94959
long,0.002430690774223472,96,95074
long,0.0037799420659560736,96,95194
long,0.013685238706116194,96,95347
long,-0.00046039722855368447,96,95507
long,0.0012913217888946742,96,95612
long,-0.0030985992872253456,96,95781
long,-0.014618554886763818,96,95968
long,0.004171259023566707,96,96107
long,0.0008600636784044528,96,96234
long,0.01272255812304257,96,96413
long,0.01112471834447646,96,96588
long,0.0134085555555556,96,96830
long,0.02134334153026468,96,96961
long,-0.025408687737677935,96,97112
long,0.004205206408273326,96,97262
long,-0.010338242569705301,96,97411
long,0.011843696099015196,96,97551
long,0.018783947131005493,96,97703
long,-0.007043107079097285,96,97884
long,-0.004478552615075936,96,98051
long,-0.0032613301844917524,96,98169
long,-0.023286189875834126,96,98282
long,0.0008478039587309724,96,98519
long,-0.011721255157274551,96,98631
long,-0.01731441574315975,96,98757
long,0.01117864826394328,96,98993
long,0.009530519399953502,96,99152
long,0.0003271658086471239,96,99415
long,-0.04353103111501386,96,99568
long,0.007945599057810124,96,99691
long,-0.05935638699451779,96,99851
long,0.06453004854163652,96,100054
long,0.02115574365301582,96,100195
long,-0.023689616655206563,96,100348
long,-0.04872413150545923,96,100487
long,-0.029836385259161328,96,100596
long,0.03331874254834917,96,100715
long,0.01543294170126129,96,100833
long,0.008147025360772156,96,101000
long,-0.018181530518728343,96,101178
long,0.005103742560156821,96,101297
long,0.006801288258076826,96,101459
long,-0.026565120925483673,96,101611
long,-0.0477604329978709,96,101708
long,0.053580941129898134,96,101824
long,-0.024484084212706207,96,102008
long,0.023855730757745587,96,102151
long,0.022807158905046997,96,102350
long,0.07172652391015857,96,102503
long,-0.038524167995484124,96,102673
long,-0.010006387055567282,96,102878
long,0.029193203522627376,96,103030
long,-0.014007200472663859,96,103259
long,0.005509677020595349,96,103391
long,0.012139640895432097,96,103558
long,0.042868351078091546,96,103672
long,-0.03679740639945763,96,103849
long,-0.006035069718200187,96,104051
long,-0.00693295048528399,96,104155
long,0.03809143454560774,96,104332
long,0.00028522220522252784,96,104486
long,-0.03378940654397132,96,104645
long,-0.038303134214883884,96,104750
long,0.009429934084150157,96,104952
