variant,signal,trades,wr,pf,pf_p5,total_return_pct,max_drawdown_pct,sharpe,bull_trades,bull_pf,bull_total_pnl_usd,bear_trades,bear_pf,bear_total_pnl_usd,sideways_trades,sideways_pf,sideways_total_pnl_usd,run_id,directions,regime_gate,pf_p50,pf_p95,avg_pnl_pct,total_pnl_pct,final_equity_usd
price_accel_atr__short__all,price_accel_atr,4474,0.6430487259722844,2.4376360770000476,2.256695150217466,2362.3786755025462,-8.024083904725995,17.158450303205274,1509,2.644846868718713,819.6304218549164,848,1.8757758592325262,337.1915913538268,2117,2.5987771828500623,1205.5566622938031,backtest_bigmover_longshort_3y_b5c7ce35_20260423T141240Z__price_accel_atr__short__all,['short'],,2.4395934351089856,2.6273336989526985,0.011760476868585366,52.61637351005093,2462.3786755025462
price_accel_atr__long__all,price_accel_atr,5332,0.6106526631657915,2.23097816979744,2.0873093579400313,2527.550135236682,-8.077505332319618,16.664490330417493,2103,2.6284008714167117,1228.6160308632386,938,2.0245441913428,400.72252052809745,2291,2.00051074700533,898.2115838453458,backtest_bigmover_longshort_3y_b5c7ce35_20260423T141240Z__price_accel_atr__long__all,['long'],,2.227147527623911,2.3746664477442976,0.01068068317793204,56.94940270473364,2627.550135236682
multi_bar_confirm__short__all,multi_bar_confirm,4129,0.6619036086219423,2.747690776486239,2.5363887397898237,2354.6362097955152,-5.78764285229669,18.918925829505095,1347,2.756243987050879,753.15062678203,858,2.154065273094955,368.9625545960713,1924,3.074228757171927,1232.523028417414,backtest_bigmover_longshort_3y_b5c7ce35_20260423T141240Z__multi_bar_confirm__short__all,['short'],,2.7573868733455247,2.9848790501650457,0.012605358245558322,52.04752419591031,2454.6362097955152
multi_bar_confirm__long__all,multi_bar_confirm,4961,0.6432170933279581,2.840636241950961,2.6381797449928968,3056.2743420310253,-7.2648849425121105,21.34483603906785,1953,3.346501335303456,1395.4650295272108,892,2.4965840782155366,512.5306756120085,2116,2.5954574622590303,1148.2786368918055,backtest_bigmover_longshort_3y_b5c7ce35_20260423T141240Z__multi_bar_confirm__long__all,['long'],,2.835777537101095,3.049249420644853,0.013521202749570752,67.0786868406205,3156.2743420310253
price_accel_atr__combo__regime,price_accel_atr,3011,0.6439721022915975,2.445356084411724,2.2419153743397593,1661.1097044835574,-5.0469490117121225,14.728108415696726,2141,2.721166210754637,1301.8242832898284,870,1.9282954070251266,359.285421193729,0,0.0,0.0,backtest_bigmover_longshort_3y_b5c7ce35_20260423T141240Z__price_accel_atr__combo__regime,"['short', 'long']","{'long': 'bull', 'short': 'bear'}",2.449342394806842,2.677985398512982,0.012233608133401243,36.83539408967114,1761.1097044835574
multi_bar_confirm__combo__regime,multi_bar_confirm,2851,0.6629252893721501,2.965916849101088,2.6980539290618455,1822.1473092604886,-5.793093564139436,17.4774922070484,1974,3.3595406416475355,1417.3493039726259,877,2.260115362885498,404.79800528786296,0,0.0,0.0,backtest_bigmover_longshort_3y_b5c7ce35_20260423T141240Z__multi_bar_confirm__combo__regime,"['short', 'long']","{'long': 'bull', 'short': 'bear'}",2.9576856312680784,3.251527979525224,0.013982513568996765,39.864146185209776,1922.1473092604886
