signal,ml_threshold,sizing,exit,trades,wr,pf,pf_p5,pf_p50,pf_p95,avg_pnl_pct,total_pnl_pct,final_equity_usd,total_return_pct,max_drawdown_pct,sharpe,n_matched,n_detected,run_id
baseline,0.6,fixed_10,trail_3,138,0.6666666666666666,2.6883683353587764,1.7888970086280354,2.709363496613804,4.358766550914541,0.011207382159648454,1.5466187380314866,169.05093690157432,69.05093690157432,-6.835119567617225,3.6588602515071353,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr060__fixed_10__trail_3
multi_bar_confirm,0.6,kelly_cap15,trail_3,64,0.71875,4.067105295114871,2.087150393558484,4.157643342191542,9.950617621426254,0.01547629589412695,0.9904829372241248,168.52622029180935,68.52622029180935,-6.823660662909226,3.3596905799679435,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr060__kelly_cap15__trail_3
price_accel_atr,0.75,kelly_cap15,trail_3,31,0.9354838709677419,8.860284826532258,3.3005868890048493,8.613022248596142,21.584391477258457,0.027891333255437,0.8646313309185469,162.05734981889103,62.057349818891026,-3.4696412993977197,4.0572269975123705,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr075__kelly_cap15__trail_3
multi_bar_confirm,0.7,kelly_cap15,trail_3,33,0.7575757575757576,7.088033039816185,2.872449590758428,7.850549523502027,51.27073634684442,0.02489667701209677,0.8215903413991934,158.6492756049395,58.6492756049395,-3.8206182641941004,3.5680488255588743,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr070__kelly_cap15__trail_3
baseline,0.65,fixed_10,trail_3,104,0.6634615384615384,2.5256828923443524,1.5982660758657565,2.5439692174264663,4.439663765610892,0.011357276736271222,1.1811567805722072,152.81783902861036,52.81783902861037,-6.950012002185417,2.9647617036735188,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr065__fixed_10__trail_3
price_accel_atr,0.8,kelly_cap15,trail_3,25,0.92,7.577026313791386,2.828995937646416,7.241082623721399,18.383488695450154,0.02893891578068205,0.7234728945170512,152.01046708877882,52.01046708877883,-5.262465247795371,3.480584414087662,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr080__kelly_cap15__trail_3
price_accel_atr,0.6,fixed_10,trail_3,86,0.7441860465116279,2.929933641186803,1.774536447400015,2.975046532561699,5.471480886973709,0.013216967038990704,1.1366591653532006,151.67295826766002,51.67295826766003,-7.310732938502518,3.204730342812931,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr060__fixed_10__trail_3
multi_bar_confirm,0.75,kelly_cap15,trail_3,24,0.7916666666666666,10.788250154894806,3.699173531143806,12.222057861825238,106.6884111444105,0.029743273150235113,0.7138385556056427,151.3778916704232,51.377891670423196,-4.108255269924639,3.6286760938546148,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr075__kelly_cap15__trail_3
multi_bar_confirm,0.65,fixed_10,trail_3,50,0.74,6.098854249452119,2.9483837207595704,6.25806510682844,17.251378374149855,0.021227170242299337,1.061358512114967,150.06792560574834,50.06792560574836,-2.6833365095019195,3.9229182915590033,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr065__fixed_10__trail_3
price_accel_atr,0.7,fixed_10,trail_3,44,0.8636363636363636,5.65140340182354,2.772454132694056,5.841932975375225,22.630964086494277,0.02392532209558657,1.052714172205809,149.99570861029045,49.99570861029045,-5.32667228762328,3.9871393376945345,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr070__fixed_10__trail_3
price_accel_atr,0.65,fixed_10,trail_3,63,0.7936507936507936,3.528354970421962,1.9045826107903974,3.65537776015947,7.978647903239174,0.016305516388158497,1.0272475324539854,147.58237662269926,47.582376622699265,-4.715274021949773,3.292881403022722,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr065__fixed_10__trail_3
baseline,0.7,fixed_10,trail_3,69,0.7101449275362319,2.8441140276486228,1.6663911439915864,2.850801965485002,5.170751600474496,0.014818793012269536,1.022496717846598,146.9848358923299,46.98483589232989,-7.418657773916417,2.985948936772708,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr070__fixed_10__trail_3
baseline,0.75,kelly_cap15,trail_3,51,0.7647058823529411,2.916564726742617,1.5135745839127475,2.88200719453579,7.43668300914397,0.013475700139757085,0.6872607071276113,146.95455303457086,46.95455303457086,-11.359693405429525,2.50670090574422,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr075__kelly_cap15__trail_3
multi_bar_confirm,0.6,fixed_10,trail_3,64,0.71875,4.067105295114871,2.087150393558484,4.157643342191542,9.950617621426254,0.01547629589412695,0.9904829372241248,145.68414686120624,45.684146861206244,-5.267255707316567,3.3596905799679435,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr060__fixed_10__trail_3
baseline,0.8,kelly_cap15,trail_3,39,0.7435897435897436,3.084379658034402,1.4087626884292501,3.171440600120713,8.662010420893811,0.015799969069086952,0.6161987936943911,142.70490952707934,42.70490952707933,-10.628673223407763,2.36270812502954,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr080__kelly_cap15__trail_3
price_accel_atr,0.75,fixed_10,trail_3,31,0.9354838709677419,8.860284826532258,3.3005868890048493,8.613022248596142,21.584391477258457,0.027891333255437,0.8646313309185469,141.37156654592735,41.37156654592735,-2.666844907523801,4.0572269975123705,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr075__fixed_10__trail_3
multi_bar_confirm,0.7,fixed_10,trail_3,33,0.7575757575757576,7.088033039816185,2.872449590758428,7.850549523502027,51.27073634684442,0.02489667701209677,0.8215903413991934,139.09951706995966,39.09951706995967,-2.7812551162555916,3.5680488255588743,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr070__fixed_10__trail_3
price_accel_atr,0.85,kelly_cap15,trail_3,17,0.9411764705882353,9.862507151239184,2.403976704719536,7.7905913701764335,12.982587550950077,0.028672817254009074,0.48743789331815424,135.02784199886156,35.02784199886157,-3.027085586226734,3.0799557137742797,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr085__kelly_cap15__trail_3
price_accel_atr,0.8,fixed_10,trail_3,25,0.92,7.577026313791386,2.828995937646416,7.241082623721399,18.383488695450154,0.02893891578068205,0.7234728945170512,134.67364472585257,34.67364472585256,-4.010636386316471,3.480584414087662,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr080__fixed_10__trail_3
multi_bar_confirm,0.8,kelly_cap15,trail_3,13,0.7692307692307693,49.2207029323119,15.256269114861732,51.27464866273054,302.78637360274337,0.036504786939399625,0.4745622302121951,134.42216726591462,34.422167265914624,-0.47313966284696174,3.3961613213244557,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr080__kelly_cap15__trail_3
multi_bar_confirm,0.75,fixed_10,trail_3,24,0.7916666666666666,10.788250154894806,3.699173531143806,12.222057861825238,106.6884111444105,0.029743273150235113,0.7138385556056427,134.25192778028213,34.25192778028213,-2.9306220011008364,3.6286760938546148,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr075__fixed_10__trail_3
baseline,0.75,fixed_10,trail_3,51,0.7647058823529411,2.916564726742617,1.5135745839127475,2.88200719453579,7.43668300914397,0.013475700139757085,0.6872607071276113,131.30303535638058,31.30303535638057,-8.08991706146493,2.50670090574422,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr075__fixed_10__trail_3
multi_bar_confirm,0.65,fixed_10,fixed_5_15,36,0.2222222222222222,2.1818181818181848,0.9090909090909101,2.231404958677688,5.0000000000000036,0.018055555555555578,0.6500000000000008,130.34000000000003,30.34000000000002,-14.125708261958113,1.3619153772234525,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr065__fixed_10__fixed_5_15
multi_bar_confirm,0.8,kelly_cap15,fixed_5_15,11,0.45454545454545453,4.545454545454546,1.3636363636363638,4.545454545454545,19.09090909090909,0.05318181818181819,0.5850000000000001,129.23097194621096,29.23097194621095,-4.818586844194784,1.9011094931101384,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr080__kelly_cap15__fixed_5_15
multi_bar_confirm,0.8,fixed_10,fixed_5_15,11,0.45454545454545453,4.545454545454546,1.3636363636363638,4.545454545454545,19.09090909090909,0.05318181818181819,0.5850000000000001,128.59,28.590000000000003,-5.743446067640579,1.9011094931101384,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr080__fixed_10__fixed_5_15
baseline,0.8,fixed_10,trail_3,39,0.7435897435897436,3.084379658034402,1.4087626884292501,3.171440600120713,8.662010420893811,0.015799969069086952,0.6161987936943911,128.46993968471955,28.46993968471956,-7.604871248749612,2.36270812502954,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr080__fixed_10__trail_3
multi_bar_confirm,0.75,fixed_10,fixed_5_15,16,0.3125,4.545454545454551,1.246753246753249,4.54545454545455,19.090909090909083,0.03656250000000002,0.5850000000000003,128.29000000000002,28.290000000000013,-4.36824450242265,1.78755560381449,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr075__fixed_10__fixed_5_15
multi_bar_confirm,0.6,fixed_10,fixed_5_15,50,0.2,1.7045454545454568,0.8181818181818193,1.7224880382775147,3.181818181818185,0.012400000000000022,0.6200000000000011,128.00000000000006,28.000000000000057,-21.8797680805615,1.0863817037479684,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr060__fixed_10__fixed_5_15
baseline,0.85,kelly_cap15,trail_3,29,0.6896551724137931,2.6850676568433784,1.066321262071855,2.6738030926877547,8.65739817157492,0.01379175485196406,0.39996089070695773,127.38706680302182,27.387066803021824,-11.55282043310832,1.7140973644244606,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr085__kelly_cap15__trail_3
multi_bar_confirm,0.7,fixed_10,fixed_5_15,23,0.2608695652173913,2.7272727272727315,1.0227272727272738,2.7272727272727315,8.181818181818196,0.024782608695652197,0.5700000000000005,127.12000000000003,27.120000000000026,-10.219648280245769,1.454704983852571,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr070__fixed_10__fixed_5_15
price_accel_atr,0.7,fixed_10,fixed_5_15,33,0.24242424242424243,1.818181818181821,0.7272727272727284,1.8181818181818208,3.896103896103903,0.0163636363636364,0.5400000000000011,125.02000000000005,25.02000000000006,-18.606770833333318,1.0986169825524157,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr070__fixed_10__fixed_5_15
price_accel_atr,0.9,kelly_cap15,trail_3,12,0.9166666666666666,7.316723880636516,1.7933932555403373,5.45852116011841,10.17539591630475,0.028951651119583987,0.34741981343500783,124.97648600762558,24.976486007625585,-3.2625988989330126,2.4513609797008544,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr090__kelly_cap15__trail_3
price_accel_atr,0.75,fixed_10,fixed_5_15,22,0.2727272727272727,2.337662337662342,0.7792207792207805,2.337662337662341,6.363636363636375,0.023409090909090935,0.5150000000000006,124.43000000000004,24.430000000000042,-13.79382014687541,1.2870409442876412,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr075__fixed_10__fixed_5_15
price_accel_atr,0.85,fixed_10,trail_3,17,0.9411764705882353,9.862507151239184,2.403976704719536,7.7905913701764335,12.982587550950077,0.028672817254009074,0.48743789331815424,123.35189466590771,23.35189466590771,-2.227296924670662,3.0799557137742797,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr085__fixed_10__trail_3
multi_bar_confirm,0.8,fixed_10,trail_3,13,0.7692307692307693,49.2207029323119,15.256269114861732,51.27464866273054,302.78637360274337,0.036504786939399625,0.4745622302121951,122.94811151060975,22.948111510609756,-0.32807528867658525,3.3961613213244557,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr080__fixed_10__trail_3
baseline,0.9,kelly_cap15,trail_3,17,0.8235294117647058,6.1582485716750766,1.6563311859629068,6.559063127562664,114.85473271537549,0.01885212392784882,0.3204861067734299,122.50645800800724,22.506458008007243,-3.3261927902799644,2.023675787504614,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr090__kelly_cap15__trail_3
multi_bar_confirm,0.75,kelly_cap15,fixed_5_15,16,0.3125,4.545454545454551,1.246753246753249,4.54545454545455,19.090909090909083,0.03656250000000002,0.5850000000000003,122.3074691535751,22.307469153575102,-1.2780592470897416,1.78755560381449,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr075__kelly_cap15__fixed_5_15
baseline,0.75,fixed_10,fixed_5_15,31,0.22580645161290322,1.735537190082647,0.6282051282051291,1.735537190082647,3.896103896103902,0.01435483870967745,0.44500000000000095,120.39000000000006,20.390000000000057,-17.665162084530145,0.9496902039901954,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr075__fixed_10__fixed_5_15
price_accel_atr,0.8,fixed_10,fixed_5_15,17,0.29411764705882354,2.2727272727272765,0.7792207792207801,2.272727272727277,7.272727272727281,0.024705882352941213,0.4200000000000006,119.98000000000003,19.98000000000003,-12.359386413440447,1.152233378165229,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr080__fixed_10__fixed_5_15
baseline,0.85,fixed_10,trail_3,29,0.6896551724137931,2.6850676568433784,1.066321262071855,2.6738030926877547,8.65739817157492,0.01379175485196406,0.39996089070695773,118.25804453534789,18.258044535347885,-8.0251943768014,1.7140973644244606,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr085__fixed_10__trail_3
multi_bar_confirm,0.7,kelly_cap15,fixed_5_15,23,0.2608695652173913,2.7272727272727315,1.0227272727272738,2.7272727272727315,8.181818181818196,0.024782608695652197,0.5700000000000005,118.0938823529412,18.093882352941193,-2.3919750835523677,1.454704983852571,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr070__kelly_cap15__fixed_5_15
price_accel_atr,0.65,fixed_10,fixed_5_15,47,0.19148936170212766,1.4438502673796814,0.6818181818181829,1.4545454545454568,2.735795454545452,0.008829787234042584,0.4150000000000015,117.93000000000008,17.93000000000008,-21.760764280501526,0.7168264324981641,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr065__fixed_10__fixed_5_15
multi_bar_confirm,0.85,kelly_cap15,trail_3,9,0.5555555555555556,25.33793115053423,0.0,0.0,0.0,0.027212906586752916,0.24491615928077623,117.55871194605822,17.558711946058217,-1.1023840348256562,2.1195970812588376,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr085__kelly_cap15__trail_3
price_accel_atr,0.9,fixed_10,trail_3,12,0.9166666666666666,7.316723880636516,1.7933932555403373,5.45852116011841,10.17539591630475,0.028951651119583987,0.34741981343500783,116.65099067175039,16.650990671750392,-2.352232292900686,2.4513609797008544,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr090__fixed_10__trail_3
price_accel_atr,0.85,fixed_10,fixed_5_15,12,0.3333333333333333,2.1818181818181857,0.5454545454545462,2.1818181818181857,6.818181818181825,0.027083333333333365,0.3250000000000004,115.53000000000003,15.530000000000022,-6.800580832526604,1.000775440667397,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr085__fixed_10__fixed_5_15
baseline,0.9,fixed_10,trail_3,17,0.8235294117647058,6.1582485716750766,1.6563311859629068,6.559063127562664,114.85473271537549,0.01885212392784882,0.3204861067734299,115.0043053386715,15.004305338671497,-2.385109339585123,2.023675787504614,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr090__fixed_10__trail_3
price_accel_atr,0.9,kelly_cap15,fixed_5_15,7,0.42857142857142855,2.72727272727273,0.0,0.0,0.0,0.04071428571428575,0.28500000000000025,114.36192307692312,14.361923076923116,-2.9198962430437443,1.0851529809591065,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr090__kelly_cap15__fixed_5_15
baseline,0.8,fixed_10,fixed_5_15,21,0.23809523809523808,1.7045454545454573,0.5454545454545464,1.7045454545454561,4.3636363636363695,0.014761904761904799,0.3100000000000008,114.24000000000004,14.240000000000036,-13.019643672909979,0.7835188357789049,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr080__fixed_10__fixed_5_15
price_accel_atr,0.85,kelly_cap15,fixed_5_15,12,0.3333333333333333,2.1818181818181857,0.5454545454545462,2.1818181818181857,6.818181818181825,0.027083333333333365,0.3250000000000004,114.1630225744217,14.163022574421705,-6.5058143828397625,1.000775440667397,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr085__kelly_cap15__fixed_5_15
price_accel_atr,0.9,fixed_10,fixed_5_15,7,0.42857142857142855,2.72727272727273,0.0,0.0,0.0,0.04071428571428575,0.28500000000000025,113.83000000000001,13.830000000000013,-2.8116870122073268,1.0851529809591065,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr090__fixed_10__fixed_5_15
multi_bar_confirm,0.9,kelly_cap15,trail_3,3,1.0,inf,0.0,0.0,0.0,0.06204797997997987,0.1861439399399396,113.69079549549546,13.69079549549547,0.0,2.2858766166917457,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr090__kelly_cap15__trail_3
multi_bar_confirm,0.85,kelly_cap15,fixed_5_15,9,0.3333333333333333,1.6363636363636385,0.0,0.0,0.0,0.01944444444444449,0.1750000000000004,113.47438151425766,13.474381514257654,-14.96545620191219,0.5833774564225065,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr085__kelly_cap15__fixed_5_15
multi_bar_confirm,0.85,fixed_10,trail_3,9,0.5555555555555556,25.33793115053423,0.0,0.0,0.0,0.027212906586752916,0.24491615928077623,111.70580796403881,11.705807964038812,-0.7376472114827496,2.1195970812588376,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr085__fixed_10__trail_3
baseline,0.7,fixed_10,fixed_5_15,46,0.17391304347826086,1.2834224598930497,0.574162679425838,1.2834224598930501,2.5174825174825206,0.005760869565217421,0.26500000000000135,110.49000000000007,10.490000000000066,-28.038296209456792,0.4375599239935819,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr070__fixed_10__fixed_5_15
baseline,0.85,fixed_10,fixed_5_15,16,0.25,1.558441558441561,0.38961038961039024,1.558441558441561,4.556818181818184,0.013437500000000048,0.21500000000000077,109.79000000000003,9.790000000000038,-9.331901891155324,0.5950132776186996,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr085__fixed_10__fixed_5_15
multi_bar_confirm,0.9,fixed_10,trail_3,3,1.0,inf,0.0,0.0,0.0,0.06204797997997987,0.1861439399399396,109.12719699699699,9.12719699699698,0.0,2.2858766166917457,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr090__fixed_10__trail_3
multi_bar_confirm,0.85,fixed_10,fixed_5_15,9,0.3333333333333333,1.6363636363636385,0.0,0.0,0.0,0.01944444444444449,0.1750000000000004,108.21000000000002,8.21000000000002,-11.246748048829279,0.5833774564225065,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr085__fixed_10__fixed_5_15
baseline,0.85,kelly_cap15,fixed_5_15,16,0.25,1.558441558441561,0.38961038961039024,1.558441558441561,4.556818181818184,0.013437500000000048,0.21500000000000077,107.05682014824978,7.056820148249781,-5.227598168761723,0.5950132776186996,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr085__kelly_cap15__fixed_5_15
price_accel_atr,0.7,kelly_cap15,fixed_5_15,33,0.24242424242424243,1.818181818181821,0.7272727272727284,1.8181818181818208,3.896103896103903,0.0163636363636364,0.5400000000000011,106.74616113780222,6.746161137802218,-14.885207912347589,1.0986169825524157,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr070__kelly_cap15__fixed_5_15
price_accel_atr,0.65,kelly_cap15,fixed_5_15,47,0.19148936170212766,1.4438502673796814,0.6818181818181829,1.4545454545454568,2.735795454545452,0.008829787234042584,0.4150000000000015,106.33359833058158,6.333598330581582,-15.619715490822388,0.7168264324981641,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr065__kelly_cap15__fixed_5_15
multi_bar_confirm,0.65,kelly_cap15,fixed_5_15,36,0.2222222222222222,2.1818181818181848,0.9090909090909101,2.231404958677688,5.0000000000000036,0.018055555555555578,0.6500000000000008,106.06800000000001,6.068000000000008,-3.885606582333523,1.3619153772234525,466,4389,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__multi_bar_confirm__thr065__kelly_cap15__fixed_5_15
price_accel_atr,0.8,kelly_cap15,fixed_5_15,17,0.29411764705882354,2.2727272727272765,0.7792207792207801,2.272727272727277,7.272727272727281,0.024705882352941213,0.4200000000000006,105.88340677966104,5.883406779661048,-11.596712589714977,1.152233378165229,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr080__kelly_cap15__fixed_5_15
baseline,0.8,kelly_cap15,fixed_5_15,21,0.23809523809523808,1.7045454545454573,0.5454545454545464,1.7045454545454561,4.3636363636363695,0.014761904761904799,0.3100000000000008,105.03357219662058,5.033572196620589,-7.479330969838887,0.7835188357789049,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr080__kelly_cap15__fixed_5_15
baseline,0.75,kelly_cap15,fixed_5_15,31,0.22580645161290322,1.735537190082647,0.6282051282051291,1.735537190082647,3.896103896103902,0.01435483870967745,0.44500000000000095,104.97514613526573,4.975146135265728,-10.087916438885108,0.9496902039901954,1068,9594,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__baseline__thr075__kelly_cap15__fixed_5_15
price_accel_atr,0.6,kelly_cap15,fixed_5_15,66,0.13636363636363635,1.0671936758893297,0.5050505050505059,1.0489510489510505,1.948051948051951,0.0012878787878788168,0.08500000000000191,104.27692098229205,4.2769209822920535,-17.133952895367333,0.011121697069308725,542,5025,backtest_bigmover_ml_grid_v1_b5c7ce35_20260423T132918Z__price_accel_atr__thr060__kelly_cap15__fixed_5_15
