signal,ml_threshold,sizing,exit,trades,wr,pf,pf_p5,pf_p50,pf_p95,avg_pnl_pct,total_pnl_pct,final_equity_usd,total_return_pct,max_drawdown_pct,sharpe,n_matched,n_detected,run_id
baseline,0.8,kelly_cap15,fixed_5_15,23,0.21739130434782608,1.239669421487605,0.4195804195804201,1.212121212121214,3.068181818181821,0.00630434782608699,0.14500000000000077,101.174,1.1740000000000075,-4.298227359579255,0.30845552452968483,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr080__kelly_cap15__fixed_5_15
price_accel_atr,0.7,kelly_cap15,trail_3,45,0.5777777777777777,1.2685011136037543,0.6883530566028905,1.2961929739232514,2.6291064448324426,0.0036947706805353425,0.16626468062409042,101.12264680624091,1.1226468062409036,-3.6700029535067826,0.41549342948098433,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr070__kelly_cap15__trail_3
baseline,0.75,kelly_cap15,fixed_5_15,31,0.1935483870967742,1.1688311688311706,0.38961038961039024,1.1688311688311706,2.4557851239669435,0.004193548387096802,0.13000000000000086,100.92800000000001,0.9280000000000096,-5.856015521519311,0.22069927322998747,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr075__kelly_cap15__fixed_5_15
price_accel_atr,0.9,kelly_cap15,trail_3,13,0.5384615384615384,1.3231932719721704,0.5057902756382607,1.3487957229313419,3.837486555532384,0.008204136903908933,0.10665377975081612,100.91053779750816,0.9105377975081612,-3.2335231489548333,0.42918411358524583,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr090__kelly_cap15__trail_3
price_accel_atr,0.85,kelly_cap15,trail_3,21,0.5714285714285714,1.2018057945626992,0.5684597669221723,1.2313227257568997,2.7805260008671877,0.004756850871835045,0.09989386830853594,100.74693868308536,0.7469386830853594,-3.758086285326427,0.2990281024802882,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr085__kelly_cap15__trail_3
price_accel_atr,0.65,fixed_10,trail_3,59,0.5423728813559322,1.0872415952572438,0.6140624058227017,1.10464737240335,1.9838222310220226,0.0013517097850691035,0.07975087731907711,100.44754386595386,0.44754386595385426,-20.73423748053793,0.02827616250078235,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr065__fixed_10__trail_3
price_accel_atr,0.75,kelly_cap15,trail_3,33,0.5757575757575758,1.1426262858825909,0.5394852341022649,1.1203438207144232,2.430011764006439,0.0023982364403311533,0.07914180253092806,100.39541802530928,0.39541802530928155,-3.4854619311435324,0.15557922327422283,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr075__kelly_cap15__trail_3
baseline,0.7,fixed_10,fixed_5_15,47,0.14893617021276595,1.0606060606060617,0.4363636363636368,1.0606060606060617,2.0454545454545476,0.0012765957446808725,0.06000000000000101,100.18000000000005,0.1800000000000504,-30.115102895012186,0.00782103588322038,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr070__fixed_10__fixed_5_15
multi_bar_confirm,0.65,fixed_10,trail_3,4,0.5,1.1162383641751765,0.0,0.0,0.0,0.001762011117160801,0.007048044468643204,100.11240222343216,0.11240222343216022,-2.819635269771314,0.027154141145214254,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr065__fixed_10__trail_3
price_accel_atr,0.65,kelly_cap15,trail_3,59,0.5423728813559322,1.0872415952572438,0.6140624058227017,1.10464737240335,1.9838222310220226,0.0013517097850691035,0.07975087731907711,100.08950877319077,0.0895087731907717,-4.984087191753709,0.02827616250078235,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr065__kelly_cap15__trail_3
baseline,0.7,kelly_cap15,fixed_5_15,47,0.14893617021276595,1.0606060606060617,0.4363636363636368,1.0606060606060617,2.0454545454545476,0.0012765957446808725,0.06000000000000101,100.03600000000002,0.03600000000001004,-7.945155056593343,0.00782103588322038,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr070__kelly_cap15__fixed_5_15
multi_bar_confirm,0.65,kelly_cap15,trail_3,4,0.5,1.1162383641751765,0.0,0.0,0.0,0.001762011117160801,0.007048044468643204,100.02248044468644,0.022480444686432066,-0.5623843564483402,0.027154141145214254,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr065__kelly_cap15__trail_3
multi_bar_confirm,0.9,kelly_cap15,fixed_5_15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr090__kelly_cap15__fixed_5_15
multi_bar_confirm,0.9,fixed_10,fixed_5_15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr090__fixed_10__fixed_5_15
multi_bar_confirm,0.9,kelly_cap15,trail_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr090__kelly_cap15__trail_3
multi_bar_confirm,0.9,fixed_10,trail_3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr090__fixed_10__trail_3
price_accel_atr,0.8,kelly_cap15,trail_3,25,0.52,0.9931649395605654,0.45588356924680323,1.0016839991055728,2.1462055392559707,-0.00015169218559461472,-0.003792304639865368,99.66207695360134,-0.33792304639865384,-3.81511265698816,-0.1344162921996134,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr080__kelly_cap15__trail_3
multi_bar_confirm,0.7,kelly_cap15,trail_3,2,0.5,0.11420312854228101,0.0,0.0,0.0,-0.024359413965087232,-0.048718827930174465,99.48881172069825,-0.5111882793017446,0.0,-1.1796925109248377,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr070__kelly_cap15__trail_3
multi_bar_confirm,0.6,kelly_cap15,trail_3,5,0.4,0.5853141282856444,0.0,0.0,0.0,-0.009590391106271337,-0.047951955531356685,99.46048044468644,-0.539519555313567,-1.0739222416423642,-0.555543679509014,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr060__kelly_cap15__trail_3
multi_bar_confirm,0.75,kelly_cap15,fixed_5_15,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,99.438,-0.5619999999999991,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr075__kelly_cap15__fixed_5_15
multi_bar_confirm,0.8,kelly_cap15,fixed_5_15,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,99.438,-0.5619999999999991,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr080__kelly_cap15__fixed_5_15
multi_bar_confirm,0.85,kelly_cap15,trail_3,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,99.438,-0.5619999999999991,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr085__kelly_cap15__trail_3
multi_bar_confirm,0.8,kelly_cap15,trail_3,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,99.438,-0.5619999999999991,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr080__kelly_cap15__trail_3
multi_bar_confirm,0.85,kelly_cap15,fixed_5_15,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,99.438,-0.5619999999999991,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr085__kelly_cap15__fixed_5_15
multi_bar_confirm,0.75,kelly_cap15,trail_3,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,99.438,-0.5619999999999991,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr075__kelly_cap15__trail_3
price_accel_atr,0.8,kelly_cap15,fixed_5_15,17,0.17647058823529413,0.9090909090909106,0.20979020979021012,0.9090909090909104,2.3376623376623415,-0.0026470588235293652,-0.04499999999999921,99.346,-0.6539999999999924,-4.340709072351566,-0.2126271304101542,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr080__kelly_cap15__fixed_5_15
price_accel_atr,0.65,kelly_cap15,fixed_5_15,43,0.13953488372093023,0.9625668449197876,0.38961038961039024,0.9515810276679855,1.9842975206611582,-0.0008139534883720631,-0.03499999999999871,99.13400000000001,-0.8659999999999872,-7.980915605391142,-0.2005852535764123,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr065__kelly_cap15__fixed_5_15
multi_bar_confirm,0.7,kelly_cap15,fixed_5_15,2,0.0,0.0,0.0,0.0,0.0,-0.054999999999999945,-0.10999999999999989,98.876,-1.1239999999999988,-0.5651762907540353,-2290820505574068.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr070__kelly_cap15__fixed_5_15
multi_bar_confirm,0.65,kelly_cap15,fixed_5_15,4,0.0,0.0,0.0,0.0,0.0,-0.027499999999999972,-0.10999999999999989,98.852,-1.1479999999999988,-1.136136336360359,-2.0872727272727274,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr065__kelly_cap15__fixed_5_15
baseline,0.85,kelly_cap15,fixed_5_15,18,0.16666666666666666,0.8181818181818193,0.19480519480519515,0.8181818181818192,2.1863636363636347,-0.005555555555555516,-0.09999999999999928,98.784,-1.2159999999999935,-3.841136960965636,-0.3900433286547322,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr085__kelly_cap15__fixed_5_15
price_accel_atr,0.8,fixed_10,trail_3,25,0.52,0.9931649395605654,0.45588356924680323,1.0016839991055728,2.1462055392559707,-0.00015169218559461472,-0.003792304639865368,98.31038476800673,-1.6896152319932702,-16.758370724676492,-0.1344162921996134,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr080__fixed_10__trail_3
multi_bar_confirm,0.6,kelly_cap15,fixed_5_15,5,0.0,0.0,0.0,0.0,0.0,-0.03299999999999996,-0.16499999999999979,98.29,-1.7099999999999977,-1.698203784454128,-2.838198707072225,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr060__kelly_cap15__fixed_5_15
price_accel_atr,0.85,kelly_cap15,fixed_5_15,14,0.14285714285714285,0.6060606060606071,0.0,0.5454545454545465,1.7045454545454581,-0.013928571428571372,-0.1949999999999992,97.882,-2.1179999999999923,-3.8638327964170633,-0.8033515919862338,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr085__kelly_cap15__fixed_5_15
price_accel_atr,0.6,kelly_cap15,trail_3,81,0.49382716049382713,0.8821925115143244,0.5445061864438083,0.8776187321292022,1.3711427150036637,-0.0018493347731985256,-0.14979611662908057,97.5300388337092,-2.469961166290805,-7.630323250018124,-0.7083997362182002,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr060__kelly_cap15__trail_3
multi_bar_confirm,0.7,fixed_10,trail_3,2,0.5,0.11420312854228101,0.0,0.0,0.0,-0.024359413965087232,-0.048718827930174465,97.44405860349127,-2.5559413965087234,0.0,-1.1796925109248377,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr070__fixed_10__trail_3
multi_bar_confirm,0.6,fixed_10,trail_3,5,0.4,0.5853141282856444,0.0,0.0,0.0,-0.009590391106271337,-0.047951955531356685,97.30240222343217,-2.697597776567834,-5.3843407890113815,-0.555543679509014,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr060__fixed_10__trail_3
baseline,0.8,kelly_cap15,trail_3,37,0.4864864864864865,0.7355511943534825,0.3785314290407866,0.7336259895320731,1.4097410311284821,-0.006371833097775813,-0.2357578246177051,97.19842175382296,-2.8015782461770504,-5.416823185700394,-0.9809005792731857,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr080__kelly_cap15__trail_3
multi_bar_confirm,0.85,fixed_10,fixed_5_15,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,97.19,-2.8099999999999956,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr085__fixed_10__fixed_5_15
multi_bar_confirm,0.75,fixed_10,fixed_5_15,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,97.19,-2.8099999999999956,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr075__fixed_10__fixed_5_15
multi_bar_confirm,0.8,fixed_10,trail_3,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,97.19,-2.8099999999999956,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr080__fixed_10__trail_3
multi_bar_confirm,0.85,fixed_10,trail_3,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,97.19,-2.8099999999999956,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr085__fixed_10__trail_3
multi_bar_confirm,0.75,fixed_10,trail_3,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,97.19,-2.8099999999999956,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr075__fixed_10__trail_3
multi_bar_confirm,0.8,fixed_10,fixed_5_15,1,0.0,0.0,0.0,0.0,0.0,-0.05499999999999991,-0.05499999999999991,97.19,-2.8099999999999956,0.0,0.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr080__fixed_10__fixed_5_15
baseline,0.7,kelly_cap15,trail_3,70,0.5571428571428572,0.8234746437077464,0.5178707522183165,0.8347818690994413,1.3264629270032158,-0.0032519894682974636,-0.22763926278082244,96.88360737219178,-3.116392627808225,-6.6243507428208614,-0.9053550209437333,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr070__kelly_cap15__trail_3
price_accel_atr,0.8,fixed_10,fixed_5_15,17,0.17647058823529413,0.9090909090909106,0.20979020979021012,0.9090909090909104,2.3376623376623415,-0.0026470588235293652,-0.04499999999999921,96.73000000000003,-3.269999999999962,-18.898297979374508,-0.2126271304101542,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr080__fixed_10__fixed_5_15
baseline,0.85,kelly_cap15,trail_3,31,0.45161290322580644,0.6638239759224168,0.32549570058089006,0.6565597888350605,1.2555929686182739,-0.009615450916475402,-0.29807897841073744,96.64721021589263,-3.3527897841073755,-5.7723514747958795,-1.202336908649884,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr085__kelly_cap15__trail_3
price_accel_atr,0.9,kelly_cap15,fixed_5_15,7,0.0,0.0,0.0,0.0,0.0,-0.04714285714285709,-0.3299999999999996,96.616,-3.383999999999996,-3.3724046885626273,-6.645705007094605,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr090__kelly_cap15__fixed_5_15
baseline,0.9,kelly_cap15,trail_3,20,0.3,0.5204292280239832,0.19502480822793458,0.5074081649638403,1.134858361447144,-0.017304719137347067,-0.3460943827469413,96.29905617253058,-3.7009438274694135,-4.684115334727031,-1.544799743228587,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr090__kelly_cap15__trail_3
baseline,0.75,kelly_cap15,trail_3,50,0.52,0.6722901806606384,0.3674764195531253,0.651325996898773,1.1806414635837428,-0.006924932030489187,-0.34624660152445935,95.9375339847554,-4.062466015244593,-6.302602332686126,-1.3624860788517583,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr075__kelly_cap15__trail_3
price_accel_atr,0.65,fixed_10,fixed_5_15,43,0.13953488372093023,0.9625668449197876,0.38961038961039024,0.9515810276679855,1.9842975206611582,-0.0008139534883720631,-0.03499999999999871,95.67000000000007,-4.329999999999932,-31.003894418000836,-0.2005852535764123,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr065__fixed_10__fixed_5_15
multi_bar_confirm,0.7,fixed_10,fixed_5_15,2,0.0,0.0,0.0,0.0,0.0,-0.054999999999999945,-0.10999999999999989,94.38000000000001,-5.619999999999995,-2.891243955139405,-2290820505574068.0,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr070__fixed_10__fixed_5_15
multi_bar_confirm,0.65,fixed_10,fixed_5_15,4,0.0,0.0,0.0,0.0,0.0,-0.027499999999999972,-0.10999999999999989,94.26,-5.739999999999994,-5.68341004602761,-2.0872727272727274,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr065__fixed_10__fixed_5_15
price_accel_atr,0.6,kelly_cap15,fixed_5_15,61,0.09836065573770492,0.6293706293706304,0.25568181818181857,0.6293706293706304,1.2278925619834726,-0.0086885245901639,-0.5299999999999979,93.96800000000002,-6.031999999999978,-12.766431489045656,-1.3192932957919223,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr060__kelly_cap15__fixed_5_15
baseline,0.85,fixed_10,fixed_5_15,18,0.16666666666666666,0.8181818181818193,0.19480519480519515,0.8181818181818192,2.1863636363636347,-0.005555555555555516,-0.09999999999999928,93.92000000000004,-6.079999999999962,-17.36031676198854,-0.3900433286547322,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr085__fixed_10__fixed_5_15
baseline,0.6,kelly_cap15,trail_3,132,0.49242424242424243,0.7757019402616674,0.5355114960192147,0.7789133920173363,1.1272057203044723,-0.0036614422301347407,-0.4833103743777858,93.58289625622214,-6.417103743777855,-10.894031348427198,-1.4848852118842362,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr060__kelly_cap15__trail_3
baseline,0.9,kelly_cap15,fixed_5_15,13,0.0,0.0,0.0,0.0,0.0,-0.050769230769230685,-0.6599999999999989,93.24400000000001,-6.75599999999999,-6.744809377125241,-12.78521408399381,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr090__kelly_cap15__fixed_5_15
baseline,0.65,kelly_cap15,trail_3,97,0.5154639175257731,0.7061984383595793,0.46609117615861934,0.7114741375241871,1.056249320066559,-0.00581841072074213,-0.5643858399119865,93.19214160088013,-6.807858399119864,-11.081437900031176,-1.6839512324608854,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr065__kelly_cap15__trail_3
multi_bar_confirm,0.6,fixed_10,fixed_5_15,5,0.0,0.0,0.0,0.0,0.0,-0.03299999999999996,-0.16499999999999979,91.45000000000002,-8.549999999999988,-8.495097058234922,-2.838198707072225,20,4389,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__multi_bar_confirm__thr060__fixed_10__fixed_5_15
baseline,0.65,kelly_cap15,fixed_5_15,69,0.10144927536231885,0.5614973262032094,0.2337662337662342,0.5628803245436114,1.0000000000000009,-0.011884057971014456,-0.8199999999999975,90.97200000000002,-9.027999999999977,-14.508034959120373,-1.8034189206544402,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr065__kelly_cap15__fixed_5_15
price_accel_atr,0.85,fixed_10,fixed_5_15,14,0.14285714285714285,0.6060606060606071,0.0,0.5454545454545465,1.7045454545454581,-0.013928571428571372,-0.1949999999999992,89.41000000000004,-10.589999999999959,-18.032636596993008,-0.8033515919862338,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr085__fixed_10__fixed_5_15
price_accel_atr,0.6,fixed_10,trail_3,81,0.49382716049382713,0.8821925115143244,0.5445061864438083,0.8776187321292022,1.3711427150036637,-0.0018493347731985256,-0.14979611662908057,87.65019416854597,-12.34980583145403,-31.487533106279088,-0.7083997362182002,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr060__fixed_10__trail_3
baseline,0.6,kelly_cap15,fixed_5_15,98,0.09183673469387756,0.522243713733076,0.24350649350649387,0.5093816067653283,0.8845208845208856,-0.0126020408163265,-1.234999999999997,86.47400000000003,-13.525999999999971,-20.528985773627877,-2.3577506192641136,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr060__kelly_cap15__fixed_5_15
baseline,0.8,fixed_10,trail_3,37,0.4864864864864865,0.7355511943534825,0.3785314290407866,0.7336259895320731,1.4097410311284821,-0.006371833097775813,-0.2357578246177051,85.99210876911475,-14.007891230885255,-25.058173842738807,-0.9809005792731857,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr080__fixed_10__trail_3
baseline,0.7,fixed_10,trail_3,70,0.5571428571428572,0.8234746437077464,0.5178707522183165,0.8347818690994413,1.3264629270032158,-0.0032519894682974636,-0.22763926278082244,84.41803686095888,-15.581963139041125,-29.256712998017637,-0.9053550209437333,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr070__fixed_10__trail_3
baseline,0.85,fixed_10,trail_3,31,0.45161290322580644,0.6638239759224168,0.32549570058089006,0.6565597888350605,1.2555929686182739,-0.009615450916475402,-0.29807897841073744,83.23605107946312,-16.763948920536876,-26.545971091712246,-1.202336908649884,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr085__fixed_10__trail_3
price_accel_atr,0.9,fixed_10,fixed_5_15,7,0.0,0.0,0.0,0.0,0.0,-0.04714285714285709,-0.3299999999999996,83.08000000000001,-16.91999999999998,-16.87012207324393,-6.645705007094605,542,5025,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__price_accel_atr__thr090__fixed_10__fixed_5_15
baseline,0.9,fixed_10,trail_3,20,0.3,0.5204292280239832,0.19502480822793458,0.5074081649638403,1.134858361447144,-0.017304719137347067,-0.3460943827469413,81.49528086265293,-18.504719137347063,-22.501648471319537,-1.544799743228587,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr090__fixed_10__trail_3
baseline,0.75,fixed_10,trail_3,50,0.52,0.6722901806606384,0.3674764195531253,0.651325996898773,1.1806414635837428,-0.006924932030489187,-0.34624660152445935,79.68766992377704,-20.31233007622297,-29.168493854556488,-1.3624860788517583,1068,9594,backtest_bigmover_ml_grid_v1_73760c74_20260424T034639Z__baseline__thr075__fixed_10__trail_3
