variant,signal,direction,sizing,position_pct,leverage,sl_pct,risk_per_trade_pct,trades,wr,pf,pf_p5,pf_p50,pf_p95,total_return_pct,max_drawdown_pct,final_equity_usd,avg_winner_pct,avg_loser_pct,sharpe,avg_pnl_pct,total_pnl_pct,median_hold_bars,run_id
price_accel_atr__short__15pct_05x_sl05,price_accel_atr,short,15pct_05x_sl05,0.15,5,0.05,3.7500000000000004,4453,0.6433864810240287,2.4459526419109725,2.272329749685449,2.4515073423960336,2.6405306042492627,3537.0767387597775,-13.19555375316204,3637.076738759777,0.031000371234646114,-0.02664082201305753,17.172713563892188,0.011790842843805006,52.50462318346369,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__short__15pct_05x_sl05
multi_bar_confirm__short__15pct_05x_sl05,multi_bar_confirm,short,15pct_05x_sl05,0.15,5,0.05,3.7500000000000004,4107,0.6617969320672024,2.746159886945897,2.537858307413648,2.7543715724902413,2.9748913233504064,3513.8082257523047,-9.171339871762905,3613.8082257523047,0.02996039240413629,-0.025172470467808464,18.857043282162156,0.012607542328552242,51.77917634336406,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__short__15pct_05x_sl05
price_accel_atr__short__15pct_05x_sl07,price_accel_atr,short,15pct_05x_sl07,0.15,5,0.07,5.250000000000001,4330,0.6505773672055427,2.525189184584417,2.3256911621310667,2.52832090321296,2.762663310015162,3513.2569790985817,-19.056600193154114,3613.256979098582,0.03058551921999995,-0.02903828191894362,17.17366781198475,0.01201834327667,52.0394263879811,29.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__short__15pct_05x_sl07
price_accel_atr__long__10pct_07x_sl05,price_accel_atr,long,10pct_07x_sl05,0.1,7,0.05,3.5000000000000004,5316,0.6100451467268623,2.2240304857857796,2.0769783209829464,2.2204289617128703,2.375972944339608,3503.9605785888116,-11.73377836078939,3603.960578588811,0.03161957893381297,-0.026004802475030783,16.563482559615434,0.010616211379632408,56.43577969412588,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__long__10pct_07x_sl05
price_accel_atr__short__10pct_07x_sl05,price_accel_atr,short,10pct_07x_sl05,0.1,7,0.05,3.5000000000000004,4453,0.6433864810240287,2.4459526419109725,2.272329749685449,2.4515073423960336,2.6405306042492627,3301.271622842459,-12.334894363886619,3401.271622842459,0.031000371234646114,-0.02664082201305753,17.172713563892188,0.011790842843805006,52.50462318346369,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__short__10pct_07x_sl05
multi_bar_confirm__short__10pct_07x_sl05,multi_bar_confirm,short,10pct_07x_sl05,0.1,7,0.05,3.5000000000000004,4107,0.6617969320672024,2.746159886945897,2.537858307413648,2.7543715724902413,2.9748913233504064,3279.554344035484,-8.572661546246396,3379.554344035484,0.02996039240413629,-0.025172470467808464,18.857043282162156,0.012607542328552242,51.77917634336406,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__short__10pct_07x_sl05
multi_bar_confirm__long__10pct_05x_sl07,multi_bar_confirm,long,10pct_05x_sl07,0.1,5,0.07,3.5000000000000004,4816,0.6509551495016611,3.089811636234802,2.8570360409777544,3.1035066566999205,3.364956661137373,3133.0353728192204,-6.216063836737384,3233.0353728192204,0.03227726514582543,-0.024476321954991272,21.897955873135874,0.014210944239282474,68.43990745638439,24.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__long__10pct_05x_sl07
multi_bar_confirm__long__10pct_05x_sl05,multi_bar_confirm,long,10pct_05x_sl05,0.1,5,0.05,2.5,4938,0.6435803969218307,2.84587995454663,2.6479583516282426,2.8564494680431847,3.07332103889509,3034.9662998607055,-7.506595433840259,3134.9662998607055,0.032321832092423376,-0.02355995848074894,21.31547025624643,0.013492289590363327,66.6249259972141,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__long__10pct_05x_sl05
multi_bar_confirm__long__15pct_03x_sl05,multi_bar_confirm,long,15pct_03x_sl05,0.15,3,0.05,2.25,4938,0.6435803969218307,2.84587995454663,2.6479583516282426,2.8564494680431847,3.07332103889509,2731.4696698746347,-7.212802646824021,2831.4696698746347,0.032321832092423376,-0.02355995848074894,21.31547025624643,0.013492289590363327,66.6249259972141,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__long__15pct_03x_sl05
price_accel_atr__long__10pct_05x_sl07,price_accel_atr,long,10pct_05x_sl07,0.1,5,0.07,3.5000000000000004,5126,0.6232930159968787,2.4316027636705675,2.251475895076799,2.4301082398196785,2.6343215604798744,2680.897985917342,-11.668486409421796,2780.897985917342,0.03177432899275935,-0.027667211009621794,17.01921506141502,0.011659999945054008,59.76915971834684,26.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__long__10pct_05x_sl07
multi_bar_confirm__short__10pct_05x_sl07,multi_bar_confirm,short,10pct_05x_sl07,0.1,5,0.07,3.5000000000000004,4006,0.6727408886669995,3.1438741419087943,2.8588302698034336,3.1452581347424147,3.469574295732248,2503.2542085395316,-5.421247924245947,2603.2542085395316,0.02985796021525601,-0.025594918609324325,20.196593989644843,0.013697524755564312,54.872284170790635,28.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__short__10pct_05x_sl07
price_accel_atr__long__10pct_05x_sl05,price_accel_atr,long,10pct_05x_sl05,0.1,5,0.05,2.5,5316,0.6100451467268623,2.2240304857857796,2.0769783209829464,2.2204289617128703,2.375972944339608,2502.828984706294,-9.294577276510514,2602.828984706294,0.03161957893381297,-0.026004802475030783,16.563482559615434,0.010616211379632408,56.43577969412588,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__long__10pct_05x_sl05
price_accel_atr__short__10pct_05x_sl05,price_accel_atr,short,10pct_05x_sl05,0.1,5,0.05,2.5,4453,0.6433864810240287,2.4459526419109725,2.272329749685449,2.4515073423960336,2.6405306042492627,2358.0511591731847,-8.865474123811467,2458.0511591731847,0.031000371234646114,-0.02664082201305753,17.172713563892188,0.011790842843805006,52.50462318346369,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__short__10pct_05x_sl05
multi_bar_confirm__short__10pct_05x_sl05,multi_bar_confirm,short,10pct_05x_sl05,0.1,5,0.05,2.5,4107,0.6617969320672024,2.746159886945897,2.537858307413648,2.7543715724902413,2.9748913233504064,2342.5388171682025,-6.160014739405158,2442.5388171682025,0.02996039240413629,-0.025172470467808464,18.857043282162156,0.012607542328552242,51.77917634336406,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__short__10pct_05x_sl05
price_accel_atr__short__10pct_05x_sl07,price_accel_atr,short,10pct_05x_sl07,0.1,5,0.07,3.5000000000000004,4330,0.6505773672055427,2.525189184584417,2.3256911621310667,2.52832090321296,2.762663310015162,2342.1713193990545,-12.803236534104826,2442.1713193990545,0.03058551921999995,-0.02903828191894362,17.17366781198475,0.01201834327667,52.0394263879811,29.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__short__10pct_05x_sl07
price_accel_atr__long__15pct_03x_sl05,price_accel_atr,long,15pct_03x_sl05,0.15,3,0.05,2.25,5316,0.6100451467268623,2.2240304857857796,2.0769783209829464,2.2204289617128703,2.375972944339608,2252.5460862356645,-8.599388386681339,2352.5460862356645,0.03161957893381297,-0.026004802475030783,16.563482559615434,0.010616211379632408,56.43577969412588,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__long__15pct_03x_sl05
price_accel_atr__short__15pct_03x_sl05,price_accel_atr,short,15pct_03x_sl05,0.15,3,0.05,2.25,4453,0.6433864810240287,2.4459526419109725,2.272329749685449,2.4515073423960336,2.6405306042492627,2122.2460432558664,-7.991360787277221,2222.2460432558664,0.031000371234646114,-0.02664082201305753,17.172713563892188,0.011790842843805006,52.50462318346369,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__short__15pct_03x_sl05
multi_bar_confirm__short__15pct_03x_sl05,multi_bar_confirm,short,15pct_03x_sl05,0.15,3,0.05,2.25,4107,0.6617969320672024,2.746159886945897,2.537858307413648,2.7543715724902413,2.9748913233504064,2108.284935451383,-5.552329310990938,2208.284935451383,0.02996039240413629,-0.025172470467808464,18.857043282162156,0.012607542328552242,51.77917634336406,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__short__15pct_03x_sl05
multi_bar_confirm__long__10pct_03x_sl05,multi_bar_confirm,long,10pct_03x_sl05,0.1,3,0.05,1.5000000000000002,4938,0.6435803969218307,2.84587995454663,2.6479583516282426,2.8564494680431847,3.07332103889509,1820.9797799164232,-6.032336168519746,1920.979779916423,0.032321832092423376,-0.02355995848074894,21.31547025624643,0.013492289590363327,66.6249259972141,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__long__10pct_03x_sl05
multi_bar_confirm__long__05pct_05x_sl05,multi_bar_confirm,long,05pct_05x_sl05,0.05,5,0.05,1.25,4938,0.6435803969218307,2.84587995454663,2.6479583516282426,2.8564494680431847,3.07332103889509,1517.4831499303527,-5.492942422596129,1617.4831499303527,0.032321832092423376,-0.02355995848074894,21.31547025624643,0.013492289590363327,66.6249259972141,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__long__05pct_05x_sl05
price_accel_atr__long__10pct_03x_sl05,price_accel_atr,long,10pct_03x_sl05,0.1,3,0.05,1.5000000000000002,5316,0.6100451467268623,2.2240304857857796,2.0769783209829464,2.2204289617128703,2.375972944339608,1501.6973908237765,-6.858896763944388,1601.6973908237765,0.03161957893381297,-0.026004802475030783,16.563482559615434,0.010616211379632408,56.43577969412588,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__long__10pct_03x_sl05
price_accel_atr__short__10pct_03x_sl05,price_accel_atr,short,10pct_03x_sl05,0.1,3,0.05,1.5000000000000002,4453,0.6433864810240287,2.4459526419109725,2.272329749685449,2.4515073423960336,2.6405306042492627,1414.8306955039106,-5.352597752565768,1514.8306955039106,0.031000371234646114,-0.02664082201305753,17.172713563892188,0.011790842843805006,52.50462318346369,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__short__10pct_03x_sl05
multi_bar_confirm__short__10pct_03x_sl05,multi_bar_confirm,short,10pct_03x_sl05,0.1,3,0.05,1.5000000000000002,4107,0.6617969320672024,2.746159886945897,2.537858307413648,2.7543715724902413,2.9748913233504064,1405.5232903009219,-3.7182852089995984,1505.5232903009219,0.02996039240413629,-0.025172470467808464,18.857043282162156,0.012607542328552242,51.77917634336406,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__short__10pct_03x_sl05
price_accel_atr__long__05pct_05x_sl05,price_accel_atr,long,05pct_05x_sl05,0.05,5,0.05,1.25,5316,0.6100451467268623,2.2240304857857796,2.0769783209829464,2.2204289617128703,2.375972944339608,1251.414492353147,-6.294110341320436,1351.414492353147,0.03161957893381297,-0.026004802475030783,16.563482559615434,0.010616211379632408,56.43577969412588,22.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__long__05pct_05x_sl05
price_accel_atr__short__05pct_05x_sl05,price_accel_atr,short,05pct_05x_sl05,0.05,5,0.05,1.25,4453,0.6433864810240287,2.4459526419109725,2.272329749685449,2.4515073423960336,2.6405306042492627,1179.0255795865924,-4.467492809971272,1279.0255795865924,0.031000371234646114,-0.02664082201305753,17.172713563892188,0.011790842843805006,52.50462318346369,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__price_accel_atr__short__05pct_05x_sl05
multi_bar_confirm__short__05pct_05x_sl05,multi_bar_confirm,short,05pct_05x_sl05,0.05,5,0.05,1.25,4107,0.6617969320672024,2.746159886945897,2.537858307413648,2.7543715724902413,2.9748913233504064,1171.2694085841013,-3.339060044485061,1271.2694085841013,0.02996039240413629,-0.025172470467808464,18.857043282162156,0.012607542328552242,51.77917634336406,27.0,backtest_bigmover_sizing_sweep_v1_abfe8b06_20260423T145954Z__multi_bar_confirm__short__05pct_05x_sl05
