variant,trades,wr,pf,pf_p5,pf_p50,pf_p95,avg_winner_pct,median_winner_pct,big_mover_coverage_pct,run_id
rank_top3_per_bar,640,0.575,1.847062419194578,1.5213904447024933,1.8582604194301495,2.2603643470166763,0.035675427779125184,0.02295152526407293,0.2891304347826087,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__rank_top3_per_bar
multi_bar_confirm,596,0.587248322147651,2.0762183846022944,1.6900521417961067,2.0764582331260666,2.5903043318796497,0.033417844247632805,0.020582201033518197,0.2847826086956522,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__multi_bar_confirm
vol_rank_pctl90,630,0.5841269841269842,2.0450316052483326,1.6664395446281803,2.0366568313223308,2.5118170651709892,0.035967616217941624,0.022696749431918215,0.28043478260869564,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__vol_rank_pctl90
cooldown_24,709,0.53737658674189,1.436890773870907,1.1976197965625093,1.4409987274432163,1.746312931299599,0.03411535057224071,0.022346052773124726,0.26956521739130435,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__cooldown_24
baseline,623,0.5810593900481541,1.9829367746396362,1.6332244459706566,1.9774669764718924,2.459275221377037,0.03504659154684556,0.022452719115435133,0.2608695652173913,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__baseline
ml_thresh_055,623,0.5810593900481541,1.9829367746396362,1.6332244459706566,1.9774669764718924,2.459275221377037,0.03504659154684556,0.022452719115435133,0.2608695652173913,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__ml_thresh_055
price_accel_atr,581,0.5611015490533563,1.8186132264885921,1.4716098406690588,1.8098742023843135,2.2667120858753007,0.03866092634069559,0.026632454717229248,0.24347826086956523,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__price_accel_atr
vol_4bar_momentum,674,0.5756676557863502,1.7763796607258335,1.4798057424733884,1.781583794526885,2.1515696906177837,0.03318275954067166,0.02202575704788817,0.23043478260869565,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__vol_4bar_momentum
btc_correlation,91,0.6703296703296703,2.130933710341156,1.2791780908491086,2.1383493056369653,3.995753311141721,0.025115600599533567,0.017917589720868373,0.06739130434782609,backtest_bigmover_tweaks_v1_3c84086f_20260423T071259Z__btc_correlation
