variant,signal,direction,sizing,position_pct,leverage,sl_pct,risk_per_trade_pct,trades,wr,pf,pf_p5,pf_p50,pf_p95,total_return_pct,max_drawdown_pct,final_equity_usd,avg_winner_pct,avg_loser_pct,sharpe,avg_pnl_pct,total_pnl_pct,median_hold_bars,run_id
price_accel_atr__short__15pct_03x_sl05,price_accel_atr,short,15pct_03x_sl05,0.15,3,0.05,2.25,4183,0.4941429595983744,0.933357339030622,0.8686655155441646,0.9356771114050414,1.008218765089834,-406.73196593678773,-395.1584742275612,-306.7319659367877,0.02723084122589705,-0.03352142131509606,-3.359651896839397,-0.0009607669452375367,-4.018888131928616,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__short__15pct_03x_sl05
multi_bar_confirm__short__10pct_05x_sl05,multi_bar_confirm,short,10pct_05x_sl05,0.1,5,0.05,2.5,3872,0.5074896694214877,0.9347151432834756,0.8680437480482278,0.9351173454342769,1.0107192626406023,-410.41757460149773,-396.330679969586,-310.4175746014978,0.025953281035261296,-0.03372073468870111,-3.3726969785280514,-0.0009199254886441005,-3.561951492029957,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__short__10pct_05x_sl05
multi_bar_confirm__long__05pct_05x_sl05,multi_bar_confirm,long,05pct_05x_sl05,0.05,5,0.05,1.25,4490,0.4610244988864143,0.8367382408579894,0.7837624667154811,0.8364874985904401,0.894818470564171,-414.7942541112105,-450.2872833578901,-314.79425411121053,0.027739523178443942,-0.03288192771625653,-6.360199521034103,-0.002495271751547533,-11.203770164448422,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__05pct_05x_sl05
price_accel_atr__long__10pct_03x_sl05,price_accel_atr,long,10pct_03x_sl05,0.1,3,0.05,1.5000000000000002,4852,0.4579554822753504,0.8780157725600465,0.8183167159657143,0.879102711011998,0.94254704458735,-444.2573904067214,-480.41018787591065,-344.25739040672147,0.029109160526729714,-0.03278448347602023,-5.0643248217527805,-0.0018520568178532662,-8.986179680224048,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__long__10pct_03x_sl05
price_accel_atr__short__10pct_05x_sl05,price_accel_atr,short,10pct_05x_sl05,0.1,5,0.05,2.5,4183,0.4941429595983744,0.933357339030622,0.8686655155441646,0.9356771114050414,1.008218765089834,-451.9244065964308,-435.79497803552937,-351.9244065964308,0.02723084122589705,-0.03352142131509606,-3.359651896839397,-0.0009607669452375367,-4.018888131928616,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__short__10pct_05x_sl05
price_accel_atr__long__10pct_05x_sl07,price_accel_atr,long,10pct_05x_sl07,0.1,5,0.07,3.5000000000000004,4567,0.4758046857893584,0.9455510307126695,0.8736418405255495,0.9481293312475305,1.0215591117123262,-454.61122718191984,-498.9413025125715,-354.6112271819198,0.02886437963415875,-0.03652759993869237,-2.990930110975496,-0.0007908527575297545,-3.611824543638389,44.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__long__10pct_05x_sl07
multi_bar_confirm__long__10pct_03x_sl05,multi_bar_confirm,long,10pct_03x_sl05,0.1,3,0.05,1.5000000000000002,4490,0.4610244988864143,0.8367382408579894,0.7837624667154811,0.8364874985904401,0.894818470564171,-497.7531049334527,-538.3841963201205,-397.7531049334527,0.027739523178443942,-0.03288192771625653,-6.360199521034103,-0.002495271751547533,-11.203770164448422,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__10pct_03x_sl05
multi_bar_confirm__long__10pct_05x_sl07,multi_bar_confirm,long,10pct_05x_sl07,0.1,5,0.07,3.5000000000000004,4256,0.47603383458646614,0.8995408706608908,0.8335409627728669,0.8988849674821956,0.9730738917723994,-570.5577587037358,-555.4084555285236,-470.5577587037358,0.027861543084010412,-0.03673971982569075,-4.120352865171897,-0.0014811924751115392,-6.30395517407471,45.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__10pct_05x_sl07
multi_bar_confirm__short__10pct_07x_sl05,multi_bar_confirm,short,10pct_07x_sl05,0.1,7,0.05,3.5000000000000004,3872,0.5074896694214877,0.9347151432834756,0.8680437480482278,0.9351173454342769,1.0107192626406023,-574.5846044420969,-532.7650800607909,-474.58460444209686,0.025953281035261296,-0.03372073468870111,-3.3726969785280514,-0.0009199254886441005,-3.561951492029957,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__short__10pct_07x_sl05
multi_bar_confirm__short__15pct_05x_sl05,multi_bar_confirm,short,15pct_05x_sl05,0.15,5,0.05,3.7500000000000004,3872,0.5074896694214877,0.9347151432834756,0.8680437480482278,0.9351173454342769,1.0107192626406023,-615.6263619022467,-565.1924158209915,-515.6263619022467,0.025953281035261296,-0.03372073468870111,-3.3726969785280514,-0.0009199254886441005,-3.561951492029957,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__short__15pct_05x_sl05
price_accel_atr__short__10pct_07x_sl05,price_accel_atr,short,10pct_07x_sl05,0.1,7,0.05,3.5000000000000004,4183,0.4941429595983744,0.933357339030622,0.8686655155441646,0.9356771114050414,1.008218765089834,-632.6941692350031,-592.4631836000606,-532.6941692350031,0.02723084122589705,-0.03352142131509606,-3.359651896839397,-0.0009607669452375367,-4.018888131928616,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__short__10pct_07x_sl05
price_accel_atr__long__15pct_03x_sl05,price_accel_atr,long,15pct_03x_sl05,0.15,3,0.05,2.25,4852,0.4579554822753504,0.8780157725600465,0.8183167159657143,0.879102711011998,0.94254704458735,-666.3860856100821,-697.8569919275653,-566.3860856100821,0.029109160526729714,-0.03278448347602023,-5.0643248217527805,-0.0018520568178532662,-8.986179680224048,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__long__15pct_03x_sl05
price_accel_atr__short__15pct_05x_sl05,price_accel_atr,short,15pct_05x_sl05,0.15,5,0.05,3.7500000000000004,4183,0.4941429595983744,0.933357339030622,0.8686655155441646,0.9356771114050414,1.008218765089834,-677.8866098946462,-630.2240887929221,-577.8866098946462,0.02723084122589705,-0.03352142131509606,-3.359651896839397,-0.0009607669452375367,-4.018888131928616,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__short__15pct_05x_sl05
price_accel_atr__long__15pct_05x_sl07,price_accel_atr,long,15pct_05x_sl07,0.15,5,0.07,5.250000000000001,4567,0.4758046857893584,0.9455510307126695,0.8736418405255495,0.9481293312475305,1.0215591117123262,-681.9168407728796,-690.9111825714796,-581.9168407728796,0.02886437963415875,-0.03652759993869237,-2.990930110975496,-0.0007908527575297545,-3.611824543638389,44.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__long__15pct_05x_sl07
price_accel_atr__long__10pct_05x_sl05,price_accel_atr,long,10pct_05x_sl05,0.1,5,0.05,2.5,4852,0.4579554822753504,0.8780157725600465,0.8183167159657143,0.879102711011998,0.94254704458735,-740.4289840112024,-767.3189004380454,-640.4289840112024,0.029109160526729714,-0.03278448347602023,-5.0643248217527805,-0.0018520568178532662,-8.986179680224048,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__long__10pct_05x_sl05
multi_bar_confirm__long__15pct_03x_sl05,multi_bar_confirm,long,15pct_03x_sl05,0.15,3,0.05,2.25,4490,0.4610244988864143,0.8367382408579894,0.7837624667154811,0.8364874985904401,0.894818470564171,-746.629657400179,-798.8805117009388,-646.629657400179,0.027739523178443942,-0.03288192771625653,-6.360199521034103,-0.002495271751547533,-11.203770164448422,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__15pct_03x_sl05
multi_bar_confirm__short__20pct_05x_sl05,multi_bar_confirm,short,20pct_05x_sl05,0.2,5,0.05,5.0,3872,0.5074896694214877,0.9347151432834756,0.8680437480482278,0.9351173454342769,1.0107192626406023,-820.8351492029955,-718.1892576596845,-720.8351492029956,0.025953281035261296,-0.03372073468870111,-3.3726969785280514,-0.0009199254886441005,-3.561951492029957,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__short__20pct_05x_sl05
multi_bar_confirm__long__10pct_05x_sl05,multi_bar_confirm,long,10pct_05x_sl05,0.1,5,0.05,2.5,4490,0.4610244988864143,0.8367382408579894,0.7837624667154811,0.8364874985904401,0.894818470564171,-829.588508222421,-884.4704263789077,-729.5885082224211,0.027739523178443942,-0.03288192771625653,-6.360199521034103,-0.002495271751547533,-11.203770164448422,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__10pct_05x_sl05
multi_bar_confirm__long__15pct_05x_sl07,multi_bar_confirm,long,15pct_05x_sl07,0.15,5,0.07,5.250000000000001,4256,0.47603383458646614,0.8995408706608908,0.8335409627728669,0.8988849674821956,0.9730738917723994,-855.8366380556035,-779.9404449259636,-755.8366380556037,0.027861543084010412,-0.03673971982569075,-4.120352865171897,-0.0014811924751115392,-6.30395517407471,45.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__15pct_05x_sl07
price_accel_atr__short__20pct_05x_sl05,price_accel_atr,short,20pct_05x_sl05,0.2,5,0.05,5.0,4183,0.4941429595983744,0.933357339030622,0.8686655155441646,0.9356771114050414,1.008218765089834,-903.8488131928616,-811.1765316429555,-803.8488131928616,0.02723084122589705,-0.03352142131509606,-3.359651896839397,-0.0009607669452375367,-4.018888131928616,39.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__short__20pct_05x_sl05
price_accel_atr__long__10pct_07x_sl05,price_accel_atr,long,10pct_07x_sl05,0.1,7,0.05,3.5000000000000004,4852,0.4579554822753504,0.8780157725600465,0.8183167159657143,0.879102711011998,0.94254704458735,-1036.6005776156833,-1031.27298251978,-936.6005776156833,0.029109160526729714,-0.03278448347602023,-5.0643248217527805,-0.0018520568178532662,-8.986179680224048,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__long__10pct_07x_sl05
price_accel_atr__long__15pct_05x_sl05,price_accel_atr,long,15pct_05x_sl05,0.15,5,0.05,3.7500000000000004,4852,0.4579554822753504,0.8780157725600465,0.8183167159657143,0.879102711011998,0.94254704458735,-1110.6434760168036,-1093.994472140221,-1010.6434760168036,0.029109160526729714,-0.03278448347602023,-5.0643248217527805,-0.0018520568178532662,-8.986179680224048,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__long__15pct_05x_sl05
multi_bar_confirm__long__10pct_07x_sl05,multi_bar_confirm,long,10pct_07x_sl05,0.1,7,0.05,3.5000000000000004,4490,0.4610244988864143,0.8367382408579894,0.7837624667154811,0.8364874985904401,0.894818470564171,-1161.4239115113894,-1220.7943300587722,-1061.4239115113894,0.027739523178443942,-0.03288192771625653,-6.360199521034103,-0.002495271751547533,-11.203770164448422,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__10pct_07x_sl05
multi_bar_confirm__long__15pct_05x_sl05,multi_bar_confirm,long,15pct_05x_sl05,0.15,5,0.05,3.7500000000000004,4490,0.4610244988864143,0.8367382408579894,0.7837624667154811,0.8364874985904401,0.894818470564171,-1244.3827623336315,-1303.3981779234516,-1144.3827623336315,0.027739523178443942,-0.03288192771625653,-6.360199521034103,-0.002495271751547533,-11.203770164448422,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__15pct_05x_sl05
price_accel_atr__long__20pct_05x_sl05,price_accel_atr,long,20pct_05x_sl05,0.2,5,0.05,5.0,4852,0.4579554822753504,0.8780157725600465,0.8183167159657143,0.879102711011998,0.94254704458735,-1480.8579680224047,-1389.8491445746736,-1380.8579680224047,0.029109160526729714,-0.03278448347602023,-5.0643248217527805,-0.0018520568178532662,-8.986179680224048,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__price_accel_atr__long__20pct_05x_sl05
multi_bar_confirm__long__20pct_05x_sl05,multi_bar_confirm,long,20pct_05x_sl05,0.2,5,0.05,5.0,4490,0.4610244988864143,0.8367382408579894,0.7837624667154811,0.8364874985904401,0.894818470564171,-1659.177016444842,-1707.8606735496262,-1559.1770164448421,0.027739523178443942,-0.03288192771625653,-6.360199521034103,-0.002495271751547533,-11.203770164448422,36.0,backtest_bigmover_sizing_sweep_v1_cd7102c0_20260424T034201Z__multi_bar_confirm__long__20pct_05x_sl05
