direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,peak_pnl_pct,exit_reason,entry_regime,notional_usd,pnl_pct_net,pnl_usd
long,-0.006559869671463514,30,FLOKIUSDT,1698634800,1698661800,3.683e-05,3.65884e-05,0.024165082812924246,trail_stop,bull,50.0,-0.007759869671463514,-0.3879934835731757
long,-0.055000000000000125,10,HIGHUSDT,1698635700,1698644700,1.416,1.3381199999999998,0.0,stop_loss,bull,50.0,-0.056200000000000125,-2.8100000000000063
long,0.014090909090909175,91,NEARUSDT,1698655500,1698737400,1.276,1.2939800000000001,0.0454545454545455,trail_stop,bull,50.0,0.012890909090909175,0.6445454545454588
long,0.004488888888888849,1,SOLUSDT,1698655500,1698656400,33.75,33.9015,0.03555555555555564,trail_stop,bull,50.0,0.003288888888888849,0.16444444444444245
long,-0.009791666666666667,91,AVAXUSDT,1698657300,1698739200,11.52,11.4072,0.020833333333333353,trail_stop,bull,50.0,-0.010991666666666667,-0.5495833333333333
long,0.010627985190628299,1,APTUSDT,1698711300,1698712200,7.0766,7.15181,0.04188452081508072,trail_stop,bull,50.0,0.0094279851906283,0.471399259531415
long,0.016222667479745666,23,LINKUSDT,1698713100,1698733800,11.479,11.66522,0.04765223451520173,trail_stop,bull,50.0,0.015022667479745667,0.7511333739872833
long,-0.05500000000000003,29,SUIUSDT,1698713100,1698739200,0.471,0.44509499999999996,0.005944798301486252,stop_loss,bull,50.0,-0.05620000000000003,-2.8100000000000014
long,0.03881489535199775,88,SOLUSDT,1698746400,1698825600,36.79,38.217999999999996,0.07094319108453383,trail_stop,bull,50.0,0.03761489535199775,1.8807447675998876
long,-0.05500000000000002,18,SEIUSDT,1698748200,1698764400,0.1161,0.10971449999999999,0.0068906115417744105,stop_loss,bull,50.0,-0.05620000000000002,-2.810000000000001
long,-0.008027981345769564,7,XRPUSDT,1698750000,1698756300,0.6004,0.59558,0.022651565622917962,trail_stop,bull,50.0,-0.009227981345769564,-0.4613990672884782
long,-0.003697617091207937,5,XLMUSDT,1698751800,1698756300,0.1217,0.12125,0.027115858668857826,trail_stop,bull,50.0,-0.004897617091207937,-0.24488085456039685
long,0.04177311625965332,77,ARBUSDT,1698799500,1698868800,0.9582,0.9982269999999999,0.07399290336046739,trail_stop,bull,50.0,0.04057311625965332,2.0286558129826657
long,0.008300927310798683,50,CHZUSDT,1698821100,1698866100,0.06686,0.067415,0.03948549207298838,trail_stop,bull,50.0,0.007100927310798684,0.3550463655399342
long,0.02480225988700568,5,NEARUSDT,1698844500,1698849000,1.416,1.45112,0.05649717514124299,trail_stop,bull,50.0,0.02360225988700568,1.1801129943502842
long,0.004676215695714895,4,AAVEUSDT,1698846300,1698849900,83.08,83.46849999999999,0.035748675974963874,trail_stop,bull,50.0,0.003476215695714895,0.17381078478574474
long,0.0204800358905338,2,SOLUSDT,1698861600,1698863400,44.58,45.492999999999995,0.05204127411395245,trail_stop,bull,50.0,0.0192800358905338,0.96400179452669
long,0.06133391455972101,42,AVAXUSDT,1698862500,1698900300,11.47,12.1735,0.09415867480383609,trail_stop,bull,50.0,0.06013391455972101,3.0066957279860507
long,0.01621534320323008,38,FETUSDT,1698862500,1698896700,0.3715,0.37752399999999997,0.04764468371467024,trail_stop,bull,50.0,0.015015343203230079,0.7507671601615039
long,0.01654620853080574,41,CRVUSDT,1698865200,1698902100,0.5064,0.514779,0.04798578199052131,trail_stop,bull,50.0,0.01534620853080574,0.767310426540287
long,-0.05499999999999995,39,FLOKIUSDT,1698867000,1698902100,3.37e-05,3.18465e-05,0.0,stop_loss,bull,50.0,-0.05619999999999995,-2.8099999999999974
long,-0.009232587237592115,3,CHZUSDT,1698923700,1698926400,0.07193,0.0712659,0.021409703878771023,trail_stop,bull,50.0,-0.010432587237592114,-0.5216293618796057
long,-0.05500000000000008,53,SEIUSDT,1698926400,1698974100,0.1142,0.10791899999999999,0.0061295971978984785,stop_loss,bull,50.0,-0.056200000000000076,-2.8100000000000036
long,-0.055000000000000084,14,HBARUSDT,1698929100,1698941700,0.0566,0.05348699999999999,0.0,stop_loss,bull,50.0,-0.05620000000000008,-2.810000000000004
long,0.0,192,LTCUSDT,1698931800,1699104600,70.05,70.05,0.003711634546752393,timeout,bull,50.0,-0.0012,-0.06
