direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,exit_reason,notional_usd,pnl_pct_net,pnl_usd
short,0.01150890346766621,50,HIGHUSDT,1680686100,1680731100,2.134,2.10944,trail_stop,75.0,0.01030890346766621,0.7731677600749658
short,0.0,192,APTUSDT,1680741900,1680914700,11.3699,11.3699,timeout,75.0,-0.0012,-0.09
short,-0.07499999999999997,184,CHZUSDT,1680768000,1680933600,0.1254,0.134805,stop_loss,75.0,-0.07619999999999998,-5.714999999999998
short,0.02217396209386276,40,DOGEUSDT,1680777900,1680813900,0.08864,0.0866745,trail_stop,75.0,0.02097396209386276,1.573047157039707
short,-0.0025739644970414212,103,HIGHUSDT,1680777900,1680870600,2.028,2.03322,trail_stop,75.0,-0.0037739644970414214,-0.2830473372781066
short,-0.07499999999999984,88,CHZUSDT,1680854400,1680933600,0.1252,0.13459,stop_loss,75.0,-0.07619999999999985,-5.714999999999989
short,0.013303303303303479,149,CHZUSDT,1681022700,1681156800,0.1332,0.131428,trail_stop,75.0,0.012103303303303479,0.9077477477477609
short,-0.07499999999999996,161,FETUSDT,1681024500,1681169400,0.3293,0.35399749999999996,stop_loss,75.0,-0.07619999999999996,-5.714999999999997
short,-0.07499999999999996,113,FILUSDT,1681050600,1681152300,5.652,6.0759,stop_loss,75.0,-0.07619999999999996,-5.714999999999997
short,0.00734921660757011,2,APTUSDT,1681263900,1681265700,11.4502,11.366050000000001,trail_stop,75.0,0.00614921660757011,0.46119124556775826
short,0.0024434741930455263,11,TRXUSDT,1681264800,1681274700,0.06413,0.0639733,trail_stop,75.0,0.0012434741930455265,0.09326056447841448
short,-0.07500000000000002,119,ARBUSDT,1681265700,1681372800,1.1728,1.26076,stop_loss,75.0,-0.07620000000000003,-5.7150000000000025
short,0.0,192,CHZUSDT,1681265700,1681438500,0.1282,0.1282,timeout,75.0,-0.0012,-0.09
short,-0.007225825471698057,21,FETUSDT,1681265700,1681284600,0.3392,0.341651,trail_stop,75.0,-0.008425825471698057,-0.6319369103773542
short,-0.07499999999999986,44,NEARUSDT,1681265700,1681305300,1.996,2.1456999999999997,stop_loss,75.0,-0.07619999999999987,-5.71499999999999
short,-0.0749999999999999,105,ZECUSDT,1681281000,1681375500,38.6,41.495,stop_loss,75.0,-0.0761999999999999,-5.714999999999993
short,-0.07500000000000002,118,CRVUSDT,1681290900,1681397100,0.992,1.0664,stop_loss,75.0,-0.07620000000000003,-5.7150000000000025
short,-0.0056894615236506565,17,APTUSDT,1681477200,1681492500,12.4648,12.535718000000001,trail_stop,75.0,-0.006889461523650656,-0.5167096142737992
short,0.0,192,XRPUSDT,1681485300,1681658100,0.5174,0.5174,timeout,75.0,-0.0012,-0.09
short,-0.07499999999999997,84,ARBUSDT,1681607700,1681683300,1.5974,1.7172049999999999,stop_loss,75.0,-0.07619999999999998,-5.714999999999998
short,0.006095118898623391,123,AAVEUSDT,1681780500,1681891200,79.9,79.413,trail_stop,75.0,0.004895118898623391,0.36713391739675433
short,0.011456431535269838,123,SOLUSDT,1681780500,1681891200,24.1,23.8239,trail_stop,75.0,0.010256431535269839,0.769232365145238
short,0.0023717795801526105,12,ARBUSDT,1681839000,1681849800,1.6768,1.6728230000000002,trail_stop,75.0,0.0011717795801526106,0.0878834685114458
short,0.08979666531110214,36,HIGHUSDT,1681858800,1681891200,2.459,2.23819,trail_stop,75.0,0.08859666531110214,6.64474989833266
short,0.020767772511848432,6,CRVUSDT,1681885800,1681891200,1.055,1.0330899999999998,trail_stop,75.0,0.019567772511848432,1.4675829383886325
short,0.04375959079283902,69,AAVEUSDT,1681892100,1681954200,78.2,74.77799999999999,trail_stop,75.0,0.04255959079283902,3.1919693094629262
short,-0.005569259962049508,23,ADAUSDT,1681892100,1681912800,0.4216,0.42394800000000005,trail_stop,75.0,-0.0067692599620495075,-0.5076944971537131
short,0.03649265206322013,55,APTUSDT,1681892100,1681941600,11.9013,11.46699,trail_stop,75.0,0.03529265206322013,2.64694890474151
short,0.02334661354581664,7,AVAXUSDT,1681892100,1681898400,20.08,19.6112,trail_stop,75.0,0.02214661354581664,1.660996015936248
short,0.03014938886373921,69,DOTUSDT,1681892100,1681954200,6.627,6.4272,trail_stop,75.0,0.02894938886373921,2.1712041647804408
short,0.0003493951476651353,65,ARBUSDT,1681947000,1682005500,1.4797,1.479183,trail_stop,75.0,-0.0008506048523348646,-0.06379536392511484
short,0.07161185983827503,107,AVAXUSDT,1682007300,1682103600,18.55,17.2216,trail_stop,75.0,0.07041185983827503,5.280889487870627
short,-0.00738465814341291,14,FETUSDT,1682007300,1682019900,0.3598,0.362457,trail_stop,75.0,-0.00858465814341291,-0.6438493607559682
short,0.03811231152795928,50,DOGEUSDT,1682058600,1682103600,0.08423,0.08101979999999999,trail_stop,75.0,0.036912311527959284,2.7684233645969463
short,0.018262662926909742,127,DOTUSDT,1682059500,1682173800,6.061,5.95031,trail_stop,75.0,0.017062662926909743,1.2796997195182307
short,0.025338818973862517,49,GALAUSDT,1682059500,1682103600,0.04132,0.040273,trail_stop,75.0,0.024138818973862518,1.8104114230396888
short,0.04091134224863805,49,HIGHUSDT,1682059500,1682103600,2.019,1.9364,trail_stop,75.0,0.03971134224863805,2.978350668647854
short,0.0,192,AAVEUSDT,1682104500,1682277300,68.7,68.7,timeout,75.0,-0.0012,-0.09
short,0.0,192,ADAUSDT,1682104500,1682277300,0.3829,0.3829,timeout,75.0,-0.0012,-0.09
short,-0.0056244061554133595,77,APTUSDT,1682104500,1682173800,10.2089,10.266319,trail_stop,75.0,-0.006824406155413359,-0.511830461656002
short,0.0031709331131296076,41,CHZUSDT,1682104500,1682141400,0.1211,0.120716,trail_stop,75.0,0.0019709331131296075,0.14781998348472056
short,0.03474625144175303,28,ARBUSDT,1682263800,1682289000,1.3872,1.3390000000000002,trail_stop,75.0,0.03354625144175303,2.515968858131477
short,0.0,192,SOLUSDT,1682276400,1682449200,21.11,21.11,timeout,75.0,-0.0012,-0.09
short,0.0,192,ZECUSDT,1682276400,1682449200,36.0,36.0,timeout,75.0,-0.0012,-0.09
short,0.0,192,XRPUSDT,1682355600,1682528400,0.4498,0.4498,timeout,75.0,-0.0012,-0.09
short,-0.07499999999999996,122,SOLUSDT,1682395200,1682505000,20.88,22.445999999999998,stop_loss,75.0,-0.07619999999999996,-5.714999999999997
short,-0.07499999999999997,35,HIGHUSDT,1682432100,1682463600,1.86,1.9995,stop_loss,75.0,-0.07619999999999998,-5.714999999999998
short,0.014847605224963659,1,AAVEUSDT,1682538300,1682539200,68.9,67.87700000000001,trail_stop,75.0,0.013647605224963659,1.0235703918722745
short,0.006297242083758856,3,ADAUSDT,1682538300,1682541000,0.3916,0.38913400000000004,trail_stop,75.0,0.005097242083758857,0.38229315628191424
short,0.029137179640958074,1,APTUSDT,1682538300,1682539200,10.0044,9.7129,trail_stop,75.0,0.027937179640958074,2.0952884730718555
short,0.015387779083431297,1,AVAXUSDT,1682538300,1682539200,17.02,16.7581,trail_stop,75.0,0.014187779083431298,1.0640834312573473
short,0.018418803418803427,1,BCHUSDT,1682538300,1682539200,117.0,114.845,trail_stop,75.0,0.017218803418803427,1.291410256410257
short,-0.0027753303964756933,2,ARBUSDT,1682539200,1682541000,1.362,1.36578,trail_stop,75.0,-0.003975330396475693,-0.298149779735677
short,0.0,192,FILUSDT,1682539200,1682712000,5.142,5.142,timeout,75.0,-0.0012,-0.09
short,0.0,192,CHZUSDT,1682540100,1682712900,0.1232,0.1232,timeout,75.0,-0.0012,-0.09
short,0.0,192,APTUSDT,1682899200,1683072000,10.3198,10.3198,timeout,75.0,-0.0012,-0.09
short,0.0009419551934826412,29,HIGHUSDT,1682903700,1682929800,1.964,1.96215,trail_stop,75.0,-0.0002580448065173587,-0.019353360488801902
short,-0.008768358670445734,163,ADAUSDT,1682905500,1683052200,0.3881,0.391503,trail_stop,75.0,-0.009968358670445734,-0.74762690028343
short,0.013650557620817794,118,ARBUSDT,1682905500,1683011700,1.345,1.32664,trail_stop,75.0,0.012450557620817794,0.9337918215613346
short,0.0,192,AVAXUSDT,1682905500,1683078300,16.8,16.8,timeout,75.0,-0.0012,-0.09
short,0.0,192,NEARUSDT,1682951400,1683124200,1.885,1.885,timeout,75.0,-0.0012,-0.09
short,-0.07499999999999996,38,FETUSDT,1683116100,1683150300,0.3014,0.324005,stop_loss,75.0,-0.07619999999999996,-5.714999999999997
short,0.0,192,HIGHUSDT,1683131400,1683304200,1.851,1.851,timeout,75.0,-0.0012,-0.09
short,0.04521991701244821,92,GALAUSDT,1683207000,1683289800,0.03615,0.0345153,trail_stop,75.0,0.04401991701244821,3.3014937759336154
short,0.062097304404996764,134,FETUSDT,1683270900,1683391500,0.3042,0.28531,trail_stop,75.0,0.060897304404996765,4.567297830374757
short,0.011060677177785699,41,APTUSDT,1683360900,1683397800,9.3742,9.270515000000001,trail_stop,75.0,0.0098606771777857,0.7395507883339274
short,0.03351759180845315,23,ARBUSDT,1683360900,1683381600,1.2989,1.2553640000000001,trail_stop,75.0,0.03231759180845315,2.4238193856339865
short,0.03087635869565213,34,FETUSDT,1683360900,1683391500,0.2944,0.28531,trail_stop,75.0,0.02967635869565213,2.2257269021739097
