pnl_pct,exit_reason,bars_held,entry_price,exit_price,direction,symbol,entry_time,btc_regime,vol_decile,period
-0.051500000000000004,stop_loss,106,0.2817,0.295785,short,1INCHUSDT,2023-10-31 15:15:00+00:00,btc_flat,2,train
0.015157564172583423,timeout,672,0.3662,0.3601,short,1INCHUSDT,2023-11-13 05:00:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,52,0.353,0.37065,short,1INCHUSDT,2023-12-13 06:45:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,272,0.4399,0.46189500000000006,short,1INCHUSDT,2024-02-16 15:00:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,63,0.6266,0.6579300000000001,short,1INCHUSDT,2024-03-12 08:00:00+00:00,btc_flat,2,train
0.1485,take_profit,262,0.6355,0.540175,short,1INCHUSDT,2024-03-14 13:45:00+00:00,btc_flat,2,train
-0.0032639795378373625,timeout,672,0.5669,0.5679,short,1INCHUSDT,2024-03-18 13:15:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,272,0.5819,0.610995,short,1INCHUSDT,2024-03-27 09:00:00+00:00,btc_flat,2,train
0.05062450592885377,timeout,672,0.4048,0.3837,short,1INCHUSDT,2024-04-30 08:45:00+00:00,btc_flat,2,train
0.05498535564853558,timeout,672,0.3824,0.3608,short,1INCHUSDT,2024-05-06 14:45:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,48,0.3795,0.398475,short,1INCHUSDT,2024-06-18 08:15:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,74,0.412,0.4326,short,1INCHUSDT,2024-07-16 06:45:00+00:00,btc_flat,2,train
0.09112522023659703,timeout,672,0.3973,0.3605,short,1INCHUSDT,2024-07-23 16:45:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,195,0.2246,0.23583,short,1INCHUSDT,2024-11-03 13:45:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,149,0.278,0.29190000000000005,short,1INCHUSDT,2024-11-14 14:30:00+00:00,btc_flat,0,train
-0.051500000000000004,stop_loss,43,0.428,0.4494,short,1INCHUSDT,2024-12-01 02:30:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,227,0.3667,0.385035,short,1INCHUSDT,2025-01-13 06:30:00+00:00,btc_flat,0,train
0.1485,take_profit,465,0.3813,0.324105,short,1INCHUSDT,2025-01-18 05:00:00+00:00,btc_flat,1,train
-0.051500000000000004,stop_loss,88,0.2938,0.30849000000000004,short,1INCHUSDT,2025-01-28 22:15:00+00:00,btc_flat,1,train
0.1485,take_profit,97,0.2958,0.25143,short,1INCHUSDT,2025-02-01 22:15:00+00:00,btc_flat,1,train
-0.051500000000000004,stop_loss,124,0.2501,0.262605,short,1INCHUSDT,2025-02-07 20:45:00+00:00,btc_flat,0,train
0.08046093450785141,timeout,672,0.2611,0.2397,short,1INCHUSDT,2025-02-21 17:30:00+00:00,btc_flat,0,train
0.08441065292096214,timeout,672,0.2037,0.1862,short,1INCHUSDT,2025-03-28 07:00:00+00:00,btc_flat,1,train
0.1485,take_profit,406,0.186,0.1581,short,1INCHUSDT,2025-04-02 22:00:00+00:00,btc_flat,2,train
0.1485,take_profit,54,0.1747,0.148495,short,1INCHUSDT,2025-04-06 17:15:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,187,0.1617,0.16978500000000002,short,1INCHUSDT,2025-04-07 19:00:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,89,0.1551,0.162855,short,1INCHUSDT,2025-04-08 19:00:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,241,0.2338,0.24549,short,1INCHUSDT,2025-05-11 07:00:00+00:00,btc_flat,1,train
-0.051500000000000004,stop_loss,112,0.2327,0.244335,short,1INCHUSDT,2025-05-12 15:00:00+00:00,btc_flat,1,train
-0.051500000000000004,stop_loss,17,0.2171,0.227955,short,1INCHUSDT,2025-05-18 19:45:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,273,0.2028,0.21294000000000002,short,1INCHUSDT,2025-05-31 00:45:00+00:00,btc_flat,2,train
0.1485,take_profit,533,0.1934,0.16438999999999998,short,1INCHUSDT,2025-06-17 00:00:00+00:00,btc_flat,2,train
0.023012534818941433,timeout,672,0.1795,0.1751,short,1INCHUSDT,2025-06-20 17:15:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,194,0.1716,0.18018,short,1INCHUSDT,2025-06-21 21:30:00+00:00,btc_flat,2,train
0.12396125461254609,timeout,672,0.2981,0.2607,short,1INCHUSDT,2025-07-23 12:45:00+00:00,btc_flat,2,train
0.1485,take_profit,169,0.2506,0.21300999999999998,short,1INCHUSDT,2025-10-09 02:45:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,479,0.1744,0.18312,short,1INCHUSDT,2025-10-21 22:15:00+00:00,btc_flat,2,train
0.1485,take_profit,553,0.172,0.1462,short,1INCHUSDT,2025-10-28 21:15:00+00:00,btc_flat,2,train
0.11336880466472316,timeout,672,0.1715,0.1518,short,1INCHUSDT,2025-12-11 01:15:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,45,0.1663,0.17461500000000002,short,1INCHUSDT,2025-12-12 16:00:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,22,0.1536,0.16127999999999998,short,1INCHUSDT,2026-01-15 18:30:00+00:00,btc_flat,1,oot
0.10372832561217753,timeout,672,0.1511,0.1352,short,1INCHUSDT,2026-01-18 23:45:00+00:00,btc_flat,2,oot
-0.051500000000000004,stop_loss,108,0.1096,0.11508,short,1INCHUSDT,2026-01-31 14:00:00+00:00,btc_flat,2,oot
-0.051500000000000004,stop_loss,509,0.0959,0.100695,short,1INCHUSDT,2026-02-09 09:30:00+00:00,btc_flat,2,oot
-0.051500000000000004,stop_loss,92,0.0912,0.09576000000000001,short,1INCHUSDT,2026-02-12 16:15:00+00:00,btc_flat,2,oot
-0.051500000000000004,stop_loss,45,75.7,79.485,short,AAVEUSDT,2023-04-12 03:15:00+00:00,btc_flat,2,train
0.1485,take_profit,129,61.63,52.3855,short,AAVEUSDT,2023-08-16 13:15:00+00:00,btc_flat,1,train
-0.051500000000000004,stop_loss,6,92.77,97.4085,short,AAVEUSDT,2023-11-16 15:30:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,105,96.87,101.71350000000001,short,AAVEUSDT,2023-12-23 03:45:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,558,102.83,107.9715,short,AAVEUSDT,2024-01-05 02:15:00+00:00,btc_flat,2,train
-0.051500000000000004,stop_loss,459,101.54,106.617,short,AAVEUSDT,2024-01-06 02:15:00+00:00,btc_flat,1,train
