regime,trades,wr,pf,pf_p5,avg_pnl_pct,total_pnl_pct,total_pnl_usd,max_drawdown_pct
bull,2103,0.6528768426058013,2.6284008714167117,2.3442895537972315,0.012884413037215775,27.095920617264774,1228.6160308632386,-4.938194971370442
bear,938,0.579957356076759,2.0245441913428,1.7122640642994524,0.009744190203157727,9.140050410561948,400.72252052809745,-10.180525715854854
sideways,2291,0.5844609340899171,2.00051074700533,1.8075592494053785,0.009041218540771244,20.713431676906918,898.2115838453458,-8.589681487022565
