direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,exit_reason,notional_usd,pnl_pct_net,pnl_usd
long,-0.00939370445030235,115,DOTUSDT,1680599700,1680703200,6.449,6.38842,trail_stop,100.0,-0.01059370445030235,-1.059370445030235
long,0.011832884097035042,130,ZECUSDT,1680601500,1680718500,37.1,37.539,trail_stop,100.0,0.010632884097035042,1.0632884097035042
long,0.0,192,ADAUSDT,1680607800,1680780600,0.3968,0.3968,timeout,100.0,-0.0012,-0.12
long,0.06689691817215723,99,CRVUSDT,1680607800,1680696900,0.941,1.00395,trail_stop,100.0,0.06569691817215723,6.569691817215722
long,0.010845226793673203,110,ETHUSDT,1680607800,1680706800,1864.47,1884.6906,trail_stop,100.0,0.009645226793673203,0.9645226793673203
long,0.0,192,CRVUSDT,1680699600,1680872400,1.01,1.01,timeout,100.0,-0.0012,-0.12
long,-0.0550000000000001,39,CHZUSDT,1680732000,1680767100,0.1322,0.124929,stop_loss,100.0,-0.0562000000000001,-5.62000000000001
long,-0.005535105657805131,26,FILUSDT,1680878700,1680902100,5.868,5.83552,trail_stop,100.0,-0.006735105657805131,-0.673510565780513
long,0.04090429540316494,51,CHZUSDT,1680915600,1680961500,0.1327,0.138128,trail_stop,100.0,0.03970429540316494,3.970429540316494
long,-0.00663225172074708,11,HIGHUSDT,1681079400,1681089300,2.034,2.0205100000000003,trail_stop,100.0,-0.00783225172074708,-0.783225172074708
long,-0.0009000000000000341,129,ZECUSDT,1681079400,1681195500,40.0,39.964,trail_stop,100.0,-0.002100000000000034,-0.2100000000000034
long,0.00677498769079271,181,NEARUSDT,1681080300,1681243200,2.031,2.04476,trail_stop,100.0,0.00557498769079271,0.557498769079271
long,-0.0009571335078534976,78,ARBUSDT,1681147800,1681218000,1.2224,1.2212299999999998,trail_stop,100.0,-0.0021571335078534974,-0.21571335078534976
long,0.014039202546490215,34,FILUSDT,1681151400,1681182000,5.969,6.0528,trail_stop,100.0,0.012839202546490215,1.2839202546490216
