regime,trades,wr,pf,pf_p5,avg_pnl_pct,total_pnl_pct,total_pnl_usd,max_drawdown_pct
bull,2139,0.6563814866760168,2.711845577214108,2.4295330942620637,0.013300971136194948,28.450777260320994,1294.1988630160495,-5.003606916916605
bear,863,0.6152954808806489,1.9461159170288131,1.637684422456146,0.009533355166090572,8.227285508336164,359.58427541680817,-34.89229771257327
sideways,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
