direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,peak_pnl_pct,exit_reason,ml_prob,kelly_fraction,notional_usd,pnl_pct_net,pnl_usd
short,0.0,192,AAVEUSDT,1769878800,1770051600,129.21,129.21,0.10486804426901951,timeout,0.7683081917589749,0.1,50.0,-0.0012,-0.06
short,0.0,192,DOTUSDT,1769878800,1770051600,1.552,1.552,0.09858247422680413,timeout,0.7666567474649902,0.1,50.0,-0.0012,-0.06
short,0.0,192,GALAUSDT,1769878800,1770051600,0.0049,0.0049,0.11428571428571424,timeout,0.841016888098576,0.1,50.0,-0.0012,-0.06
short,0.0,192,HIGHUSDT,1769878800,1770051600,0.173,0.173,0.11560693641618493,timeout,0.8206604694875351,0.1,50.0,-0.0012,-0.06
short,-0.05499999999999989,45,ADAUSDT,1770002100,1770042600,0.284,0.29961999999999994,0.02922535211267597,stop_loss,0.7810957162709,0.1,50.0,-0.05619999999999989,-2.8099999999999943
short,0.14999999999999994,57,XRPUSDT,1770254100,1770305400,1.4944,1.27024,0.15109743040685225,take_profit,0.7533856168722677,0.1,50.0,0.14879999999999993,7.439999999999997
short,0.15000000000000005,47,ZECUSDT,1770293700,1770336000,237.4,201.79,0.18365627632687445,take_profit,0.8529363286447055,0.1,50.0,0.14880000000000004,7.440000000000002
short,0.14999999999999997,38,SEIUSDT,1770301800,1770336000,0.0801,0.068085,0.1523096129837703,take_profit,0.7796274098836944,0.1,50.0,0.14879999999999996,7.439999999999998
short,0.15000000000000008,36,ADAUSDT,1770303600,1770336000,0.2719,0.23111499999999996,0.1677087164398675,take_profit,0.8076545384944892,0.1,50.0,0.14880000000000007,7.440000000000004
short,0.15000000000000002,36,CRVUSDT,1770303600,1770336000,0.2598,0.22082999999999997,0.19168591224018472,take_profit,0.885214996120624,0.1,50.0,0.14880000000000002,7.44
short,-0.05500000000000002,52,SOLUSDT,1770336000,1770382800,78.34,82.6487,0.1383712024508553,stop_loss,0.987890824866354,0.1,50.0,-0.05620000000000002,-2.810000000000001
short,0.0,192,WIFUSDT,1772117100,1772289900,0.212,0.212,0.13679245283018868,timeout,0.7564592394227394,0.1,50.0,-0.0012,-0.06
short,0.0,192,WIFUSDT,1772881200,1773054000,0.184,0.184,0.05978260869565223,timeout,0.7666741023971599,0.1,50.0,-0.0012,-0.06
short,0.0,192,WIFUSDT,1773149400,1773322200,0.172,0.172,0.06395348837209293,timeout,0.7582993357754461,0.1,50.0,-0.0012,-0.06
short,0.0,192,WIFUSDT,1773837000,1774009800,0.181,0.181,0.060773480662983326,timeout,0.7768988780782451,0.1,50.0,-0.0012,-0.06
short,-0.05499999999999991,68,CHZUSDT,1774782000,1774843200,0.0398,0.041989,0.030150753768844213,stop_loss,0.7502360330435002,0.1,50.0,-0.05619999999999991,-2.8099999999999956
