month,trades,wr,pf,avg_pnl_pct,total_pnl_usd,equity_end,month_return_pct,drawdown_in_month_pct,avg_notional_usd
2023-04,55,0.6545454545454545,4.107833568485203,0.015418772378071632,70.75208408474694,178.40415592479184,78.40415592479184,-8.149689392870323,90.11723253341538
2023-05,73,0.684931506849315,6.136493993458924,0.014033131939097828,162.74241048488065,336.86988429294905,88.82401172031,-6.003583708860765,201.8842373594768
2023-06,99,0.7070707070707071,5.748760781146865,0.02194343303388928,892.3168430504979,1225.8113376201252,263.8827318128961,-16.41784762615478,531.3088317297918
2023-07,83,0.6385542168674698,3.491806906661842,0.008676102753808547,683.1533608987921,1908.9646985189165,55.73070993331751,-11.60814810731354,1124.8141572288132
2023-08,81,0.6172839506172839,2.8029945318453366,0.014695147466922716,1625.460298637444,3643.3777682371187,90.85621494540254,-28.574999999999967,2040.6043295519034
2023-09,53,0.5094339622641509,3.588165197208614,0.009812022889663832,1333.901652711791,4868.326649868153,33.6212426916064,-5.987895291666665,3388.8760803978134
2023-10,66,0.6666666666666666,3.5287416630560364,0.010969710152737793,2784.1619431740205,7756.610515743933,59.32806226044841,-6.949662272499191,5029.402415351986
2023-11,101,0.5841584158415841,2.3199506921538666,0.007352616577542188,4089.7381495351497,11069.945405082995,42.71627256020965,-14.01625164533863,6975.569067500364
2023-12,86,0.5813953488372093,1.4342201635354401,0.00421113562415109,1791.7202362608443,13533.946978838168,22.25847990744178,-17.044412692698035,8906.94580160523
2024-01,113,0.7345132743362832,4.452101141168649,0.02008793705525758,37202.47528191718,50429.30555509445,272.6134411044042,-18.19394666200668,20147.436237095117
2024-02,68,0.6764705882352942,2.3310545917772227,0.010095689632574109,25318.357928490866,76054.78018924624,50.81464904599121,-20.475805339847742,43567.85257891555
2024-03,121,0.7107438016528925,2.29032559788037,0.009100100354065268,65001.77814731346,141056.55833655965,85.46705149310829,-23.57081271906406,66513.22460189453
