month,regime,direction,trades,wr,pf,avg_pnl_pct,total_pnl_pct,total_pnl_usd,max_drawdown_pct
2023-10,bull,long,12,0.5,7.513541877501354,0.015602642248903073,0.1872317069868369,8.641585349341845,-0.5221085421304639
2023-11,bull,long,183,0.7049180327868853,4.703471042293563,0.016570921400627617,3.032478616314854,140.64393081574266,-4.16965565615662
2023-12,bull,long,207,0.6521739130434783,2.8432560324264693,0.012631596510123355,2.6147404775955345,118.31702387977671,-9.567309767497925
2024-01,bull,long,99,0.6464646464646465,2.290765699666879,0.012696319139974516,1.256935594857477,56.90677974287384,-9.835147066958392
2024-02,bull,long,151,0.6754966887417219,4.003040788738893,0.01784857017239881,2.6951340960322208,125.69670480161106,-5.6677045212154535
2024-03,bull,long,239,0.694560669456067,2.5369301801297026,0.013889585261355685,3.3196108774640085,151.64054387320044,-5.3080688982986475
2024-04,bull,long,49,0.5306122448979592,1.0342481328427506,0.00045232234433566644,0.022163794872447656,-1.8318102563776157,-13.32229104142582
2024-05,bull,long,92,0.6413043478260869,3.735081443939176,0.014987201083678315,1.3788224996984049,63.42112498492025,-5.64623072508097
2024-06,bull,long,62,0.5967741935483871,2.126402149455718,0.008307479080181037,0.5150637029712243,22.033185148561213,-5.9179383835181305
2024-07,bull,long,76,0.6447368421052632,1.430398590837909,0.005497180654143979,0.41778572971494243,16.329286485747115,-10.418445762898935
2024-08,bear,short,74,0.5945945945945946,0.8767290441847821,-0.002147028456509631,-0.1588801057817127,-12.384005289085634,-34.89229771257327
2024-08,bull,long,1,0.0,0.0,-0.05500000000000008,-0.05500000000000008,-2.8100000000000036,0.0
2024-09,bear,short,50,0.54,4.565129026011223,0.008914400033805066,0.4457200016902533,19.28600008451267,-3.101541467112048
2024-10,bear,short,12,0.8333333333333334,4.104076994352617,0.014453416555466675,0.1734409986656001,7.952049933280001,-2.5369700196887424
2024-10,bull,long,18,0.6111111111111112,1.3566980056608753,0.003526172698745076,0.06347110857741137,2.0935554288705696,-7.161326258758129
2024-11,bull,long,236,0.7415254237288136,4.518800994826162,0.020962607700435634,4.94717541730281,233.19877086514046,-11.591856200960917
2024-12,bull,long,163,0.7055214723926381,2.301949517617424,0.011806498799113945,1.924459304255573,86.44296521277863,-10.626102490923284
2025-01,bull,long,127,0.5826771653543307,1.564103095288955,0.006109451476439383,0.7759003375078016,31.175016875390067,-22.354439272498844
2025-02,bull,long,7,0.7142857142857143,5.952409159525008,0.039618373165484166,0.27732861215838917,13.446430607919458,-0.11311491590539469
2025-04,bear,short,50,0.7,1.7144784636034822,0.006665987978192218,0.3332993989096109,13.664969945480545,-8.827695963706592
2025-05,bull,long,38,0.5263157894736842,2.196284927624422,0.01034433449898287,0.3930847109613491,17.374235548067457,-5.664214031061029
2025-06,bull,long,94,0.4574468085106383,1.4951927879436162,0.004414440657069649,0.414957421764547,15.10787108822735,-13.07194964912628
2025-07,bull,long,132,0.6590909090909091,2.535679340307322,0.011911652096826965,1.5723380767811594,70.69690383905797,-6.946478868838453
2025-08,bull,long,64,0.703125,3.9884705267321117,0.020792553713939246,1.3307234376921118,62.69617188460558,-6.538060526835557
2025-09,bull,long,37,0.5135135135135135,2.652275003920819,0.010098713100815124,0.3736523847301596,16.46261923650798,-2.97042434990466
2025-10,bull,long,54,0.7222222222222222,4.445103921815367,0.021252365880690856,1.1476277575573062,54.14138787786529,-8.39487037725624
2025-11,bear,short,71,0.704225352112676,2.468173364176839,0.01346644616041247,0.9561176773892853,43.545883869464255,-12.624034704373924
2025-12,bear,short,98,0.5612244897959183,2.7015234674035833,0.009631034134337052,0.9438413451650312,41.31206725825155,-4.412600557206598
2026-01,bear,short,84,0.7142857142857143,3.2331662448475766,0.01855813431505779,1.5588832824648542,72.9041641232427,-7.509318621703463
2026-02,bear,short,234,0.6111111111111112,1.979121113376395,0.010738685239816215,2.5128523461169943,111.60261730584972,-9.203451712235452
2026-03,bear,short,165,0.5575757575757576,1.6797748246108053,0.007756683436987366,1.2798527671029154,54.09263835514578,-15.194108304912282
2026-04,bear,short,32,0.53125,1.3204808354600992,0.005768147254742119,0.18458071215174782,7.309035607587391,-11.593570141462175
