regime,trades,wr,pf,pf_p5,avg_pnl_pct,total_pnl_pct,total_pnl_usd,max_drawdown_pct
bull,2141,0.6567024754787483,2.721166210754637,2.4566496708097314,0.013360899423538799,28.605685665796567,1301.8242832898284,-4.930518130908661
bear,870,0.6126436781609196,1.9282954070251266,1.6355435315228788,0.009459434969970782,8.22970842387458,359.285421193729,-34.89229771257327
sideways,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
