pnl_pct,exit_reason,bars_held,entry_price,exit_price,direction,symbol,entry_time,proba,period,predictor_on
0.08957806691449821,timeout,672,0.538,0.489,short,1INCHUSDT,2023-04-19 08:00:00+00:00,0.4110634300657795,train,False
0.0127857142857143,timeout,672,0.49,0.483,short,1INCHUSDT,2023-04-21 19:00:00+00:00,0.4909531155928668,train,False
-0.051500000000000004,stop_loss,260,0.476,0.4998,short,1INCHUSDT,2023-04-26 19:30:00+00:00,0.2924202757300224,train,False
0.015087677725118499,timeout,672,0.422,0.415,short,1INCHUSDT,2023-05-08 01:30:00+00:00,0.3984097223739747,train,False
0.1485,take_profit,434,0.328,0.2788,short,1INCHUSDT,2023-06-05 15:45:00+00:00,0.4424848788067859,train,False
-0.051500000000000004,stop_loss,59,0.31,0.3255,short,1INCHUSDT,2023-06-07 21:45:00+00:00,0.38639468741267224,train,False
-0.051500000000000004,stop_loss,1,0.25,0.2625,short,1INCHUSDT,2023-06-10 04:15:00+00:00,0.43329312039783785,train,False
-0.051500000000000004,stop_loss,120,0.262,0.2751,short,1INCHUSDT,2023-06-12 02:45:00+00:00,0.6005633252584104,train,True
-0.051500000000000004,stop_loss,108,0.263,0.27615,short,1INCHUSDT,2023-06-13 15:45:00+00:00,0.5290199188489482,train,True
-0.051500000000000004,stop_loss,192,0.264,0.2772,short,1INCHUSDT,2023-06-14 20:30:00+00:00,0.525269977782189,train,True
0.03280634968402036,timeout,672,0.3323,0.3209,short,1INCHUSDT,2023-06-25 13:30:00+00:00,0.4449601951087485,train,False
-0.051500000000000004,stop_loss,487,0.3145,0.330225,short,1INCHUSDT,2023-06-26 21:45:00+00:00,0.39897832362371427,train,False
-0.051500000000000004,stop_loss,60,0.2922,0.30681,short,1INCHUSDT,2023-06-28 19:30:00+00:00,0.49595430909853644,train,False
-0.051500000000000004,stop_loss,130,0.3111,0.326655,short,1INCHUSDT,2023-06-30 13:30:00+00:00,0.4928206936090314,train,False
-0.051500000000000004,stop_loss,630,0.3132,0.32886,short,1INCHUSDT,2023-07-05 12:45:00+00:00,0.5428555836909581,train,True
-0.051500000000000004,stop_loss,527,0.3107,0.326235,short,1INCHUSDT,2023-07-06 14:00:00+00:00,0.46101408638555225,train,False
-0.051500000000000004,stop_loss,156,0.3259,0.342195,short,1INCHUSDT,2023-07-12 03:15:00+00:00,0.32507613192067186,train,False
-0.051500000000000004,stop_loss,80,0.3349,0.351645,short,1INCHUSDT,2023-07-14 18:15:00+00:00,0.48325828389725983,train,False
-0.051500000000000004,stop_loss,35,0.4133,0.43396500000000005,short,1INCHUSDT,2023-07-16 12:30:00+00:00,0.4607294220952749,train,False
-0.051500000000000004,stop_loss,3,0.4227,0.44383500000000004,short,1INCHUSDT,2023-07-17 12:30:00+00:00,0.42842441290224853,train,False
0.1485,take_profit,564,0.3689,0.313565,short,1INCHUSDT,2023-07-18 12:30:00+00:00,0.5153996757240252,train,False
0.1485,take_profit,467,0.3395,0.288575,short,1INCHUSDT,2023-07-19 13:00:00+00:00,0.4058202533062938,train,False
-0.051500000000000004,stop_loss,98,0.3226,0.33873000000000003,short,1INCHUSDT,2023-07-20 14:30:00+00:00,0.46184510498216436,train,False
-0.051500000000000004,stop_loss,508,0.2996,0.31457999999999997,short,1INCHUSDT,2023-07-24 09:45:00+00:00,0.48813720335970684,train,False
0.1485,take_profit,202,0.2851,0.24233500000000002,short,1INCHUSDT,2023-08-15 19:00:00+00:00,0.3552765301940117,train,False
0.1485,take_profit,98,0.2599,0.220915,short,1INCHUSDT,2023-08-16 21:00:00+00:00,0.6272125028641284,train,True
-0.051500000000000004,stop_loss,1,0.2076,0.21798,short,1INCHUSDT,2023-08-17 21:30:00+00:00,0.080215211496063,train,False
-0.013394995898277333,timeout,672,0.2438,0.2467,short,1INCHUSDT,2023-08-31 21:00:00+00:00,0.25504791603238186,train,False
-0.051500000000000004,stop_loss,250,0.2253,0.236565,short,1INCHUSDT,2023-09-11 10:15:00+00:00,0.6024369425930409,train,True
0.00978243700639339,timeout,672,0.2659,0.2629,short,1INCHUSDT,2023-09-21 09:00:00+00:00,0.4478773100298426,train,False
-0.051500000000000004,stop_loss,309,0.2581,0.271005,short,1INCHUSDT,2023-09-27 17:30:00+00:00,0.31049715739167744,train,False
0.03731552621048425,timeout,672,0.2499,0.2402,short,1INCHUSDT,2023-10-04 00:30:00+00:00,0.5392802522449534,train,True
-0.051500000000000004,stop_loss,660,0.2441,0.256305,short,1INCHUSDT,2023-10-09 16:30:00+00:00,0.4903143833960961,train,False
-0.051500000000000004,stop_loss,388,0.259,0.27195,short,1INCHUSDT,2023-10-19 00:30:00+00:00,0.4424243742037518,train,False
-0.051500000000000004,stop_loss,96,0.2769,0.290745,short,1INCHUSDT,2023-10-24 15:30:00+00:00,0.4125056101707256,train,False
-0.051500000000000004,stop_loss,264,0.2801,0.294105,short,1INCHUSDT,2023-10-26 14:30:00+00:00,0.5356714985152523,train,True
-0.051500000000000004,stop_loss,106,0.2817,0.295785,short,1INCHUSDT,2023-10-31 15:15:00+00:00,0.6025214803479577,train,True
-0.051500000000000004,stop_loss,273,0.3087,0.324135,short,1INCHUSDT,2023-11-02 05:15:00+00:00,0.4523706483594142,train,False
-0.051500000000000004,stop_loss,101,0.3322,0.34881,short,1INCHUSDT,2023-11-05 11:00:00+00:00,0.4341308146404701,train,False
-0.051500000000000004,stop_loss,114,0.3406,0.35763,short,1INCHUSDT,2023-11-07 02:45:00+00:00,0.5625474649363186,train,True
0.1485,take_profit,128,0.3778,0.32113,short,1INCHUSDT,2023-11-08 08:00:00+00:00,0.42711429208147966,train,False
-0.051500000000000004,stop_loss,29,0.3529,0.370545,short,1INCHUSDT,2023-11-09 16:00:00+00:00,0.5349697933734906,train,True
-0.051500000000000004,stop_loss,25,0.3678,0.38619000000000003,short,1INCHUSDT,2023-11-11 04:15:00+00:00,0.5657567814230257,train,True
0.015157564172583423,timeout,672,0.3662,0.3601,short,1INCHUSDT,2023-11-13 05:00:00+00:00,0.525051291312473,train,True
