direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,peak_pnl_pct,exit_reason,ml_prob,kelly_fraction,notional_usd,pnl_pct_net,pnl_usd
short,0.0,192,CRVUSDT,1769878800,1770051600,0.2924,0.2924,0.1080711354309166,timeout,0.8873444227774051,0.1,50.0,-0.0012,-0.06
short,0.0,192,ORDIUSDT,1769878800,1770051600,3.127,3.127,0.13047649504317235,timeout,0.9417698393346002,0.1,50.0,-0.0012,-0.06
short,0.0,192,ARBUSDT,1769884200,1770057000,0.1358,0.1358,0.053019145802651046,timeout,0.8722164419486597,0.1,50.0,-0.0012,-0.06
short,-0.05499999999999986,61,BLURUSDT,1769884200,1769939100,0.02231,0.023537049999999997,0.03047960555804572,stop_loss,0.8829074602428788,0.1,50.0,-0.05619999999999986,-2.809999999999993
short,-0.05499999999999984,178,FLOKIUSDT,1769884200,1770044400,3.378e-05,3.563789999999999e-05,0.031083481349911145,stop_loss,0.8594588830921592,0.1,50.0,-0.05619999999999984,-2.809999999999992
short,0.0,192,CHZUSDT,1770002100,1770174900,0.04554,0.04554,0.08014931927975408,timeout,0.8638206671417247,0.1,50.0,-0.0012,-0.06
short,0.15000000000000005,47,ZECUSDT,1770293700,1770336000,237.4,201.79,0.18365627632687445,take_profit,0.8529363286447055,0.1,50.0,0.14880000000000004,7.440000000000002
short,0.15000000000000002,36,CRVUSDT,1770303600,1770336000,0.2598,0.22082999999999997,0.19168591224018472,take_profit,0.885214996120624,0.1,50.0,0.14880000000000002,7.44
short,0.15000000000000005,36,FILUSDT,1770303600,1770336000,0.998,0.8482999999999999,0.1953907815631262,take_profit,0.8669777826119139,0.1,50.0,0.14880000000000004,7.440000000000002
short,-0.055000000000000035,73,ADAUSDT,1770322500,1770388200,0.2537,0.2676535,0.13086322428064637,stop_loss,0.9541216513237359,0.1,50.0,-0.056200000000000035,-2.810000000000002
short,0.15000000000000008,16,APTUSDT,1770322500,1770336900,1.071,0.9103499999999999,0.15966386554621842,take_profit,0.9766919370353279,0.1,50.0,0.14880000000000007,7.440000000000004
short,-0.05499999999999992,52,AVAXUSDT,1770336000,1770382800,8.32,8.7776,0.09254807692307697,stop_loss,0.9847538073868419,0.1,50.0,-0.05619999999999992,-2.809999999999996
short,-0.05499999999999988,53,BCHUSDT,1770336000,1770383700,453.8,478.75899999999996,0.06787130894667256,stop_loss,0.9706087589364985,0.1,50.0,-0.05619999999999988,-2.8099999999999943
short,-0.05499999999999999,52,BLURUSDT,1770336000,1770382800,0.01887,0.01990785,0.10598834128245901,stop_loss,0.9862239714006227,0.1,50.0,-0.05619999999999999,-2.8099999999999996
short,-0.05499999999999991,1,AAVEUSDT,1770336900,1770337800,94.22,99.40209999999999,0.0,stop_loss,0.9821172502226772,0.1,50.0,-0.05619999999999991,-2.8099999999999956
short,0.0,192,BLURUSDT,1775121300,1775294100,0.02067,0.02067,0.07111756168359953,timeout,0.8601535262229462,0.1,50.0,-0.0012,-0.06
