side,pb_kind,pb_level,exit_method,tier,n_total,full_wr,full_pf,full_sum_pnl_pct,full_avg_win_pct,full_avg_loss_pct,full_3x_compd_pct,full_3x_dd_pct,full_5x_compd_pct,full_5x_dd_pct,h2_n,h2_wr,h2_pf,h2_sum_pnl_pct,q1_n,q1_wr,q1_pf,q1_sum_pnl_pct
long,pct,10.0,target_30pct,101-200,1272,59.66981132075472,1.2523821953385257,5304.83277144724,34.682316167661696,-40.97279766044442,-100.0,-100.0,-100.0,-100.0,80,31.25,0.47921402976270566,-1172.1475219470103,18,33.33333333333333,0.3573840146511974,-250.9749939803974
long,pct,10.0,target_50pct,top25,351,60.3988603988604,2.2850772628336546,5715.661580589297,47.94047084770609,-31.997972943340958,-100.0,-100.0,-100.0,-100.0,17,11.76470588235294,0.12413736795647712,-434.66426501869233,14,35.714285714285715,0.7314608332046786,-81.17091675337925
long,pct,10.0,target_50pct,26-50,459,56.644880174291934,1.8946339356883177,6264.700364966974,51.02780647910541,-35.18858954573082,-100.0,-100.0,-100.0,-100.0,24,12.5,0.15828967219604703,-682.0969276818143,9,33.33333333333333,0.5458946515525729,-68.06962388894927
long,pct,10.0,target_50pct,51-100,1231,52.802599512591385,1.4726785524967547,11111.772736404999,53.26133634559731,-40.461438706081324,-100.0,-100.0,-100.0,-100.0,68,30.88235294117647,0.5616578112977247,-961.7725564619292,33,36.36363636363637,0.8573941568314807,-95.67846425412701
long,pct,10.0,target_50pct,101-200,976,47.13114754098361,1.145214975798407,2909.2601803132425,49.8770021999769,-38.82589308464367,-100.0,-100.0,-100.0,-100.0,71,21.12676056338028,0.4055009255412133,-1390.6537459282004,17,29.411764705882355,0.4582838687507802,-200.4235588198283
long,pct,10.0,atr_trail_2,top25,1502,44.940079893475364,2.7727243311457426,5205.148021813152,12.061318873652857,-3.5504742659039032,3.33984470853634e+35,-93.38462286367647,3.95490448554706e+34,-99.81174286782225,131,39.69465648854962,1.5007172643205862,103.78078282637868,27,37.03703703703704,2.1033851134781574,91.70279241095575
long,pct,10.0,atr_trail_2,26-50,1953,44.39324116743472,2.350320467158814,5883.186144374849,11.81091990420208,-4.01186133753992,9.552323751720644e+35,-99.54239341625589,4.4375449745467663e+24,-99.99654926440071,152,29.605263157894733,0.8940980786993705,-43.11760372129563,22,40.909090909090914,1.005475311577451,0.19599193426055317
long,pct,10.0,atr_trail_2,51-100,5031,45.75631087258994,2.2527144888630586,15359.688990416522,11.998616000368695,-4.4929003453397645,7.858535571937002e+85,-99.48152785057175,3.1163464525370758e+38,-99.9999999994187,367,32.15258855585831,1.3820370567807827,360.1356168425129,80,43.75,1.9537265080033417,201.7120927716642
long,pct,10.0,atr_trail_2,101-200,3823,42.32278315459064,1.8310987182357021,7832.761655647659,10.665851687284418,-4.274188831917701,3.378724213703058e+32,-99.9997970787575,-99.99999999933294,-100.0,391,32.22506393861892,1.2672992553249374,255.5744775305251,65,38.46153846153847,1.9825381142462053,117.87863046596812
long,pct,10.0,atr_trail_3,top25,1296,44.135802469135804,2.851528804357309,5872.291192418367,15.810982004342128,-4.380649881305706,1.279492494915356e+30,-97.90293011069431,1.3192202433810485e+19,-99.99984736628875,109,38.53211009174312,1.2251669567595835,41.848098275022025,24,29.166666666666668,3.0371871913565043,206.17832966731072
long,pct,10.0,atr_trail_3,26-50,1677,45.915324985092425,2.4030257508703516,6429.137842147439,14.300617633360199,-5.052191549658121,2.562980688068633e+31,-99.55763995808779,7178366327.643338,-99.99999066063779,127,33.85826771653544,0.8537134729166301,-58.27290225974987,21,38.095238095238095,0.829277704773544,-7.445372184618593
long,pct,10.0,atr_trail_3,51-100,4230,45.76832151300236,2.2388661926077145,15288.08567681329,14.27090423208133,-5.379418010678365,6.7281781169252715e+66,-99.4367323095733,-99.99999999954593,-100.0,304,35.85526315789473,1.2980919717731787,258.04338226473664,64,48.4375,2.828496809527159,252.97622167550503
long,pct,10.0,atr_trail_3,101-200,3315,43.04675716440423,1.7288221496937197,7161.3311188882735,11.904154007406111,-5.204394411906909,1.146378642627791e+17,-99.99984373224406,-100.0,-100.0,336,36.30952380952381,1.181517327517254,162.4653884036226,56,37.5,1.478952576183175,73.07201710685793
long,pct,15.0,trend_flip,top25,236,36.440677966101696,7.807106260154348,10589.923301642293,141.2283625701858,-10.371439195957912,126.63720689322675,-99.99889742317484,-100.0,-100.0,19,47.368421052631575,0.5687677738358741,-53.30175865983763,8,0.0,0.0,-69.89817660775282
long,pct,15.0,trend_flip,26-50,325,39.38461538461539,4.822806271038675,8441.532331521465,83.20105739071985,-11.209152357820694,-99.99999999978024,-99.99999999999862,-100.0,-100.0,35,22.857142857142858,0.15881168640754856,-164.3582402333861,7,14.285714285714285,0.08141140605938318,-29.946610883677938
long,pct,15.0,trend_flip,51-100,904,33.29646017699115,3.695718978355061,21511.281493298487,97.97699421069369,-13.233488829386916,-100.0,-100.0,-100.0,-100.0,90,22.22222222222222,1.3948521799833888,244.42822499323898,22,31.818181818181817,1.1483542888886322,42.566705672551066
long,pct,15.0,trend_flip,101-200,828,30.79710144927536,1.6215591572728305,4163.183828523391,42.592755316103165,-11.689299785485021,-100.0,-100.0,-100.0,-100.0,99,24.242424242424242,0.40515350553830515,-333.13329610500085,21,33.33333333333333,0.8441077680805406,-24.978227807799126
long,pct,15.0,target_20pct,top25,462,74.67532467532467,1.8838440838573716,3874.845044198397,23.938919314193637,-37.47078734357612,-100.0,-100.0,-100.0,-100.0,25,40.0,0.38098119258609686,-370.3886755787095,17,64.70588235294117,1.000483743494911,0.12493074491328748
long,pct,15.0,target_20pct,26-50,645,73.33333333333333,1.6636929293312683,4631.347454045158,24.5443877457671,-40.57062761455047,-100.0,-100.0,-100.0,-100.0,35,45.714285714285715,0.4451040854057527,-472.49273983561625,8,37.5,0.46842562563468204,-67.99405398516042
long,pct,15.0,target_20pct,51-100,1810,70.5524861878453,1.3302107466845183,7891.799689358912,24.895130377648915,-44.83917786660178,-100.0,-100.0,-100.0,-100.0,97,50.51546391752577,0.604932580246426,-860.7741943389632,39,51.28205128205128,0.8580439787600096,-83.06823633164771
long,pct,15.0,target_20pct,101-200,1391,67.14593817397557,1.232305813260217,4522.935235074222,25.68809580150776,-42.60338346506351,-100.0,-100.0,-100.0,-100.0,90,45.55555555555556,0.6405856316027043,-699.8766233552288,20,55.00000000000001,1.0962015977921606,21.713318124533643
long,pct,15.0,target_30pct,top25,390,68.71794871794872,2.025253613582993,4455.016651563461,32.83693737435618,-35.61707020298357,-100.0,-100.0,-100.0,-100.0,17,17.647058823529413,0.1740175317466462,-448.27086470009544,15,60.0,1.175118714799109,45.22585154790645
long,pct,15.0,target_30pct,26-50,523,67.11281070745699,1.766497994156638,5203.863744867522,34.16810760891514,-39.47175596431217,-100.0,-100.0,-100.0,-100.0,24,20.833333333333336,0.20349400651925775,-630.032317793693,8,37.5,0.5455700613203202,-58.12645468463581
long,pct,15.0,target_30pct,51-100,1475,63.593220338983045,1.405138649830033,9442.164596947445,34.9127639176316,-43.40038725845623,-100.0,-100.0,-100.0,-100.0,76,40.78947368421053,0.5768859850471183,-874.9840628139948,32,43.75,0.7238581522695307,-161.54443402032462
long,pct,15.0,target_30pct,101-200,1141,58.54513584574934,1.2084817680590334,4099.892097389019,35.57689038753553,-41.57604795239897,-100.0,-100.0,-100.0,-100.0,77,33.76623376623377,0.5686327758978528,-885.5059466339741,14,42.857142857142854,0.7394155813138286,-50.73267272394772
long,pct,15.0,target_50pct,top25,306,60.45751633986928,2.111799968872766,4646.793766194463,47.70982145119657,-34.54151406840415,-100.0,-100.0,-100.0,-100.0,14,0.0,0.0,-568.9633201863779,11,45.45454545454545,0.955093191226996,-11.092215922208181
long,pct,15.0,target_50pct,26-50,403,58.06451612903226,1.86345137562291,5468.504424620909,50.43510038399318,-37.47520156942897,-100.0,-100.0,-100.0,-100.0,22,9.090909090909092,0.10804004314027033,-747.3503771732808,7,28.57142857142857,0.5212869155450724,-60.2767168127511
long,pct,15.0,target_50pct,51-100,1147,53.26939843068875,1.4682444139035378,10424.335014242894,53.497427901382835,-41.534689241608234,-100.0,-100.0,-100.0,-100.0,64,28.125,0.497887740120695,-1060.917774476684,26,30.76923076923077,0.6430517583158983,-204.91999837046907
long,pct,15.0,target_50pct,101-200,901,47.83573806881243,1.1806052083893555,3418.163265831268,51.84297992030287,-40.26842782940269,-100.0,-100.0,-100.0,-100.0,65,26.153846153846157,0.4816256246659585,-1078.2700590800464,16,31.25,0.6518710764020016,-92.46624217474846
long,pct,15.0,atr_trail_2,top25,1096,44.61678832116788,2.576803996453453,3781.657828743145,12.637961988180226,-3.9510800386770795,1.4245656704366244e+23,-97.52288317892679,1.023139626740914e+18,-99.99587089548561,88,43.18181818181818,1.5222907152245808,61.84552640873944,21,38.095238095238095,2.207384943160381,94.32157909152765
long,pct,15.0,atr_trail_2,26-50,1522,43.36399474375821,2.3193217127807078,4584.297442317723,12.210659936445602,-4.0310186957498555,2.3574117405397482e+27,-96.24126130219251,8.355400941325013e+18,-99.99965504187291,134,36.56716417910448,1.6025784351612644,133.8618122273712,10,30.0,3.8247853458170553,53.74515248345414
long,pct,15.0,atr_trail_2,51-100,3859,43.69007514900233,2.270881056439352,12529.754323940979,13.279278114461823,-4.537095525559897,1.182522224430058e+65,-98.59753527358544,1.726194093096306e+23,-99.9999999473232,335,33.43283582089553,1.6621083029529429,492.9585587013026,51,39.21568627450981,2.090603258776054,181.81219683977986
long,pct,15.0,atr_trail_2,101-200,2955,39.052453468697124,1.663547493810081,5070.861288326419,11.016385199530268,-4.243224448601615,757083024975.5707,-99.99886421321358,-100.0,-100.0,308,39.285714285714285,1.4774031380955757,304.0770025370941,38,44.73684210526316,3.5397146592291366,239.63966305077892
long,pct,15.0,atr_trail_3,top25,951,44.37434279705573,2.874861147312887,4650.287824145742,16.89721566622732,-4.688728141781075,1.5406663146597175e+23,-97.93869463688972,178433225428502.5,-99.99855442198043,78,37.17948717948718,1.0907034077578341,12.23710689946368,15,26.666666666666668,5.195964619867581,229.78405621226025
long,pct,15.0,atr_trail_3,26-50,1309,45.378151260504204,2.5739094952408323,5599.575823026928,15.41637270816908,-4.975873518357349,5.568590804309994e+27,-97.692032251314,164273045595.66736,-99.99976590380325,118,44.06779661016949,1.6427903571070732,162.1398526213743,9,33.33333333333333,2.954458558423885,45.05199251037184
long,pct,15.0,atr_trail_3,51-100,3377,44.38851051228902,2.2115825654890604,12626.289312835775,15.375322920728216,-5.549158543842291,5.382214572039891e+49,-99.75565921907392,-100.0,-100.0,279,35.12544802867383,1.6473945753401669,462.5275930009029,48,43.75,1.6336801688799185,118.72438013758706
long,pct,15.0,atr_trail_3,101-200,2630,40.266159695817485,1.5834560592662805,4830.034720860264,12.378047770800139,-5.269457586516284,-96.49452279383357,-99.99999999653937,-100.0,-100.0,263,38.02281368821293,1.566972360453163,353.92697427112415,36,38.88888888888889,2.7432181869761134,220.3698960982139
long,pct,20.0,trend_flip,top25,190,42.63157894736842,10.270845264601792,9609.076517979505,131.4266647182405,-9.509021322917187,8341554.159321209,-99.74010419941429,-100.0,-100.0,16,50.0,1.0287672067096323,2.6881551618874733,4,0.0,0.0,-56.42838394047295
long,pct,20.0,trend_flip,26-50,265,41.88679245283019,4.607355766637539,6836.425991953958,78.66271119255825,-12.30607110662342,-99.99999999816977,-99.99999999999989,-100.0,-100.0,25,48.0,0.3598356542250481,-93.04594439902539,4,25.0,0.1020532540738635,-11.899247640350886
long,pct,20.0,trend_flip,51-100,790,34.050632911392405,3.638274186756547,18490.96437664339,94.79442111425247,-13.452466224741894,-100.0,-100.0,-100.0,-100.0,74,35.13513513513514,2.6680823995056953,564.2206118497589,17,17.647058823529413,1.120121162128036,31.335401577675036
long,pct,20.0,trend_flip,101-200,668,33.38323353293413,1.5843725654887453,3385.0924920267103,41.156001204290575,-13.017293879842901,-100.0,-100.0,-100.0,-100.0,70,44.285714285714285,1.0041476900258406,1.0802099305809332,12,33.33333333333333,0.540133378895426,-37.84492416253301
long,pct,20.0,target_20pct,top25,355,72.11267605633803,1.7659120083326352,2706.894651048795,24.37931898086442,-35.69910109143936,-100.0,-100.0,-100.0,-100.0,20,30.0,0.24491401723523856,-391.45086012458455,9,66.66666666666666,0.9003822465541692,-16.050596293858543
long,pct,20.0,target_20pct,26-50,496,70.96774193548387,1.3971752847591206,2459.6880439141933,24.58136783688091,-43.00662107408256,-100.0,-100.0,-100.0,-100.0,32,50.0,0.43462610195428025,-431.5348827146253,5,40.0,0.5673681191442229,-42.74066671609285
long,pct,20.0,target_20pct,51-100,1416,67.2316384180791,1.1678855380785873,3492.7714981700424,25.522324121769902,-44.83724367619591,-100.0,-100.0,-100.0,-100.0,95,51.578947368421055,0.6514030038640141,-710.1815464793634,28,50.0,0.7952046939295866,-89.93622351323354
long,pct,20.0,target_20pct,101-200,1085,63.778801843317964,1.0685727267412766,1161.103991350768,26.146748515679114,-43.08510427862386,-100.0,-100.0,-100.0,-100.0,82,53.65853658536586,0.8717843142858142,-191.2105123855684,14,57.14285714285714,1.1637673280099456,22.62053086154774
long,pct,20.0,target_30pct,top25,310,67.0967741935484,2.010105237812169,3572.0039949375255,34.174390139924796,-34.669305433008155,-100.0,-100.0,-100.0,-100.0,18,27.77777777777778,0.349062214141022,-320.65576807394746,9,66.66666666666666,1.1947482185732052,31.378192411921503
long,pct,20.0,target_30pct,26-50,413,64.16464891041163,1.5072083988033063,3109.2144082998284,34.86516034074913,-41.41927758107224,-100.0,-100.0,-100.0,-100.0,24,29.166666666666668,0.28713886186346815,-545.0868149431693,5,40.0,0.6953894189553338,-30.093157482690447
long,pct,20.0,target_30pct,51-100,1228,61.40065146579805,1.2769672585569956,5800.9076609568365,35.47120451351476,-44.186456840154634,-100.0,-100.0,-100.0,-100.0,84,44.047619047619044,0.7007456638662654,-617.631462244888,28,50.0,0.9473927856390328,-23.10255190883035
long,pct,20.0,target_30pct,101-200,941,56.429330499468655,1.123133213339227,2081.638751551227,35.75747965697744,-41.23312913732633,-100.0,-100.0,-100.0,-100.0,66,37.878787878787875,0.7180840144296315,-429.605658715211,12,41.66666666666667,1.1920660305854405,26.920745894986787
long,pct,20.0,target_50pct,top25,250,59.599999999999994,2.1637724250159525,3929.934538900663,49.03910859608241,-33.4345806130259,-100.0,-100.0,-100.0,-100.0,12,0.0,0.0,-447.0528116263453,7,57.14285714285714,1.4368253653167518,66.79676734014966
long,pct,20.0,target_50pct,26-50,337,55.78635014836796,1.7156864847421942,4180.176857951813,53.303033000096534,-39.19995534272708,-100.0,-100.0,-100.0,-100.0,19,10.526315789473683,0.16260905490015176,-606.8067542093966,4,25.0,0.5168687417866028,-46.76497897126767
long,pct,20.0,target_50pct,51-100,992,52.016129032258064,1.374638294523942,7536.181512544999,53.58927961834645,-42.26026632462557,-100.0,-100.0,-100.0,-100.0,66,31.818181818181817,0.6172795655078069,-750.20467041422,21,33.33333333333333,0.7316665584753292,-114.79374951268801
long,pct,20.0,target_50pct,101-200,759,45.3227931488801,1.1432823945611588,2359.2605654634754,54.72403991241755,-39.67664858893533,-100.0,-100.0,-100.0,-100.0,57,28.07017543859649,0.6513186367445808,-540.2833373860628,10,30.0,1.2853843983561475,40.00062294785569
long,pct,20.0,atr_trail_2,top25,745,43.355704697986575,2.3982873464950103,2634.3909158036254,13.988865233599878,-4.4644847266567185,105866301065745.12,-99.87838382502015,665207.80042821,-99.99999521557376,61,42.62295081967213,1.399712844582839,31.909458407870474,11,36.36363636363637,2.25079471933581,82.85289003698573
long,pct,20.0,atr_trail_2,26-50,1042,41.74664107485604,2.1969230350353155,3148.9201075195388,13.286818500629561,-4.334177825789654,8189421915829814.0,-98.81489877943326,734.94828772896,-99.99927459177394,83,40.963855421686745,1.4404059979944326,59.80760378027675,5,60.0,7.78858377299052,63.09699210531583
long,pct,20.0,atr_trail_2,51-100,2976,39.549731182795696,1.9559970879239743,8105.680844930832,14.090443777272075,-4.713046959932406,1.2022322332984097e+27,-99.99235798168243,-100.0,-100.0,256,41.796875,2.5933404278617584,776.0791956042292,42,38.095238095238095,1.7574052562964713,99.70418243102979
long,pct,20.0,atr_trail_2,101-200,2254,37.8438331854481,1.6378625530759268,3871.78145479688,11.654996593716895,-4.332570049709944,2779875.219428299,-99.9998024246966,-100.0,-100.0,212,39.15094339622642,1.9598061586497737,411.5811892357589,28,42.857142857142854,3.3070718011937257,197.235102502598
long,pct,20.0,atr_trail_3,top25,657,44.596651445966515,2.655661298154447,3266.2199000782607,17.880472357324795,-5.4196662104887485,6771562287553.912,-99.82706832362082,-99.99982801306426,-99.9999999935071,55,36.36363636363637,0.9230683637186974,-8.692667197598535,9,33.33333333333333,4.437860572730195,216.68495335179827
long,pct,20.0,atr_trail_3,26-50,924,42.532467532467535,2.2870733040017086,3783.847915545544,17.1087359749263,-5.536507198870983,11418839939612.504,-99.14685465720791,-99.99999999999942,-100.0,72,37.5,1.278387569757399,43.56732529748761,5,60.0,6.243695316904232,57.25379357048691
long,pct,20.0,atr_trail_3,51-100,2629,41.42259414225941,1.9369452033371561,8357.19534429883,15.864844375967497,-5.791961156577773,2.4614399189684424e+16,-99.99893902014459,-100.0,-100.0,231,45.02164502164502,2.3449170554525356,693.2145363153132,38,36.84210526315789,1.007103048219356,1.1794374395445173
