side,tier,profit_lock,pyramid,full_n,full_wr,full_pf,full_avg_win,full_avg_loss,full_max_pnl_pct,full_sum_pnl_pct,oos_n,oos_wr,oos_pf,oos_sum_pnl_pct
long,top25,off,off,1508,49.40318302387268,3.2155037075020645,11.941070992704155,-3.625984977455406,266.97472603602466,6129.471351766121,170,48.8235294117647,3.1845366615648873,568.5161060739824
long,top25,off,0.7,1508,49.40318302387268,3.2155037075020645,11.941070992704155,-3.625984977455406,266.97472603602466,6129.471351766121,170,48.8235294117647,3.1845366615648873,568.5161060739824
long,top25,off,0.8,1508,49.40318302387268,3.2155037075020645,11.941070992704155,-3.625984977455406,266.97472603602466,6129.471351766121,170,48.8235294117647,3.1845366615648873,568.5161060739824
long,top25,0.2,off,963,46.728971962616825,15.120250938381506,59.217371323772106,-3.4354629943907957,10000.0,24885.424579574967,132,49.24242424242424,1.7630168194935654,164.54176408194098
long,top25,0.2,0.7,963,46.728971962616825,15.120250938381506,59.217371323772106,-3.4354629943907957,10000.0,24885.424579574967,132,49.24242424242424,1.7630168194935654,164.54176408194098
long,top25,0.2,0.8,963,46.728971962616825,15.120250938381506,59.217371323772106,-3.4354629943907957,10000.0,24885.424579574967,132,49.24242424242424,1.7630168194935654,164.54176408194098
long,top25,0.3,off,1152,48.61111111111111,12.045414315176002,41.52733408533519,-3.2612089792937717,6717.375728155339,21324.67137204579,160,47.5,1.6144932069557958,165.33849946905192
long,top25,0.3,0.7,1152,48.61111111111111,12.045414315176002,41.52733408533519,-3.2612089792937717,6717.375728155339,21324.67137204579,160,47.5,1.6144932069557958,165.33849946905192
long,top25,0.3,0.8,1152,48.61111111111111,12.045414315176002,41.52733408533519,-3.2612089792937717,6717.375728155339,21324.67137204579,160,47.5,1.6144932069557958,165.33849946905192
long,top25,0.5,off,1285,49.10505836575875,10.703010250434126,36.499967317870784,-3.290320059450845,6717.375728155339,20879.61005869561,164,47.5609756097561,1.8255932857400445,218.59677155637297
long,top25,0.5,0.7,1285,49.10505836575875,10.703010250434126,36.499967317870784,-3.290320059450845,6717.375728155339,20879.61005869561,164,47.5609756097561,1.8255932857400445,218.59677155637297
long,top25,0.5,0.8,1285,49.10505836575875,10.703010250434126,36.499967317870784,-3.290320059450845,6717.375728155339,20879.61005869561,164,47.5609756097561,1.8255932857400445,218.59677155637297
long,26-50,off,off,1308,45.33639143730887,2.5727819283580677,15.435605038895552,-4.975873518357349,312.71242155843225,5595.564222439557,127,43.30708661417323,1.7526185350689856,207.19184513174608
long,26-50,off,0.7,1308,45.33639143730887,2.5727819283580677,15.435605038895552,-4.975873518357349,312.71242155843225,5595.564222439557,127,43.30708661417323,1.7526185350689856,207.19184513174608
long,26-50,off,0.8,1308,45.33639143730887,2.5727819283580677,15.435605038895552,-4.975873518357349,312.71242155843225,5595.564222439557,127,43.30708661417323,1.7526185350689856,207.19184513174608
long,26-50,0.2,off,650,40.46153846153846,5.355313812967187,40.9474411416571,-5.196209180928745,2439.094456474664,8758.244067236394,80,38.75,0.6612913974007308,-71.3466791103117
long,26-50,0.2,0.7,650,40.46153846153846,5.355313812967187,40.9474411416571,-5.196209180928745,2439.094456474664,8758.244067236394,80,38.75,0.6612913974007308,-71.3466791103117
long,26-50,0.2,0.8,650,40.46153846153846,5.355313812967187,40.9474411416571,-5.196209180928745,2439.094456474664,8758.244067236394,80,38.75,0.6612913974007308,-71.3466791103117
long,26-50,0.3,off,788,43.78172588832487,4.805982411097195,30.355165208579237,-4.91887507257366,2439.094456474664,8293.470339809706,113,41.5929203539823,1.1216935005277844,29.6858969541962
long,26-50,0.3,0.7,788,43.78172588832487,4.805982411097195,30.355165208579237,-4.91887507257366,2439.094456474664,8293.470339809706,113,41.5929203539823,1.1216935005277844,29.6858969541962
long,26-50,0.3,0.8,788,43.78172588832487,4.805982411097195,30.355165208579237,-4.91887507257366,2439.094456474664,8293.470339809706,113,41.5929203539823,1.1216935005277844,29.6858969541962
long,26-50,0.5,off,980,44.89795918367347,3.514526211696125,20.87043471823845,-4.838643497223826,1076.493279258401,6570.123787524051,120,43.333333333333336,1.3529138894729886,91.05250989777967
long,26-50,0.5,0.7,980,44.89795918367347,3.514526211696125,20.87043471823845,-4.838643497223826,1076.493279258401,6570.123787524051,120,43.333333333333336,1.3529138894729886,91.05250989777967
long,26-50,0.5,0.8,980,44.89795918367347,3.514526211696125,20.87043471823845,-4.838643497223826,1076.493279258401,6570.123787524051,120,43.333333333333336,1.3529138894729886,91.05250989777967
long,51-100,off,off,6108,48.47740667976424,2.3161401826093297,10.166670194719655,-4.130052369785544,214.7608000848053,17106.23563884979,460,41.95652173913044,1.9371221659322395,876.2254252995664
long,51-100,off,0.7,6108,48.47740667976424,2.3161401826093297,10.166670194719655,-4.130052369785544,214.7608000848053,17106.23563884979,460,41.95652173913044,1.9371221659322395,876.2254252995664
long,51-100,off,0.8,6108,48.47740667976424,2.3161401826093297,10.166670194719655,-4.130052369785544,214.7608000848053,17106.23563884979,460,41.95652173913044,1.9371221659322395,876.2254252995664
long,51-100,0.2,off,3542,45.08752117447769,3.8078430424871494,20.914540645207808,-4.509772170116663,3005.9113728675875,24629.01453951996,363,38.56749311294766,1.4331803077408067,354.46652209561216
long,51-100,0.2,0.7,3542,45.08752117447769,3.8078430424871494,20.914540645207808,-4.509772170116663,3005.9113728675875,24629.01453951996,363,38.56749311294766,1.4331803077408067,354.46652209561216
long,51-100,0.2,0.8,3542,45.08752117447769,3.8078430424871494,20.914540645207808,-4.509772170116663,3005.9113728675875,24629.01453951996,363,38.56749311294766,1.4331803077408067,354.46652209561216
long,51-100,0.3,off,4456,47.53141831238779,3.287422788821104,15.375094856558217,-4.236855879848729,3005.9113728675875,22658.681859103977,391,40.153452685421996,1.6612792745623493,537.2894630074023
long,51-100,0.3,0.7,4456,47.53141831238779,3.287422788821104,15.375094856558217,-4.236855879848729,3005.9113728675875,22658.681859103977,391,40.153452685421996,1.6612792745623493,537.2894630074023
long,51-100,0.3,0.8,4456,47.53141831238779,3.287422788821104,15.375094856558217,-4.236855879848729,3005.9113728675875,22658.681859103977,391,40.153452685421996,1.6612792745623493,537.2894630074023
