split,cap,size_pct,ladder,n_total,n_taken,n_skipped,compd_pct,max_dd_pct,sharpe,win_rate,tier1,tier2,tier3,median_pnl,max_pnl,btc_hodl_pct,btc_dd_pct,vs_hodl_pp
thr_select,2,0.33,STD,325,72,253,1317.233105310302,-5.869084284041123,5.636822359295327,0.6666666666666666,2,0,0,0.057007029737400794,1.0863925599608422,-19.6916668652798,-34.36433299057972,1336.924772175582
thr_select,2,0.33,CONS,325,72,253,1317.233105310302,-5.869084284041123,5.636822359295327,0.6666666666666666,2,0,0,0.057007029737400794,1.0863925599608422,-19.6916668652798,-34.36433299057972,1336.924772175582
thr_select,2,0.33,HEAVY,325,72,253,1362.1509799951816,-5.869084284041123,5.5680545626632965,0.6666666666666666,0,0,0,0.057007029737400794,1.1727851199216839,-19.6916668652798,-34.36433299057972,1381.8426468604614
thr_select,2,0.33,TWO,325,72,253,1317.233105310302,-5.869084284041123,5.636822359295327,0.6666666666666666,2,0,0,0.057007029737400794,1.0863925599608422,-19.6916668652798,-34.36433299057972,1336.924772175582
thr_select,2,0.33,FLAT,325,72,253,1362.1509799951816,-5.869084284041123,5.5680545626632965,0.6666666666666666,0,0,0,0.057007029737400794,1.1727851199216839,-19.6916668652798,-34.36433299057972,1381.8426468604614
thr_select,2,0.5,AGG,325,73,252,4313.062570327421,-8.631578947368428,6.128802257494888,0.6712328767123288,9,0,0,0.058641975308642014,0.8363925599608419,-19.6916668652798,-34.36433299057972,4332.754237192701
thr_select,2,0.5,STD,325,72,253,4724.397025791196,-8.631578947368428,5.635552442010166,0.6666666666666666,2,0,0,0.057007029737400794,1.0863925599608422,-19.6916668652798,-34.36433299057972,4744.088692656476
thr_select,2,0.5,CONS,325,72,253,4724.397025791196,-8.631578947368428,5.635552442010166,0.6666666666666666,2,0,0,0.057007029737400794,1.0863925599608422,-19.6916668652798,-34.36433299057972,4744.088692656476
thr_select,2,0.5,HEAVY,325,72,253,4929.066633130774,-8.631578947368428,5.568117016740082,0.6666666666666666,0,0,0,0.057007029737400794,1.1727851199216839,-19.6916668652798,-34.36433299057972,4948.758299996054
thr_select,2,0.5,TWO,325,72,253,4724.397025791196,-8.631578947368428,5.635552442010166,0.6666666666666666,2,0,0,0.057007029737400794,1.0863925599608422,-19.6916668652798,-34.36433299057972,4744.088692656476
thr_select,2,0.5,FLAT,325,72,253,4929.066633130774,-8.631578947368428,5.568117016740082,0.6666666666666666,0,0,0,0.057007029737400794,1.1727851199216839,-19.6916668652798,-34.36433299057972,4948.758299996054
cal,1,0.25,AGG,257,41,216,112.18466175460561,-4.659227033031755,2.4324606818207624,0.6341463414634146,1,1,1,0.01223241396627639,1.789748045178106,12.165052631578943,-30.69018865310457,100.01960912302667
cal,1,0.25,STD,257,41,216,115.48014682237296,-4.659227033031761,2.3922888065952397,0.6341463414634146,1,1,0,0.01223241396627639,1.8796698523023458,12.165052631578943,-30.69018865310457,103.31509419079401
cal,1,0.25,CONS,257,41,216,122.80344697296708,-4.65922703303177,2.313003183494913,0.6341463414634146,1,1,0,0.01223241396627639,2.079496090356212,12.165052631578943,-30.69018865310457,110.63839434138814
cal,1,0.25,HEAVY,257,41,216,142.966402713679,-4.65922703303177,2.1478122100322965,0.6341463414634146,1,1,0,0.01223241396627639,2.629669852302346,12.165052631578943,-30.69018865310457,130.80135008210007
cal,1,0.25,TWO,257,41,216,141.12761756717114,-4.659227033031778,2.1603582594389805,0.6341463414634146,1,1,0,0.01223241396627639,2.579496090356212,12.165052631578943,-30.69018865310457,128.9625649355922
cal,1,0.25,FLAT,257,41,216,168.19198768893213,-4.659227033031748,2.010240839656891,0.6341463414634146,0,0,0,0.01223241396627639,3.3179843614248483,12.165052631578943,-30.69018865310457,156.0269350573532
cal,1,0.33,AGG,257,41,216,162.26929567228194,-6.123028356959087,2.432553084637928,0.6341463414634146,1,1,1,0.01223241396627639,1.789748045178106,12.165052631578943,-30.69018865310457,150.104243040703
cal,1,0.33,STD,257,41,216,167.1621336631531,-6.123028356959072,2.392376148656272,0.6341463414634146,1,1,0,0.01223241396627639,1.8796698523023458,12.165052631578943,-30.69018865310457,154.99708103157417
cal,1,0.33,CONS,257,41,216,178.03510697619984,-6.123028356959075,2.3130809866329263,0.6341463414634146,1,1,0,0.01223241396627639,2.079496090356212,12.165052631578943,-30.69018865310457,165.8700543446209
cal,1,0.33,HEAVY,257,41,216,207.97123893483877,-6.123028356959081,2.1478718646488835,0.6341463414634146,1,1,0,0.01223241396627639,2.629669852302346,12.165052631578943,-30.69018865310457,195.80618630325984
cal,1,0.33,TWO,257,41,216,205.24117715732365,-6.1230283569590975,2.160419217395222,0.6341463414634146,1,1,0,0.01223241396627639,2.579496090356212,12.165052631578943,-30.69018865310457,193.07612452574472
cal,1,0.33,FLAT,257,41,216,245.42390461858403,-6.123028356959058,2.0102869244498747,0.6341463414634146,0,0,0,0.01223241396627639,3.3179843614248483,12.165052631578943,-30.69018865310457,233.2588519870051
cal,1,0.5,AGG,257,41,216,298.2513634579713,-9.189537514806549,2.4327492646814504,0.6341463414634146,1,1,1,0.01223241396627639,1.789748045178106,12.165052631578943,-30.69018865310457,286.0863108263924
cal,1,0.5,STD,257,41,216,307.7009315730333,-9.18953751480654,2.3925615920102916,0.6341463414634146,1,1,0,0.01223241396627639,1.8796698523023458,12.165052631578943,-30.69018865310457,295.53587894145437
cal,1,0.5,CONS,257,41,216,328.6999718287264,-9.189537514806545,2.313246190681846,0.6341463414634146,1,1,0,0.01223241396627639,2.079496090356212,12.165052631578943,-30.69018865310457,316.5349191971475
cal,1,0.5,HEAVY,257,41,216,386.515807663151,-9.189537514806544,2.147998554136324,0.6341463414634146,1,1,0,0.01223241396627639,2.629669852302346,12.165052631578943,-30.69018865310457,374.3507550315721
cal,1,0.5,TWO,257,41,216,381.24322255547156,-9.189537514806533,2.1605486731826034,0.6341463414634146,1,1,0,0.01223241396627639,2.579496090356212,12.165052631578943,-30.69018865310457,369.07816992389263
cal,1,0.5,FLAT,257,41,216,458.8483713265112,-9.189537514806547,2.010384808648274,0.6341463414634146,0,0,0,0.01223241396627639,3.3179843614248483,12.165052631578943,-30.69018865310457,446.68331869493227
cal,1,0.75,AGG,257,41,216,591.8398083386647,-13.589508774664697,2.4330373299142076,0.6341463414634146,1,1,1,0.01223241396627639,1.789748045178106,12.165052631578943,-30.69018865310457,579.6747557070858
cal,1,0.75,STD,257,41,216,611.759713799454,-13.589508774664713,2.3928339110464583,0.6341463414634146,1,1,0,0.01223241396627639,1.8796698523023458,12.165052631578943,-30.69018865310457,599.594661167875
cal,1,0.75,CONS,257,41,216,656.0261703789866,-13.589508774664722,2.3134888224262147,0.6341463414634146,1,1,0,0.01223241396627639,2.079496090356212,12.165052631578943,-30.69018865310457,643.8611177474077
cal,1,0.75,HEAVY,257,41,216,777.9032731137214,-13.589508774664727,2.1481846729835334,0.6341463414634146,1,1,0,0.01223241396627639,2.629669852302346,12.165052631578943,-30.69018865310457,765.7382204821424
cal,1,0.75,TWO,257,41,216,766.7885432551648,-13.589508774664699,2.1607388519700903,0.6341463414634146,1,1,0,0.01223241396627639,2.579496090356212,12.165052631578943,-30.69018865310457,754.6234906235858
cal,1,0.75,FLAT,257,41,216,930.3819697447412,-13.589508774664699,2.0105286423645614,0.6341463414634146,0,0,0,0.01223241396627639,3.3179843614248483,12.165052631578943,-30.69018865310457,918.2169171131623
cal,2,0.25,AGG,257,68,189,132.72112821678354,-9.639576576890896,2.656454904468376,0.5441176470588235,1,1,1,0.007757426182926519,1.789748045178106,12.165052631578943,-30.69018865310457,120.5560755852046
cal,2,0.25,STD,257,68,189,136.3355695088658,-9.639576576890935,2.6103575614689287,0.5441176470588235,1,1,0,0.007757426182926519,1.8796698523023458,12.165052631578943,-30.69018865310457,124.17051687728686
cal,2,0.25,CONS,257,68,189,144.367661269049,-9.639576576890914,2.5182712953586526,0.5441176470588235,1,1,0,0.007757426182926519,2.079496090356212,12.165052631578943,-30.69018865310457,132.20260863747006
cal,2,0.25,HEAVY,257,68,189,166.48210521311825,-9.639576576890933,2.3221360600167484,0.5441176470588235,1,1,0,0.007757426182926519,2.629669852302346,12.165052631578943,-30.69018865310457,154.31705258153931
cal,2,0.25,TWO,257,68,189,164.4653517385505,-9.639576576890947,2.3372180754507457,0.5441176470588235,1,1,0,0.007757426182926519,2.579496090356212,12.165052631578943,-30.69018865310457,152.30029910697158
cal,2,0.25,FLAT,257,68,189,194.14916911314032,-9.639576576890956,2.1549889371825954,0.5441176470588235,0,0,0,0.007757426182926519,3.3179843614248483,12.165052631578943,-30.69018865310457,181.9841164815614
cal,2,0.33,AGG,257,68,189,195.40657388971985,-12.579447471835442,2.6558348190390104,0.5441176470588235,1,1,1,0.007757426182926519,1.789748045178106,12.165052631578943,-30.69018865310457,183.24152125814092
cal,2,0.33,STD,257,68,189,200.9176136161799,-12.579447471835481,2.6097407620317323,0.5441176470588235,1,1,0,0.007757426182926519,1.8796698523023458,12.165052631578943,-30.69018865310457,188.75256098460096
cal,2,0.33,CONS,257,68,189,213.1643685638693,-12.579447471835492,2.5176679639915407,0.5441176470588235,1,1,0,0.007757426182926519,2.079496090356212,12.165052631578943,-30.69018865310457,200.99931593229036
cal,2,0.33,HEAVY,257,68,189,246.88287974049663,-12.579447471835472,2.3215884627974557,0.5441176470588235,1,1,0,0.007757426182926519,2.629669852302346,12.165052631578943,-30.69018865310457,234.7178271089177
cal,2,0.33,TWO,257,68,189,243.8078793134138,-12.579447471835465,2.336665018072255,0.5441176470588235,1,1,0,0.007757426182926519,2.579496090356212,12.165052631578943,-30.69018865310457,231.64282668183486
cal,2,0.33,FLAT,257,68,189,289.0676258592225,-12.579447471835465,2.1545131790790224,0.5441176470588235,0,0,0,0.007757426182926519,3.3179843614248483,12.165052631578943,-30.69018865310457,276.9025732276436
cal,2,0.5,AGG,257,68,189,372.4952991608328,-18.596917510248424,2.654505483113329,0.5441176470588235,1,1,1,0.007757426182926519,1.789748045178106,12.165052631578943,-30.69018865310457,360.3302465292539
cal,2,0.5,STD,257,68,189,383.70650123858286,-18.596917510248435,2.608419639843132,0.5441176470588235,1,1,0,0.007757426182926519,1.8796698523023458,12.165052631578943,-30.69018865310457,371.54144860700393
cal,2,0.5,CONS,257,68,189,408.6202836335831,-18.59691751024845,2.516377663031554,0.5441176470588235,1,1,0,0.007757426182926519,2.079496090356212,12.165052631578943,-30.69018865310457,396.45523100200415
cal,2,0.5,HEAVY,257,68,189,477.2144258146005,-18.596917510248442,2.320420250357084,0.5441176470588235,1,1,0,0.007757426182926519,2.629669852302346,12.165052631578943,-30.69018865310457,465.04937318302154
cal,2,0.5,TWO,257,68,189,470.9589000175951,-18.596917510248428,2.335484967790989,0.5441176470588235,1,1,0,0.007757426182926519,2.579496090356212,12.165052631578943,-30.69018865310457,458.7938473860162
cal,2,0.5,FLAT,257,68,189,563.0315740860747,-18.59691751024842,2.1534997744223645,0.5441176470588235,0,0,0,0.007757426182926519,3.3179843614248483,12.165052631578943,-30.69018865310457,550.8665214544957
holdout,1,0.25,AGG,45,24,21,111.99433362710667,-3.341760444747703,4.292257901796562,0.6666666666666666,3,1,0,0.048947363444335146,1.3489018914637603,-29.576061233939864,-35.33538774225534,141.57039486104654
holdout,1,0.25,STD,45,24,21,123.77346417955964,-3.341760444747703,3.94843004761943,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,153.3495254134995
holdout,1,0.25,CONS,45,24,21,123.77346417955964,-3.341760444747703,3.94843004761943,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,153.3495254134995
holdout,1,0.25,HEAVY,45,23,22,135.21864197460567,-3.341760444747703,3.5139049637595794,0.6521739130434783,1,0,0,0.04706684856753052,2.19780378292752,-29.576061233939864,-35.33538774225534,164.79470320854554
holdout,1,0.25,TWO,45,24,21,123.77346417955964,-3.341760444747703,3.94843004761943,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,153.3495254134995
holdout,1,0.25,FLAT,45,22,23,139.68007078017885,-3.341760444747703,3.466037014671682,0.6363636363636364,0,0,0,0.04291809438869143,2.39560756585504,-29.576061233939864,-35.33538774225534,169.25613201411872
holdout,1,0.33,AGG,45,24,21,163.36885076879213,-4.405184604685901,4.288398788967715,0.6666666666666666,3,1,0,0.048947363444335146,1.3489018914637603,-29.576061233939864,-35.33538774225534,192.944912002732
holdout,1,0.33,STD,45,24,21,180.9518301832292,-4.405184604685901,3.9446410199478623,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,210.52789141716906
holdout,1,0.33,CONS,45,24,21,180.9518301832292,-4.405184604685901,3.9446410199478623,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,210.52789141716906
holdout,1,0.33,HEAVY,45,23,22,197.00918130845534,-4.405184604685901,3.5107177990740865,0.6521739130434783,1,0,0,0.04706684856753052,2.19780378292752,-29.576061233939864,-35.33538774225534,226.5852425423952
holdout,1,0.33,TWO,45,24,21,180.9518301832292,-4.405184604685901,3.9446410199478623,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,210.52789141716906
holdout,1,0.33,FLAT,45,22,23,203.1614431370687,-4.405184604685901,3.4660370146716803,0.6363636363636364,0,0,0,0.04291809438869143,2.39560756585504,-29.576061233939864,-35.33538774225534,232.73750437100855
holdout,1,0.5,AGG,45,24,21,305.6465920412477,-6.655357762171022,4.280229649468796,0.6666666666666666,3,1,0,0.048947363444335146,1.3489018914637603,-29.576061233939864,-35.33538774225534,335.22265327518755
holdout,1,0.5,STD,45,24,21,339.86608144152785,-6.655357762171022,3.936638051819848,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,369.4421426754677
holdout,1,0.5,CONS,45,24,21,339.86608144152785,-6.655357762171022,3.936638051819848,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,369.4421426754677
holdout,1,0.5,HEAVY,45,23,22,366.82760788908206,-6.655357762171022,3.5039977598599386,0.6521739130434783,1,0,0,0.04706684856753052,2.19780378292752,-29.576061233939864,-35.33538774225534,396.4036691230219
holdout,1,0.5,TWO,45,24,21,339.86608144152785,-6.655357762171022,3.936638051819848,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,369.4421426754677
holdout,1,0.5,FLAT,45,22,23,376.70981406253486,-6.655357762171022,3.4660370146716817,0.6363636363636364,0,0,0,0.04291809438869143,2.39560756585504,-29.576061233939864,-35.33538774225534,406.2858752964747
holdout,1,0.75,AGG,45,24,21,621.8633243331329,-9.940606664213783,4.268295271334443,0.6666666666666666,3,1,0,0.048947363444335146,1.3489018914637603,-29.576061233939864,-35.33538774225534,651.4393855670728
holdout,1,0.75,STD,45,24,21,694.284593923993,-9.940606664213783,3.9249890513615084,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,723.8606551579329
holdout,1,0.75,CONS,45,24,21,694.284593923993,-9.940606664213783,3.9249890513615084,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,723.8606551579329
holdout,1,0.75,HEAVY,45,23,22,737.7771179274843,-9.940606664213783,3.494244111778122,0.6521739130434783,1,0,0,0.04706684856753052,2.19780378292752,-29.576061233939864,-35.33538774225534,767.3531791614241
holdout,1,0.75,TWO,45,24,21,694.284593923993,-9.940606664213783,3.9249890513615084,0.6666666666666666,1,0,0,0.048947363444335146,1.69780378292752,-29.576061233939864,-35.33538774225534,723.8606551579329
holdout,1,0.75,FLAT,45,22,23,752.2195142278273,-9.940606664213783,3.4660370146716795,0.6363636363636364,0,0,0,0.04291809438869143,2.39560756585504,-29.576061233939864,-35.33538774225534,781.7955754617672
holdout,2,0.25,AGG,45,35,10,146.09112932242022,-3.341760444747699,4.843412455688755,0.7142857142857143,3,1,0,0.044687189672294014,1.3489018914637603,-29.576061233939864,-35.33538774225534,175.66719055636008
holdout,2,0.25,STD,45,35,10,159.7647945119256,-3.341760444747699,4.4305800753653966,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,189.34085574586547
holdout,2,0.25,CONS,45,35,10,159.7647945119256,-3.341760444747699,4.4305800753653966,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,189.34085574586547
holdout,2,0.25,HEAVY,45,35,10,182.55996300213098,-3.341760444747699,4.039361516047762,0.7142857142857143,1,0,0,0.044687189672294014,2.19780378292752,-29.576061233939864,-35.33538774225534,212.13602423607085
holdout,2,0.25,TWO,45,35,10,159.7647945119256,-3.341760444747699,4.4305800753653966,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,189.34085574586547
holdout,2,0.25,FLAT,45,34,11,188.35644434141847,-3.341760444747699,3.9718036679433477,0.7058823529411765,0,0,0,0.043927235816817345,2.39560756585504,-29.576061233939864,-35.33538774225534,217.93250557535833
holdout,2,0.33,AGG,45,35,10,220.24509812304572,-4.4051846046858705,4.8340698024772655,0.7142857142857143,3,1,0,0.044687189672294014,1.3489018914637603,-29.576061233939864,-35.33538774225534,249.8211593569856
holdout,2,0.33,STD,45,35,10,241.62523837666706,-4.4051846046858705,4.421326108447745,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,271.2012996106069
holdout,2,0.33,CONS,45,35,10,241.62523837666706,-4.4051846046858705,4.421326108447745,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,271.2012996106069
holdout,2,0.33,HEAVY,45,35,10,277.7523027463536,-4.4051846046858705,4.030562087232762,0.7142857142857143,1,0,0,0.044687189672294014,2.19780378292752,-29.576061233939864,-35.33538774225534,307.3283639802935
holdout,2,0.33,TWO,45,35,10,241.62523837666706,-4.4051846046858705,4.421326108447745,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,271.2012996106069
holdout,2,0.33,FLAT,45,34,11,286.34707035507716,-4.4051846046858705,3.966160079333901,0.7058823529411765,0,0,0,0.043927235816817345,2.39560756585504,-29.576061233939864,-35.33538774225534,315.92313158901703
holdout,2,0.5,AGG,45,35,10,443.26034450138405,-6.655357762171025,4.8142458557916,0.7142857142857143,3,1,0,0.044687189672294014,1.3489018914637603,-29.576061233939864,-35.33538774225534,472.8364057353239
holdout,2,0.5,STD,45,35,10,489.0886392904785,-6.655357762171025,4.401769469654881,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,518.6647005244183
holdout,2,0.5,CONS,45,35,10,489.0886392904785,-6.655357762171025,4.401769469654881,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,518.6647005244183
holdout,2,0.5,HEAVY,45,35,10,568.7424924789923,-6.655357762171025,4.012032350004225,0.7142857142857143,1,0,0,0.044687189672294014,2.19780378292752,-29.576061233939864,-35.33538774225534,598.3185537129322
holdout,2,0.5,TWO,45,35,10,489.0886392904785,-6.655357762171025,4.401769469654881,0.7142857142857143,1,0,0,0.044687189672294014,1.69780378292752,-29.576061233939864,-35.33538774225534,518.6647005244183
holdout,2,0.5,FLAT,45,34,11,584.9499160427624,-6.655357762171025,3.9542736786544146,0.7058823529411765,0,0,0,0.043927235816817345,2.39560756585504,-29.576061233939864,-35.33538774225534,614.5259772767023
