split,threshold,cap,sizing_mode,size_pct,n_total,n_taken,n_skipped,compd_pct,max_dd_pct,sharpe,btc_hodl_pct,btc_dd_pct,vs_hodl_pp,win_start,win_end
thr_select,0.5,2,half,0.25,642,120,522,190.98822254894907,-11.926336086161033,3.640976112447333,-18.23733963979266,-34.364332990579726,209.22556218874172,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.5,2,fixed_1pct,0.01,642,120,522,4.68545386638759,-0.4998423157391202,3.641581599098218,-18.23733963979266,-34.364332990579726,22.92279350618025,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.5,3,full,0.3333333333333333,642,164,478,341.8438371286115,-21.232272137264356,3.8753768794278236,-18.23733963979266,-34.364332990579726,360.08117676840413,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.5,3,half,0.16666666666666666,642,164,478,117.58066785188745,-11.14878182656493,3.887656734606468,-18.23733963979266,-34.364332990579726,135.8180074916801,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.5,3,fixed_1pct,0.01,642,164,478,5.003010055214063,-0.7003890493278084,3.898778911095776,-18.23733963979266,-34.364332990579726,23.24034969500672,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.5,5,full,0.2,642,234,408,359.3910577387877,-19.785225308905588,4.677746406924486,-18.23733963979266,-34.364332990579726,377.62839737858036,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.5,5,half,0.1,642,234,408,119.1634811235716,-10.930329108122981,4.676083964049112,-18.23733963979266,-34.364332990579726,137.40082076336427,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.5,5,fixed_1pct,0.01,642,234,408,8.39796289998005,-1.2069319177428426,4.6742094653225115,-18.23733963979266,-34.364332990579726,26.63530253977271,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,1,full,1.0,534,59,475,957.5389342418667,-20.135668202764972,3.2041321729821863,-18.23733963979266,-34.364332990579726,975.7762738816594,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,1,half,0.5,534,59,475,270.1560682685171,-10.067834101382486,3.2164905780943305,-18.23733963979266,-34.364332990579726,288.39340790830977,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,1,fixed_1pct,0.01,534,59,475,3.0122820611246492,-0.201356682027653,3.2286142569677065,-18.23733963979266,-34.364332990579726,21.24962170091731,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,2,full,0.5,534,104,430,1013.424698117839,-36.88632044668669,3.9879083450142354,-18.23733963979266,-34.364332990579726,1031.6620377576317,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,2,half,0.25,534,104,430,264.04401497306196,-22.613873065520846,3.9899613520690056,-18.23733963979266,-34.364332990579726,282.2813546128546,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,2,fixed_1pct,0.01,534,104,430,5.742642811790444,-1.1553800543874082,3.9916916797207396,-18.23733963979266,-34.364332990579726,23.9799824515831,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,3,full,0.3333333333333333,534,142,392,504.87715171913254,-28.03831447251879,4.233970630381328,-18.23733963979266,-34.364332990579726,523.1144913589252,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,3,half,0.16666666666666666,534,142,392,157.20185818785245,-16.304977696928876,4.240674861140742,-18.23733963979266,-34.364332990579726,175.4391978276451,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,3,fixed_1pct,0.01,534,142,392,6.142297014687204,-1.1553800543874095,4.2467998952457995,-18.23733963979266,-34.364332990579726,24.37963665447986,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,5,full,0.2,534,201,333,482.18313230525524,-18.948077281369823,5.523984720789797,-18.23733963979266,-34.364332990579726,500.4204719450479,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,5,half,0.1,534,201,333,147.22589227159042,-10.465548775649683,5.524254612273312,-18.23733963979266,-34.364332990579726,165.46323191138308,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.55,5,fixed_1pct,0.01,534,201,333,9.73421872568676,-1.1553800543874095,5.524276018668275,-18.23733963979266,-34.364332990579726,27.971558365479417,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,1,full,1.0,418,55,363,3480.403460972689,-16.43415814708725,3.5966726185087303,-18.23733963979266,-34.364332990579726,3498.6408006124816,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,1,half,0.5,418,55,363,657.7401339128776,-8.45946615869789,3.601978277968764,-18.23733963979266,-34.364332990579726,675.9774735526703,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,1,fixed_1pct,0.01,418,55,363,4.8548969448125145,-0.17405116095180082,3.6071582610144834,-18.23733963979266,-34.364332990579726,23.092236584605175,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,2,full,0.5,418,89,329,1155.1093483727248,-8.506402906513156,4.251950625483292,-18.23733963979266,-34.364332990579726,1173.3466880125175,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,2,half,0.25,418,89,329,285.07609025939564,-4.332369865113058,4.25119629222029,-18.23733963979266,-34.364332990579726,303.3134298991883,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,2,fixed_1pct,0.01,418,89,329,5.964686058725377,-0.17639537819533438,4.2501833407270455,-18.23733963979266,-34.364332990579726,24.202025698518035,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,3,full,0.3333333333333333,418,119,299,783.7945022880317,-11.682846493720923,4.86768717446371,-18.23733963979266,-34.364332990579726,802.0318419278244,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,3,half,0.16666666666666666,418,119,299,210.98171497150636,-6.140486065023146,4.857587185154101,-18.23733963979266,-34.364332990579726,229.21905461129901,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,3,fixed_1pct,0.01,418,119,299,7.360575018612692,-0.3869722049910659,4.845656432964101,-18.23733963979266,-34.364332990579726,25.59791465840535,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,5,full,0.2,418,168,250,473.8691410861163,-10.405036949273955,5.651344735077803,-18.23733963979266,-34.364332990579726,492.10648072590897,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,5,half,0.1,418,168,250,144.58714546282084,-5.4034167654989345,5.631473350283727,-18.23733963979266,-34.364332990579726,162.8244851026135,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.6,5,fixed_1pct,0.01,418,168,250,9.57923518052064,-0.5596158168016033,5.612569031664934,-18.23733963979266,-34.364332990579726,27.8165748203133,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,1,full,1.0,325,40,285,7527.895938504212,-11.28230396119644,4.208994603996541,-18.23733963979266,-34.364332990579726,7546.133278144004,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,1,half,0.5,325,40,285,998.1347413583588,-5.641151980598224,4.2060027736150145,-18.23733963979266,-34.364332990579726,1016.3720809981515,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,1,fixed_1pct,0.01,325,40,285,5.605306520324982,-0.11282303961196712,4.202478815020577,-18.23733963979266,-34.364332990579726,23.84264616011764,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,2,full,0.5,325,72,253,4263.293765348576,-8.472687532925576,5.378674662544545,-18.23733963979266,-34.364332990579726,4281.5311049883685,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,2,half,0.25,325,72,253,636.8897360043704,-4.423748980648442,5.377171124565282,-18.23733963979266,-34.364332990579726,655.1270756441631,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,2,fixed_1pct,0.01,325,72,253,8.877465257015714,-0.18479795705788318,5.373714915440626,-18.23733963979266,-34.364332990579726,27.114804896808373,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,3,full,0.3333333333333333,325,95,230,1575.4764049651608,-7.040057923322118,5.650791715859488,-18.23733963979266,-34.364332990579726,1593.7137446049535,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,3,half,0.16666666666666666,325,95,230,332.4846763661479,-3.5678087392852227,5.643379612146242,-18.23733963979266,-34.364332990579726,350.72201600594053,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,3,fixed_1pct,0.01,325,95,230,9.575424680036026,-0.2167946788954317,5.6354923996911195,-18.23733963979266,-34.364332990579726,27.812764319828684,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,5,full,0.2,325,134,191,737.3855203293504,-7.7074342593482985,6.301650755407729,-18.23733963979266,-34.364332990579726,755.6228599691431,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,5,half,0.1,325,134,191,196.5377949681141,-3.921464847863675,6.2939110524710085,-18.23733963979266,-34.364332990579726,214.77513460790675,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.65,5,fixed_1pct,0.01,325,134,191,11.749872178952492,-0.39836164888229986,6.286403222517963,-18.23733963979266,-34.364332990579726,29.987211818745152,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,1,full,1.0,254,41,213,7285.233889350331,-11.282303961196442,4.076988443944635,-18.23733963979266,-34.364332990579726,7303.471228990124,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,1,half,0.5,254,41,213,1011.1080098031666,-5.641151980598217,4.076988443944635,-18.23733963979266,-34.364332990579726,1029.3453494429593,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,1,fixed_1pct,0.01,254,41,213,5.7256256794723015,-0.11282303961195486,4.076988443944678,-18.23733963979266,-34.364332990579726,23.96296531926496,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,2,full,0.5,254,66,188,2799.398505956364,-9.078799633511355,4.985235287744374,-18.23733963979266,-34.364332990579726,2817.6358455961563,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,2,half,0.25,254,66,188,494.45317980198683,-4.624215664659505,4.976897812554782,-18.23733963979266,-34.364332990579726,512.6905194417795,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,2,fixed_1pct,0.01,254,66,188,7.897148022361722,-0.1882843803570252,4.967150658572623,-18.23733963979266,-34.364332990579726,26.13448766215438,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,3,full,0.3333333333333333,254,86,168,1281.13481474195,-15.021503503073639,5.29040256967317,-18.23733963979266,-34.364332990579726,1299.3721543817428,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,3,half,0.16666666666666666,254,86,168,290.72471097561674,-8.01289262719909,5.277703483069445,-18.23733963979266,-34.364332990579726,308.9620506154094,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,3,fixed_1pct,0.01,254,86,168,8.876840990689661,-0.5128172539254362,5.2642354690460795,-18.23733963979266,-34.364332990579726,27.11418063048232,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,5,full,0.2,254,118,136,589.1260447465327,-9.488886975526125,5.719051979850103,-18.23733963979266,-34.364332990579726,607.3633843863254,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,5,half,0.1,254,118,136,168.29218277854235,-4.9392837862087156,5.695418838963481,-18.23733963979266,-34.364332990579726,186.529522418335,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
thr_select,0.7,5,fixed_1pct,0.01,254,118,136,10.608884590990364,-0.512817253925426,5.6733792296081536,-18.23733963979266,-34.364332990579726,28.846224230783022,2025-07-01 00:00:00+00:00,2025-12-31 20:00:00+00:00
cal,0.5,1,full,1.0,494,73,421,35.17674951234109,-30.57412938397535,1.0788704543902794,13.76895538897318,-30.690188653104585,21.407794123367907,2025-01-01 04:00:00+00:00,2025-07-01 08:00:00+00:00
cal,0.5,1,half,0.5,494,73,421,21.72030849393307,-16.271667840051222,1.0833843411641577,13.76895538897318,-30.690188653104585,7.951353104959891,2025-01-01 04:00:00+00:00,2025-07-01 08:00:00+00:00
cal,0.5,1,fixed_1pct,0.01,494,73,421,0.4937209446058466,-0.3469636396753421,1.087908910529999,13.76895538897318,-30.690188653104585,-13.275234444367335,2025-01-01 04:00:00+00:00,2025-07-01 08:00:00+00:00
cal,0.5,2,full,0.5,494,118,376,21.83829564569537,-29.651258276055103,0.9477186074180709,13.76895538897318,-30.690188653104585,8.06934025672219,2025-01-01 04:00:00+00:00,2025-07-01 08:00:00+00:00
