direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,peak_pnl_pct,exit_reason,entry_regime,notional_usd,pnl_pct_net,pnl_usd
short,0.0699954421148586,100,HIGHUSDT,1680395400,1680485400,2.194,2.04043,0.0970829535095715,trail_stop,sideways,50.0,0.0687954421148586,3.4397721057429296
short,0.004732794320646732,174,XRPUSDT,1680395400,1680552000,0.5071,0.5047,0.033721159534608566,trail_stop,sideways,50.0,0.003532794320646732,0.1766397160323366
short,-0.005538109515543718,18,ARBUSDT,1680408900,1680425100,1.2674,1.2744190000000002,0.02374940823733629,trail_stop,sideways,50.0,-0.006738109515543718,-0.3369054757771859
short,0.01596539162112931,68,SHIBUSDT,1680447600,1680508800,1.098e-05,1.08047e-05,0.04462659380692171,trail_stop,sideways,50.0,0.01476539162112931,0.7382695810564656
short,-0.0064076543925776904,17,FETUSDT,1680485400,1680500700,0.3449,0.34711000000000003,0.022905189910118768,trail_stop,sideways,50.0,-0.00760765439257769,-0.3803827196288845
short,-0.001837404301859335,25,FILUSDT,1680485400,1680507900,5.486,5.49608,0.027342325920524876,trail_stop,sideways,50.0,-0.003037404301859335,-0.15187021509296675
short,0.002542627883650816,15,GALAUSDT,1680485400,1680498900,0.03988,0.039778600000000004,0.03159478435305911,trail_stop,sideways,50.0,0.0013426278836508162,0.06713139418254081
short,0.043468531468531274,59,HBARUSDT,1680510600,1680563700,0.0715,0.06839200000000001,0.07132867132867124,trail_stop,sideways,50.0,0.042268531468531274,2.1134265734265636
short,-0.009292894280762643,16,APTUSDT,1680533100,1680547500,11.54,11.64724,0.02010398613518192,trail_stop,sideways,50.0,-0.010492894280762643,-0.5246447140381322
short,0.027806122448979727,7,XRPUSDT,1680552000,1680558300,0.5096,0.49543,0.05612244897959197,trail_stop,sideways,50.0,0.026606122448979728,1.3303061224489865
short,0.03281063732232913,51,HIGHUSDT,1680685200,1680731100,2.181,2.10944,0.06098120128381477,trail_stop,sideways,50.0,0.03161063732232913,1.5805318661164567
short,0.0,192,FETUSDT,1680706800,1680879600,0.3567,0.3567,0.040650406504065074,timeout,sideways,50.0,-0.0012,-0.06
short,-0.0062577365355988126,22,APTUSDT,1680741000,1680760800,11.4877,11.559586999999999,0.023050741227573928,trail_stop,sideways,50.0,-0.007457736535598812,-0.3728868267799406
short,-0.05499999999999989,50,CHZUSDT,1680768000,1680813000,0.1254,0.132297,0.011164274322169156,stop_loss,sideways,50.0,-0.05619999999999989,-2.8099999999999943
short,0.010140961857379751,85,DOGEUSDT,1680845400,1680921900,0.08442,0.0835639,0.03897180762852406,trail_stop,sideways,50.0,0.008940961857379751,0.44704809286898756
short,0.025014836795252328,150,CHZUSDT,1681021800,1681156800,0.1348,0.131428,0.05341246290801196,trail_stop,sideways,50.0,0.023814836795252328,1.1907418397626164
short,0.01127957508450037,27,HIGHUSDT,1681260300,1681284600,2.071,2.04764,0.04007725736359255,trail_stop,sideways,50.0,0.01007957508450037,0.5039787542250185
short,0.014823927418114816,1,TRXUSDT,1681263900,1681264800,0.06503,0.064066,0.04351837613409205,trail_stop,sideways,50.0,0.013623927418114816,0.6811963709057408
short,1.3474818932134076e-05,42,ARBUSDT,1681264800,1681302600,1.1874,1.187384,0.029139295940710765,trail_stop,sideways,50.0,-0.001186525181067866,-0.059326259053393296
short,0.000995370370370295,42,CHZUSDT,1681264800,1681302600,0.1296,0.129471,0.030092592592592494,trail_stop,sideways,50.0,-0.00020462962962970494,-0.010231481481485246
short,0.00740557815223714,22,FETUSDT,1681264800,1681284600,0.3442,0.341651,0.03631609529343408,trail_stop,sideways,50.0,0.00620557815223714,0.310278907611857
short,-0.005002476473501732,22,NEARUSDT,1681264800,1681284600,2.019,2.0291,0.02426944031698868,trail_stop,sideways,50.0,-0.006202476473501732,-0.3101238236750866
short,-0.054999999999999924,84,APTUSDT,1681302600,1681378200,11.2004,11.816422,0.0009285382664905389,stop_loss,sideways,50.0,-0.056199999999999924,-2.809999999999996
short,-0.00048710601719200526,12,SOLUSDT,1681484400,1681495200,24.43,24.4419,0.0286532951289398,trail_stop,sideways,50.0,-0.001687106017192005,-0.08435530085960025
short,0.0,192,DOGEUSDT,1681486200,1681659000,0.08687,0.08687,0.018418326234603478,timeout,sideways,50.0,-0.0012,-0.06
short,-0.05499999999999999,100,FILUSDT,1681486200,1681576200,6.012,6.3426599999999995,0.007318695941450366,stop_loss,sideways,50.0,-0.05619999999999999,-2.8099999999999996
short,0.005976469146393714,11,ARBUSDT,1681606800,1681616700,1.6319,1.622147,0.03492861082174149,trail_stop,sideways,50.0,0.004776469146393714,0.2388234573196857
short,0.009056070996369537,95,HIGHUSDT,1681772400,1681857900,2.479,2.45655,0.03791851553045595,trail_stop,sideways,50.0,0.007856070996369537,0.39280354981847687
short,0.03422714745062008,1,ARBUSDT,1681838100,1681839000,1.7416,1.68199,0.06235645383555353,trail_stop,sideways,50.0,0.03302714745062008,1.6513573725310042
short,0.025386792452830386,7,CRVUSDT,1681884900,1681891200,1.06,1.0330899999999998,0.053773584905660525,trail_stop,sideways,50.0,0.024186792452830386,1.2093396226415194
short,0.06116191275167785,7,HIGHUSDT,1681884900,1681891200,2.384,2.23819,0.08850671140939592,trail_stop,sideways,50.0,0.05996191275167785,2.9980956375838925
short,0.08373449131513643,1,AAVEUSDT,1681891200,1681892100,80.6,73.851,0.11042183622828775,trail_stop,sideways,50.0,0.08253449131513642,4.126724565756821
short,0.03427124107759615,1,ADAUSDT,1681891200,1681892100,0.4343,0.419416,0.062399263182132195,trail_stop,sideways,50.0,0.03307124107759615,1.6535620538798077
short,0.06175685806644026,1,APTUSDT,1681891200,1681892100,12.4051,11.639000000000001,0.08908432821984494,trail_stop,sideways,50.0,0.06055685806644026,3.027842903322013
short,0.06996619990342837,1,AVAXUSDT,1681891200,1681892100,20.71,19.261,0.09705456301303725,trail_stop,sideways,50.0,0.06876619990342836,3.438309995171418
short,0.0492191620275417,1,DOTUSDT,1681891200,1681892100,6.826,6.49003,0.07691180779372979,trail_stop,sideways,50.0,0.0480191620275417,2.400958101377085
short,0.020039227519613647,190,BNBUSDT,1681892100,1682063100,331.4,324.759,0.048581774290887045,trail_stop,sideways,50.0,0.018839227519613647,0.9419613759806824
short,0.02547307132459953,12,CHZUSDT,1681892100,1681902900,0.1374,0.13390000000000002,0.05385735080058217,trail_stop,sideways,50.0,0.02427307132459953,1.2136535662299766
short,0.012608118570954532,22,DOGEUSDT,1681892100,1681911900,0.09041,0.0892701,0.04136710540869381,trail_stop,sideways,50.0,0.011408118570954532,0.5704059285477266
short,0.02340947638299971,119,ETHUSDT,1681892100,1681999200,2028.2,1980.7209,0.051853860566019164,trail_stop,sideways,50.0,0.02220947638299971,1.1104738191499854
short,-0.007001594896331626,68,BCHUSDT,1681893000,1681954200,125.4,126.27799999999999,0.022328548644338208,trail_stop,sideways,50.0,-0.008201594896331627,-0.4100797448165813
short,-0.00768853010427187,3,ARBUSDT,1681946100,1681948800,1.4865,1.497929,0.02166162125798857,trail_stop,sideways,50.0,-0.00888853010427187,-0.44442650521359345
short,0.006239692138537795,1,FETUSDT,1682005500,1682006400,0.3638,0.36152999999999996,0.035184167124793934,trail_stop,sideways,50.0,0.005039692138537795,0.25198460692688973
short,0.0332919699319891,51,DOGEUSDT,1682057700,1682103600,0.08381,0.08101979999999999,0.061448514497076744,trail_stop,sideways,50.0,0.0320919699319891,1.604598496599455
short,0.0,192,ARBUSDT,1682058600,1682231400,1.426,1.426,0.011220196353436195,timeout,sideways,50.0,-0.0012,-0.06
short,0.05427786930258112,50,AVAXUSDT,1682058600,1682103600,18.21,17.2216,0.08182317408017584,trail_stop,sideways,50.0,0.05307786930258112,2.6538934651290558
short,0.024699229634486147,128,DOTUSDT,1682058600,1682173800,6.101,5.95031,0.05310604818882148,trail_stop,sideways,50.0,0.023499229634486148,1.1749614817243075
short,0.0361044776119402,31,NEARUSDT,1682075700,1682103600,2.01,1.93743,0.06417910447761184,trail_stop,sideways,50.0,0.0349044776119402,1.7452238805970102
short,0.03888535031847123,42,CHZUSDT,1682103600,1682141400,0.1256,0.120716,0.06687898089171967,trail_stop,sideways,50.0,0.03768535031847123,1.8842675159235613
short,0.015340047527441388,81,LTCUSDT,1682103600,1682176500,88.37,87.01440000000001,0.04401946361887519,trail_stop,sideways,50.0,0.014140047527441389,0.7070023763720694
short,-0.009116296863045234,16,FILUSDT,1682107200,1682121600,5.228,5.27566,0.0202754399387911,trail_stop,sideways,50.0,-0.010316296863045233,-0.5158148431522617
short,-0.00730027548209368,147,ZECUSDT,1682148600,1682280900,36.3,36.565,0.022038567493112872,trail_stop,sideways,50.0,-0.00850027548209368,-0.42501377410468405
short,-0.00501531916554466,76,APTUSDT,1682174700,1682243100,10.2486,10.3,0.02425697168393729,trail_stop,sideways,50.0,-0.00621531916554466,-0.310765958277233
short,-0.0549999999999999,67,HIGHUSDT,1682174700,1682235000,1.916,2.0213799999999997,0.0020876826722338224,stop_loss,sideways,50.0,-0.0561999999999999,-2.809999999999995
short,0.05284006507745616,29,ARBUSDT,1682262900,1682289000,1.4137,1.3390000000000002,0.08042724764801579,trail_stop,sideways,50.0,0.05164006507745616,2.582003253872808
short,5.305039787797824e-05,52,HIGHUSDT,1682406000,1682452800,1.885,1.8849,0.029177718832891213,trail_stop,sideways,50.0,-0.0011469496021220217,-0.057347480106101086
short,0.04398591549295761,2,AAVEUSDT,1682537400,1682539200,71.0,67.87700000000001,0.07183098591549288,trail_stop,sideways,50.0,0.04278591549295761,2.1392957746478807
