regime,trades,wr,pf,pf_p5,avg_pnl_pct,total_pnl_pct,total_pnl_usd,max_drawdown_pct
bull,1973,0.6756208819057273,3.352535670192142,3.0007498844483087,0.01552184362936656,30.62459748074022,1412.8498740370112,-5.920715191112739
bear,867,0.6343713956170703,2.2632433560875223,1.920009347594186,0.010495132683210465,9.099280036343472,402.94400181717356,-9.341620029943968
sideways,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
