direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,exit_reason,equity_at_entry,notional_usd,pnl_pct_net,pnl_usd,equity_after_exit,was_capped
short,0.03422714745062008,1,ARBUSDT,1681838100,1681839000,1.7416,1.68199,trail_stop,160.80020026453406,120.60015019840053,0.03302714745062008,3.983078943169503,164.78327920770357,False
long,-0.008796980657336004,18,UNIUSDT,1681868700,1681884900,6.359,6.30306,trail_stop,165.69049637727665,124.26787228295748,-0.009996980657336004,-1.242303515541027,164.4481928617356,False
short,0.025386792452830386,7,CRVUSDT,1681884900,1681891200,1.06,1.0330899999999998,trail_stop,164.4481928617356,123.3361446463017,0.024186792452830386,2.983105732492367,167.43129859422797,False
short,0.06116191275167785,7,HIGHUSDT,1681884900,1681891200,2.384,2.23819,trail_stop,164.4481928617356,123.3361446463017,0.05996191275167785,7.395471144409862,174.82676973863784,False
short,0.08373449131513643,1,AAVEUSDT,1681891200,1681892100,80.6,73.851,trail_stop,174.82676973863784,131.12007730397838,0.08253449131513642,10.821928881485219,167.66694471647196,False
short,0.03427124107759615,1,ADAUSDT,1681891200,1681892100,0.4343,0.419416,trail_stop,174.82676973863784,131.12007730397838,0.03307124107759615,4.336303686632912,172.00324840310486,False
short,0.06175685806644026,1,APTUSDT,1681891200,1681892100,12.4051,11.639000000000001,trail_stop,174.82676973863784,131.12007730397838,0.06055685806644026,7.940219910957693,179.94346831406256,False
short,0.020039227519613647,190,BNBUSDT,1681892100,1682063100,331.4,324.759,trail_stop,179.94346831406256,134.95760123554692,0.018839227519613647,2.5424969551777603,188.4800387306767,False
short,0.02547307132459953,12,CHZUSDT,1681892100,1681902900,0.1374,0.13390000000000002,trail_stop,179.94346831406256,134.95760123554692,0.02427307132459953,3.275835480587292,183.21930379464985,False
short,0.012608118570954532,22,DOGEUSDT,1681892100,1681911900,0.09041,0.0892701,trail_stop,179.94346831406256,134.95760123554692,0.011408118570954532,1.539612316946719,184.75891611159656,False
short,0.02340947638299971,119,ETHUSDT,1681892100,1681999200,2028.2,1980.7209,trail_stop,179.94346831406256,134.95760123554692,0.02220947638299971,2.9973376573471717,185.23738722238798,False
short,-0.007001594896331626,68,BCHUSDT,1681893000,1681954200,125.4,126.27799999999999,trail_stop,179.94346831406256,134.95760123554692,-0.008201594896331627,-1.1068675735146205,182.2400495650408,False
long,-0.00011005135729997978,10,CHZUSDT,1681916400,1681925400,0.1363,0.13628500000000002,trail_stop,184.75891611159656,138.56918708369741,-0.0013100513572999798,-0.18153275161895263,184.5773833599776,False
short,-0.00768853010427187,3,ARBUSDT,1681946100,1681948800,1.4865,1.497929,trail_stop,184.5773833599776,138.4330375199832,-0.00888853010427187,-1.230466221422168,183.34691713855543,False
short,0.006239692138537795,1,FETUSDT,1682005500,1682006400,0.3638,0.36152999999999996,trail_stop,185.23738722238798,138.92804041679096,0.005039692138537795,0.7001545531109625,185.93754177549894,False
short,0.0332919699319891,51,DOGEUSDT,1682057700,1682103600,0.08381,0.08101979999999999,trail_stop,185.93754177549894,139.4531563316242,0.0320919699319891,4.475326499915459,192.95536523059218,False
short,0.0,192,ARBUSDT,1682058600,1682231400,1.426,1.426,timeout,185.93754177549894,139.4531563316242,-0.0012,-0.16734378759794902,213.61464134880305,False
short,0.05427786930258112,50,AVAXUSDT,1682058600,1682103600,18.21,17.2216,trail_stop,185.93754177549894,139.4531563316242,0.05307786930258112,7.401876405602362,200.35724163619454,False
short,0.024699229634486147,128,DOTUSDT,1682058600,1682173800,6.101,5.95031,trail_stop,185.93754177549894,139.4531563316242,0.023499229634486148,3.277041743890733,212.78235358491025,False
short,0.0361044776119402,31,NEARUSDT,1682075700,1682103600,2.01,1.93743,trail_stop,188.4800387306767,141.36002904800753,0.0349044776119402,4.934097969129396,205.29133960532394,False
short,0.03888535031847123,42,CHZUSDT,1682103600,1682141400,0.1256,0.120716,trail_stop,205.29133960532394,153.96850470399295,0.03768535031847123,5.802357037781159,209.50531184101953,False
short,0.015340047527441388,81,LTCUSDT,1682103600,1682176500,88.37,87.01440000000001,trail_stop,205.29133960532394,153.96850470399295,0.014140047527441389,2.1771219742435433,214.9594755591538,False
short,-0.009116296863045234,16,FILUSDT,1682107200,1682121600,5.228,5.27566,trail_stop,205.29133960532394,153.96850470399295,-0.010316296863045233,-1.5883848020855678,203.70295480323838,False
short,-0.00730027548209368,147,ZECUSDT,1682148600,1682280900,36.3,36.565,trail_stop,209.50531184101953,157.12898388076465,-0.00850027548209368,-1.335639649207957,217.0412825060471,False
long,-0.006178371391641495,40,XRPUSDT,1682173800,1682209800,0.4642,0.461332,trail_stop,212.78235358491025,159.58676518868268,-0.007378371391641494,-1.177490422752785,213.781985136401,False
short,-0.00501531916554466,76,APTUSDT,1682174700,1682243100,10.2486,10.3,trail_stop,212.78235358491025,159.58676518868268,-0.00621531916554466,-0.9918826802444948,212.62275866855856,False
long,0.037116161616161644,24,HIGHUSDT,1682235900,1682257500,1.98,2.05349,trail_stop,213.61464134880305,160.21098101160226,0.035916161616161645,5.754163486696511,218.37692215525507,False
short,0.05284006507745616,29,ARBUSDT,1682262900,1682289000,1.4137,1.3390000000000002,trail_stop,218.37692215525507,163.7826916164413,0.05164006507745616,8.457748853633962,225.49903135968108,False
short,5.305039787797824e-05,52,HIGHUSDT,1682406000,1682452800,1.885,1.8849,trail_stop,225.49903135968108,169.1242735197608,-0.0011469496021220217,-0.19397701822266564,225.30505434145843,False
long,0.012489316239316097,88,CRVUSDT,1682457300,1682536500,0.936,0.9476899999999999,trail_stop,225.30505434145843,168.97879075609382,0.011289316239316097,1.9076550065827667,233.87839344447536,False
long,0.007033773861967691,12,HIGHUSDT,1682482500,1682493300,2.043,2.05737,trail_stop,225.30505434145843,168.97879075609382,0.005833773861967691,0.9857840527398078,226.29083839419823,False
long,0.01878829446730672,57,SOLUSDT,1682485200,1682536500,21.87,22.2809,trail_stop,225.30505434145843,168.97879075609382,0.017588294467306722,2.972048730547585,236.85044217502295,False
long,0.03466666666666661,24,FETUSDT,1682496900,1682518500,0.3405,0.352304,trail_stop,226.29083839419823,169.71812879564865,0.03346666666666661,5.679900043694365,231.9707384378926,False
long,0.001182346531056951,43,UNIUSDT,1682497800,1682536500,5.506,5.51251,trail_stop,226.29083839419823,169.71812879564865,-1.765346894304896e-05,-0.0029961137157663667,236.84744606130718,False
long,0.0014760081644494012,28,BTCUSDT,1682511300,1682536500,29091.98,29134.92,trail_stop,226.29083839419823,169.71812879564865,0.00027600816444940126,0.046843589202674056,236.89428965050985,False
short,0.04398591549295761,2,AAVEUSDT,1682537400,1682539200,71.0,67.87700000000001,trail_stop,236.89428965050985,177.67071723788237,0.04278591549295761,7.601804293313203,244.49609394382304,False
short,0.03512521696007924,4,ADAUSDT,1682537400,1682541000,0.4033,0.38913400000000004,trail_stop,236.89428965050985,177.67071723788237,0.03392521696007924,6.02751762974805,278.54021046590657,False
short,0.06608526759100791,2,APTUSDT,1682537400,1682539200,10.4002,9.7129,trail_stop,236.89428965050985,177.67071723788237,0.0648852675910079,11.528212031066298,256.02430597488933,False
