direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,peak_pnl_pct,exit_reason,entry_regime,notional_usd,pnl_pct_net,pnl_usd
long,-0.055000000000000125,10,HIGHUSDT,1698635700,1698644700,1.416,1.3381199999999998,0.0,stop_loss,bull,50.0,-0.056200000000000125,-2.8100000000000063
long,0.029501973883996325,2,SOLUSDT,1698654600,1698656400,32.93,33.9015,0.06134224111752211,trail_stop,bull,50.0,0.028301973883996325,1.4150986941998163
long,-0.006196319018404946,33,AVAXUSDT,1698656400,1698686100,11.41,11.3393,0.024539877300613442,trail_stop,bull,50.0,-0.007396319018404945,-0.36981595092024727
long,0.001741541874653416,3,FLOKIUSDT,1698657300,1698660000,3.606e-05,3.61228e-05,0.032723239046034545,trail_stop,bull,50.0,0.0005415418746534161,0.027077093732670802
long,0.04073254849459394,2,APTUSDT,1698710400,1698712200,6.8719,7.15181,0.07292015308721024,trail_stop,bull,50.0,0.03953254849459394,1.976627424729697
long,-0.006193756727664314,9,SUIUSDT,1698712200,1698720300,0.4645,0.46162299999999995,0.02454251883745956,trail_stop,bull,50.0,-0.007393756727664314,-0.3696878363832157
long,0.04320754716981134,1,XRPUSDT,1698749100,1698750000,0.5777,0.602661,0.0754716981132075,trail_stop,bull,50.0,0.04200754716981134,2.100377358490567
long,-0.01020408163265307,6,XLMUSDT,1698750900,1698756300,0.1225,0.12125,0.02040816326530614,trail_stop,bull,50.0,-0.01140408163265307,-0.5702040816326536
long,0.03740499457111816,45,SOLUSDT,1698785100,1698825600,36.84,38.217999999999996,0.06948968512486414,trail_stop,bull,50.0,0.03620499457111816,1.8102497285559078
long,0.09601208459214493,61,NEARUSDT,1698794100,1698849000,1.324,1.45112,0.12990936555891233,trail_stop,bull,50.0,0.09481208459214492,4.740604229607246
long,-0.008021189433535827,4,APTUSDT,1698804900,1698808500,7.079,7.022218,0.022658567594292994,trail_stop,bull,50.0,-0.009221189433535826,-0.46105947167679134
long,0.010636880978326532,5,AAVEUSDT,1698845400,1698849900,82.59,83.46849999999999,0.041893691730233606,trail_stop,bull,50.0,0.009436880978326533,0.47184404891632664
long,0.1306146059291396,12,UNIUSDT,1698855300,1698866100,4.149,4.69092,0.16558206796818517,trail_stop,bull,50.0,0.1294146059291396,6.4707302964569795
long,0.08498217468805704,43,AVAXUSDT,1698861600,1698900300,11.22,12.1735,0.11853832442067735,trail_stop,bull,50.0,0.08378217468805703,4.1891087344028515
long,0.05014075887392893,45,CRVUSDT,1698861600,1698902100,0.4902,0.514779,0.08261933904528748,trail_stop,bull,50.0,0.04894075887392893,2.4470379436964467
long,0.038104036384309266,2,FETUSDT,1698861600,1698863400,0.3518,0.365205,0.0702103467879477,trail_stop,bull,50.0,0.036904036384309266,1.8452018192154633
long,0.0136559802712699,3,FLOKIUSDT,1698863400,1698866100,3.244e-05,3.2883e-05,0.04500616522811332,trail_stop,bull,50.0,0.0124559802712699,0.6227990135634951
long,0.02947603121516147,1,DOTUSDT,1698864300,1698865200,4.485,4.6171999999999995,0.06131549609810467,trail_stop,bull,50.0,0.028276031215161472,1.4138015607580736
long,0.012297941385254932,2,ARBUSDT,1698867000,1698868800,0.9861,0.9982269999999999,0.043606125139438116,trail_stop,bull,50.0,0.011097941385254932,0.5548970692627466
long,-0.00804729435659372,39,CHZUSDT,1698867000,1698902100,0.06893,0.0683753,0.02263165530248066,trail_stop,bull,50.0,-0.00924729435659372,-0.46236471782968597
long,-0.010052283025444381,34,ZECUSDT,1698871500,1698902100,28.69,28.401600000000002,0.020564656674799574,trail_stop,bull,50.0,-0.011252283025444381,-0.562614151272219
long,-0.055,13,NEARUSDT,1698889500,1698901200,1.532,1.44774,0.0,stop_loss,bull,50.0,-0.0562,-2.81
long,-0.00774458874458876,22,DOGEUSDT,1698910200,1698930000,0.0693,0.0687633,0.02294372294372286,trail_stop,bull,50.0,-0.00894458874458876,-0.44722943722943803
long,-0.05499999999999997,24,HIGHUSDT,1698916500,1698938100,1.339,1.265355,0.0029873039581777474,stop_loss,bull,50.0,-0.05619999999999997,-2.8099999999999987
