regime,trades,wr,pf,pf_p5,avg_pnl_pct,total_pnl_pct,total_pnl_usd,max_drawdown_pct
bull,1974,0.6757852077001013,3.3595406416475355,2.998550716703153,0.015560175318871588,30.715786079452513,1417.3493039726259,-5.834983484856352
bear,877,0.6339794754846066,2.260115362885498,1.8895040313244444,0.01043142543415879,9.14836010575726,404.79800528786296,-9.341620029943968
sideways,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
