direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,exit_reason,notional_usd,pnl_pct_net,pnl_usd
short,0.0,192,HBARUSDT,1680593400,1680766200,0.067,0.067,timeout,75.0,-0.0012,-0.09
long,-0.008471209064100517,117,DOTUSDT,1680597900,1680703200,6.443,6.38842,trail_stop,75.0,-0.009671209064100517,-0.7253406798075388
long,0.017317073170731785,132,ZECUSDT,1680599700,1680718500,36.9,37.539,trail_stop,75.0,0.016117073170731785,1.208780487804884
long,0.0,192,ADAUSDT,1680606000,1680778800,0.3932,0.3932,timeout,75.0,-0.0012,-0.09
long,0.0795161290322579,101,CRVUSDT,1680606000,1680696900,0.93,1.00395,trail_stop,75.0,0.07831612903225789,5.873709677419342
long,-0.006835820895522432,77,CRVUSDT,1680697800,1680767100,1.005,0.9981299999999999,trail_stop,75.0,-0.008035820895522431,-0.6026865671641823
short,0.0,192,FETUSDT,1680706800,1680879600,0.3567,0.3567,timeout,75.0,-0.0012,-0.09
long,0.010258418167580309,10,CHZUSDT,1680730200,1680739200,0.1277,0.12901,trail_stop,75.0,0.00905841816758031,0.6793813625685232
short,-0.0062577365355988126,22,APTUSDT,1680741000,1680760800,11.4877,11.559586999999999,trail_stop,75.0,-0.007457736535598812,-0.559330240169911
short,-0.07499999999999997,184,CHZUSDT,1680768000,1680933600,0.1254,0.134805,stop_loss,75.0,-0.07619999999999998,-5.714999999999998
short,0.010140961857379751,85,DOGEUSDT,1680845400,1680921900,0.08442,0.0835639,trail_stop,75.0,0.008940961857379751,0.6705721393034814
long,0.03010061782877313,28,FILUSDT,1680876900,1680902100,5.665,5.83552,trail_stop,75.0,0.02890061782877313,2.167546337157985
long,0.05683244070390198,53,CHZUSDT,1680913800,1680961500,0.1307,0.138128,trail_stop,75.0,0.055632440703901984,4.172433052792649
short,0.025014836795252328,150,CHZUSDT,1681021800,1681156800,0.1348,0.131428,trail_stop,75.0,0.023814836795252328,1.7861127596439246
long,0.0022371031746032917,13,HIGHUSDT,1681077600,1681089300,2.016,2.0205100000000003,trail_stop,75.0,0.0010371031746032918,0.07778273809524688
long,0.01174683544303794,131,ZECUSDT,1681077600,1681195500,39.5,39.964,trail_stop,75.0,0.01054683544303794,0.7910126582278455
long,0.01729353233830863,183,NEARUSDT,1681078500,1681243200,2.01,2.04476,trail_stop,75.0,0.016093532338308632,1.2070149253731475
long,0.014057958980320428,80,ARBUSDT,1681146000,1681218000,1.2043,1.2212299999999998,trail_stop,75.0,0.012857958980320428,0.9643469235240321
long,0.02589830508474577,36,FILUSDT,1681149600,1681182000,5.9,6.0528,trail_stop,75.0,0.02469830508474577,1.8523728813559328
long,0.0,192,BTCUSDT,1681177500,1681350300,29908.07,29908.07,timeout,75.0,-0.0012,-0.09
long,0.032383139881474114,59,APTUSDT,1681188300,1681241400,11.4068,11.776188,trail_stop,75.0,0.031183139881474115,2.3387354911105587
long,0.0,192,CHZUSDT,1681204500,1681377300,0.1348,0.1348,timeout,75.0,-0.0012,-0.09
long,0.023501199040767355,100,NEARUSDT,1681221600,1681311600,2.085,2.134,trail_stop,75.0,0.022301199040767355,1.6725899280575516
short,0.01127957508450037,27,HIGHUSDT,1681260300,1681284600,2.071,2.04764,trail_stop,75.0,0.01007957508450037,0.7559681313375278
short,0.014823927418114816,1,TRXUSDT,1681263900,1681264800,0.06503,0.064066,trail_stop,75.0,0.013623927418114816,1.0217945563586113
short,1.3474818932134076e-05,42,ARBUSDT,1681264800,1681302600,1.1874,1.187384,trail_stop,75.0,-0.001186525181067866,-0.08898938858008994
short,-0.07499999999999989,98,APTUSDT,1681302600,1681390800,11.2004,12.040429999999999,stop_loss,75.0,-0.07619999999999989,-5.714999999999992
long,0.028347598668568553,3,GALAUSDT,1681321500,1681324200,0.04206,0.043252299999999994,trail_stop,75.0,0.027147598668568553,2.0360699001426417
long,0.030173697270471492,120,ZECUSDT,1681368300,1681476300,40.3,41.516,trail_stop,75.0,0.028973697270471492,2.1730272952853618
long,0.049895499053731376,7,ARBUSDT,1681370100,1681376400,1.2153,1.2759379999999998,trail_stop,75.0,0.04869549905373138,3.652162429029853
long,0.028444652031760734,5,HIGHUSDT,1681371000,1681375500,2.141,2.2018999999999997,trail_stop,75.0,0.027244652031760734,2.0433489023820552
long,0.007548387096774173,121,AVAXUSDT,1681375500,1681484400,18.6,18.7404,trail_stop,75.0,0.006348387096774173,0.476129032258063
