direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,exit_reason,notional_usd,pnl_pct_net,pnl_usd
short,0.03281063732232913,51,HIGHUSDT,1680685200,1680731100,2.181,2.10944,trail_stop,50.0,0.03161063732232913,1.5805318661164567
short,-0.0062577365355988126,22,APTUSDT,1680741000,1680760800,11.4877,11.559586999999999,trail_stop,50.0,-0.007457736535598812,-0.3728868267799406
short,-0.008050513022888658,23,CHZUSDT,1680767100,1680787800,0.1267,0.12772,trail_stop,50.0,-0.009250513022888658,-0.4625256511444329
short,0.0021267621267621276,18,DOGEUSDT,1680777000,1680793200,0.09009,0.0898984,trail_stop,50.0,0.0009267621267621277,0.04633810633810639
short,0.0067318026380069,104,HIGHUSDT,1680777000,1680870600,2.047,2.03322,trail_stop,50.0,0.0055318026380069005,0.27659013190034504
short,-0.05499999999999985,68,CHZUSDT,1680853500,1680914700,0.1258,0.13271899999999998,stop_loss,50.0,-0.05619999999999985,-2.8099999999999925
short,0.025014836795252328,150,CHZUSDT,1681021800,1681156800,0.1348,0.131428,trail_stop,50.0,0.023814836795252328,1.1907418397626164
short,-0.054999999999999986,62,FETUSDT,1681023600,1681079400,0.3314,0.34962699999999997,stop_loss,50.0,-0.056199999999999986,-2.809999999999999
short,-0.05500000000000001,113,FILUSDT,1681049700,1681151400,5.698,6.0113900000000005,stop_loss,50.0,-0.05620000000000001,-2.8100000000000005
short,0.028019360852424676,3,APTUSDT,1681263000,1681265700,11.6937,11.366050000000001,trail_stop,50.0,0.026819360852424676,1.3409680426212338
short,0.014823927418114816,1,TRXUSDT,1681263900,1681264800,0.06503,0.064066,trail_stop,50.0,0.013623927418114816,0.6811963709057408
short,1.3474818932134076e-05,42,ARBUSDT,1681264800,1681302600,1.1874,1.187384,trail_stop,50.0,-0.001186525181067866,-0.059326259053393296
short,0.000995370370370295,42,CHZUSDT,1681264800,1681302600,0.1296,0.129471,trail_stop,50.0,-0.00020462962962970494,-0.010231481481485246
short,0.00740557815223714,22,FETUSDT,1681264800,1681284600,0.3442,0.341651,trail_stop,50.0,0.00620557815223714,0.310278907611857
short,-0.005002476473501732,22,NEARUSDT,1681264800,1681284600,2.019,2.0291,trail_stop,50.0,-0.006202476473501732,-0.3101238236750866
short,-0.006732302488523758,62,DOGEUSDT,1681265700,1681321500,0.08278,0.0833373,trail_stop,50.0,-0.007932302488523758,-0.3966151244261879
short,-0.05499999999999986,26,CRVUSDT,1681290000,1681313400,0.989,1.0433949999999999,stop_loss,50.0,-0.05619999999999986,-2.809999999999993
short,0.014650254281918731,18,APTUSDT,1681476300,1681492500,12.7221,12.535718000000001,trail_stop,50.0,0.013450254281918731,0.6725127140959366
short,-0.003710476190476306,22,XRPUSDT,1681484400,1681504200,0.525,0.5269480000000001,trail_stop,50.0,-0.004910476190476306,-0.2455238095238153
short,0.005976469146393714,11,ARBUSDT,1681606800,1681616700,1.6319,1.622147,trail_stop,50.0,0.004776469146393714,0.2388234573196857
short,0.014727047146401957,124,AAVEUSDT,1681779600,1681891200,80.6,79.413,trail_stop,50.0,0.013527047146401957,0.6763523573200978
short,0.022007389162561623,124,SOLUSDT,1681779600,1681891200,24.36,23.8239,trail_stop,50.0,0.020807389162561623,1.0403694581280811
short,0.03422714745062008,1,ARBUSDT,1681838100,1681839000,1.7416,1.68199,trail_stop,50.0,0.03302714745062008,1.6513573725310042
short,0.08006987258528563,37,HIGHUSDT,1681857900,1681891200,2.433,2.23819,trail_stop,50.0,0.07886987258528562,3.943493629264281
short,0.025386792452830386,7,CRVUSDT,1681884900,1681891200,1.06,1.0330899999999998,trail_stop,50.0,0.024186792452830386,1.2093396226415194
short,0.08373449131513643,1,AAVEUSDT,1681891200,1681892100,80.6,73.851,trail_stop,50.0,0.08253449131513642,4.126724565756821
short,0.03427124107759615,1,ADAUSDT,1681891200,1681892100,0.4343,0.419416,trail_stop,50.0,0.03307124107759615,1.6535620538798077
short,0.06175685806644026,1,APTUSDT,1681891200,1681892100,12.4051,11.639000000000001,trail_stop,50.0,0.06055685806644026,3.027842903322013
