direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,peak_pnl_pct,exit_reason,ml_prob,kelly_fraction,notional_usd,pnl_pct_net,pnl_usd
short,0.022766393442622882,58,PEPEUSDT,1769653800,1769706000,4.88e-06,4.7689e-06,0.05122950819672134,trail_stop,0.648123752768601,0.1,50.0,0.021566393442622882,1.078319672131144
short,0.0290445859872612,49,WIFUSDT,1769653800,1769697900,0.314,0.30488,0.05732484076433126,trail_stop,0.6407284824012754,0.1,50.0,0.0278445859872612,1.39222929936306
short,-0.0042070116861436385,16,CHZUSDT,1769736600,1769751000,0.04792,0.0481216,0.02504173622704507,trail_stop,0.6752223423198793,0.1,50.0,-0.005407011686143638,-0.2703505843071819
short,0.059760348583878006,99,PEPEUSDT,1769779800,1769868900,4.59e-06,4.3157e-06,0.08714596949891076,trail_stop,0.6404671870696309,0.1,50.0,0.05856034858387801,2.9280174291939005
short,0.046525356290240835,80,AAVEUSDT,1769796900,1769868900,138.23,131.7988,0.0742964624177096,trail_stop,0.6293159368167701,0.1,50.0,0.045325356290240836,2.266267814512042
short,0.06841538219565918,80,SUIUSDT,1769796900,1769868900,1.2716,1.1846029999999999,0.09554891475306712,trail_stop,0.7064555311262776,0.1,50.0,0.06721538219565917,3.3607691097829586
short,-0.006757572100880925,2,ZECUSDT,1769796900,1769798700,331.48,333.72,0.02256546397972734,trail_stop,0.6944510743879426,0.1,50.0,-0.007957572100880925,-0.39787860504404626
short,0.03332176499752096,24,FETUSDT,1769847300,1769868900,0.2017,0.194979,0.06147744174516606,trail_stop,0.6306458919202592,0.1,50.0,0.03212176499752096,1.606088249876048
short,0.014114211550940834,1,ADAUSDT,1769868000,1769868900,0.3082,0.30385,0.04282933160285526,trail_stop,0.6531648148920555,0.1,50.0,0.012914211550940835,0.6457105775470418
short,0.015777777777777828,8,HIGHUSDT,1769868900,1769876100,0.18,0.17715999999999998,0.04444444444444449,trail_stop,0.6216276988805923,0.1,50.0,0.014577777777777828,0.7288888888888914
short,0.08131326949384411,6,CRVUSDT,1769878800,1769884200,0.2924,0.268624,0.1080711354309166,trail_stop,0.8873444227774051,0.1,50.0,0.0801132694938441,4.005663474692205
short,0.07153994845360823,6,DOTUSDT,1769878800,1769884200,1.552,1.44097,0.09858247422680413,trail_stop,0.7666567474649902,0.1,50.0,0.07033994845360822,3.516997422680411
