direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,peak_pnl_pct,exit_reason,ml_prob,kelly_fraction,notional_usd,pnl_pct_net,pnl_usd
short,0.0,192,PEPEUSDT,1769653800,1769826600,4.88e-06,4.88e-06,0.07786885245901634,timeout,0.648123752768601,0.02,10.0,-0.0012,-0.011999999999999999
short,0.15000000000000005,192,WIFUSDT,1769697000,1769869800,0.305,0.25925,0.1508196721311475,take_profit,0.6313691764699491,0.02,10.0,0.14880000000000004,1.4880000000000004
short,0.15000000000000002,41,FETUSDT,1769847300,1769884200,0.2017,0.171445,0.16013882002974714,take_profit,0.6306458919202592,0.02,10.0,0.14880000000000002,1.4880000000000002
short,0.14999999999999994,41,SUIUSDT,1769847300,1769884200,1.2341,1.048985,0.16311482051697596,take_profit,0.6062209096592664,0.02,10.0,0.14879999999999993,1.4879999999999993
short,0.0,192,ADAUSDT,1769868000,1770040800,0.3082,0.3082,0.1288124594419207,timeout,0.6531648148920555,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,CHZUSDT,1769868000,1770040800,0.04667,0.04667,0.12856224555388912,timeout,0.7423203588930122,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,AAVEUSDT,1769878800,1770051600,129.21,129.21,0.10486804426901951,timeout,0.7683081917589749,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,ETHUSDT,1769986800,1770159600,2319.33,2319.33,0.0902545131568168,timeout,0.66738190183745,0.02,10.0,-0.0012,-0.011999999999999999
short,-0.05499999999999989,45,ADAUSDT,1770002100,1770042600,0.284,0.29961999999999994,0.02922535211267597,stop_loss,0.7810957162709,0.02,10.0,-0.05619999999999989,-0.561999999999999
short,0.15,81,ZECUSDT,1770224400,1770297300,266.29,226.34650000000002,0.16215404258515154,take_profit,0.6508937723871517,0.02,10.0,0.1488,1.488
short,0.15000000000000005,106,GALAUSDT,1770227100,1770322500,0.00461,0.0039185,0.16702819956616058,take_profit,0.6745931085475001,0.02,10.0,0.14880000000000004,1.4880000000000004
short,0.14999999999999994,57,XRPUSDT,1770254100,1770305400,1.4944,1.27024,0.15109743040685225,take_profit,0.7533856168722677,0.02,10.0,0.14879999999999993,1.4879999999999993
short,0.15,53,ADAUSDT,1770288300,1770336000,0.2766,0.23511,0.18185104844540856,take_profit,0.6665539280580574,0.02,10.0,0.1488,1.488
short,0.15000000000000002,39,HBARUSDT,1770301800,1770336900,0.08539,0.0725815,0.15505328492797738,take_profit,0.6726588192558483,0.02,10.0,0.14880000000000002,1.4880000000000002
short,0.14999999999999997,38,SEIUSDT,1770301800,1770336000,0.0801,0.068085,0.1523096129837703,take_profit,0.7796274098836944,0.02,10.0,0.14879999999999996,1.4879999999999995
short,-0.054999999999999834,74,BTCUSDT,1770322500,1770389100,65051.38,68629.20589999999,0.07765215741772115,stop_loss,0.719251352757129,0.02,10.0,-0.05619999999999983,-0.5619999999999983
short,-0.05500000000000002,52,SOLUSDT,1770336000,1770382800,78.34,82.6487,0.1383712024508553,stop_loss,0.987890824866354,0.06041666666666676,30.20833333333338,-0.05620000000000002,-1.6977083333333365
short,-0.05499999999999999,22,ZECUSDT,1770336000,1770355800,204.98,216.2539,0.0995706898233974,stop_loss,0.9921703340904421,0.06041666666666676,30.20833333333338,-0.05619999999999999,-1.6977083333333356
short,0.0,192,ZECUSDT,1770545700,1770718500,240.05,240.05,0.05015621745469702,timeout,0.6866096080588467,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,CRVUSDT,1770644700,1770817500,0.25,0.25,0.09640000000000004,timeout,0.6035374654350476,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,WIFUSDT,1770723000,1770895800,0.219,0.219,0.07305936073059355,timeout,0.7112375756085648,0.02,10.0,-0.0012,-0.011999999999999999
short,-0.054999999999999896,93,FETUSDT,1770912000,1770995700,0.1569,0.1655295,0.022307202039515632,stop_loss,0.7156861559921212,0.02,10.0,-0.056199999999999896,-0.561999999999999
short,0.0,192,WIFUSDT,1771177500,1771350300,0.232,0.232,0.030172413793103474,timeout,0.6913622315396889,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,ZECUSDT,1771200000,1771372800,297.73,297.73,0.06559634568232972,timeout,0.6410297556207092,0.02,10.0,-0.0012,-0.011999999999999999
short,-0.05499999999999985,51,ZECUSDT,1771328700,1771374600,283.25,298.82874999999996,0.017828773168579035,stop_loss,0.6027899719929131,0.02,10.0,-0.05619999999999985,-0.5619999999999985
short,0.0,192,ZECUSDT,1771478100,1771650900,264.12,264.12,0.05270331667423904,timeout,0.6124612974362446,0.02,10.0,-0.0012,-0.011999999999999999
short,-0.05500000000000001,95,STRKUSDT,1771895700,1771981200,0.0405,0.0427275,0.02222222222222217,stop_loss,0.6078517808194542,0.02,10.0,-0.05620000000000001,-0.562
short,0.0,192,WIFUSDT,1772117100,1772289900,0.212,0.212,0.13679245283018868,timeout,0.7564592394227394,0.02,10.0,-0.0012,-0.011999999999999999
short,-0.054999999999999875,53,DOTUSDT,1772259300,1772307000,1.529,1.6130949999999997,0.0464355788096795,stop_loss,0.6690497073763929,0.02,10.0,-0.056199999999999875,-0.5619999999999987
short,-0.0549999999999999,77,HIGHUSDT,1772260200,1772329500,0.135,0.142425,0.03703703703703707,stop_loss,0.6154051293306828,0.02,10.0,-0.0561999999999999,-0.5619999999999991
short,-0.054999999999999896,63,UNIUSDT,1772260200,1772316900,3.649,3.8496949999999996,0.030693340641271608,stop_loss,0.6798673440177451,0.02,10.0,-0.056199999999999896,-0.561999999999999
short,-0.05499999999999995,45,NEARUSDT,1772263800,1772304300,1.037,1.0940349999999999,0.0,stop_loss,0.6074279026501772,0.02,10.0,-0.05619999999999995,-0.5619999999999995
short,0.0,192,WIFUSDT,1772881200,1773054000,0.184,0.184,0.05978260869565223,timeout,0.7666741023971599,0.02,10.0,-0.0012,-0.011999999999999999
short,0.0,192,WIFUSDT,1773149400,1773322200,0.172,0.172,0.06395348837209293,timeout,0.7582993357754461,0.02,10.0,-0.0012,-0.011999999999999999
short,-0.05499999999999999,187,WIFUSDT,1773468000,1773636300,0.166,0.17513,0.018072289156626523,stop_loss,0.7022204133589705,0.02,10.0,-0.05619999999999999,-0.5619999999999999
short,0.15,117,ZECUSDT,1773834300,1773939600,271.82,231.047,0.15112942388345224,take_profit,0.6845865255380792,0.02,10.0,0.1488,1.488
short,0.0,192,STRKUSDT,1773837000,1774009800,0.0382,0.0382,0.060209424083769544,timeout,0.668039733884622,0.02,10.0,-0.0012,-0.011999999999999999
