regime,trades,wr,pf,pf_p5,avg_pnl_pct,total_pnl_pct,total_pnl_usd,max_drawdown_pct
bull,1952,0.6762295081967213,3.339428487263565,2.98223365883256,0.015451696717127011,30.161711991831925,1390.9655995915964,-5.920715191112739
bear,882,0.6281179138321995,2.542434081882385,2.1393126086844427,0.01282415154261681,11.310901660588026,512.6250830294011,-11.554094678794446
sideways,2104,0.6197718631178707,2.5851029372676813,2.3189729289981797,0.011954521076423077,25.152312344794154,1131.3756172397077,-7.506595433840248
