month,trades,wr,pf,avg_pnl_pct,total_pnl_usd,equity_end,month_return_pct,drawdown_in_month_pct,avg_notional_usd
2023-04,55,0.6545454545454545,4.107833568485203,0.015418772378071632,70.75208408474694,178.40415592479184,78.40415592479184,-8.149689392870323,90.11723253341538
2023-05,73,0.684931506849315,6.136493993458924,0.014033131939097828,162.74241048488065,336.86988429294905,88.82401172031,-6.003583708860765,201.8842373594768
2023-06,99,0.7070707070707071,5.748760781146865,0.02194343303388928,892.3168430504979,1225.8113376201252,263.8827318128961,-16.41784762615478,531.3088317297918
2023-07,83,0.6385542168674698,3.491806906661842,0.008676102753808547,683.1533608987921,1908.9646985189165,55.73070993331751,-11.60814810731354,1124.8141572288132
2023-08,81,0.6172839506172839,2.8029945318453366,0.014695147466922716,1625.460298637444,3643.3777682371187,90.85621494540254,-28.574999999999967,2040.6043295519034
2023-09,53,0.5094339622641509,3.588165197208614,0.009812022889663832,1333.901652711791,4868.326649868153,33.6212426916064,-5.987895291666665,3388.8760803978134
2023-10,66,0.6666666666666666,3.5287416630560364,0.010969710152737793,2784.1619431740205,7756.610515743933,59.32806226044841,-6.949662272499191,5029.402415351986
2023-11,101,0.5841584158415841,2.3199506921538666,0.007352616577542188,4089.7381495351497,11069.945405082995,42.71627256020965,-14.01625164533863,6975.569067500364
2023-12,86,0.5813953488372093,1.4342201635354401,0.00421113562415109,1952.1995696016486,13694.426312178974,23.708164864940464,-16.026386941916623,8828.786196070796
2024-01,113,0.7345132743362832,4.452101141168649,0.02008793705525758,20061.916183850568,33671.975449058125,145.88087650749094,-16.78054960182086,9912.122259417602
2024-02,68,0.6764705882352942,2.3310545917772227,0.010095689632574109,6049.068950150395,39805.411446179925,18.215254422482555,-7.426199258262716,10000.0
2024-03,121,0.7107438016528925,2.29032559788037,0.009100100354065268,9559.121428418975,49364.532874598895,24.014627863710594,-7.729617048273282,10000.0
2024-04,133,0.7894736842105263,11.636111500339856,0.030420036248646927,38862.64821070041,88227.18108529926,78.72585021603152,-2.8083338282109525,10000.0
2024-05,90,0.6222222222222222,1.889972623667695,0.005863909431014829,4197.518487913347,92606.06056498329,4.963186430551897,-1.743982417904812,10000.0
2024-06,113,0.7787610619469026,7.168640882755485,0.022989409611438194,24622.032860925156,117046.73243413774,26.392086781408874,-1.5537968108868716,10000.0
2024-07,109,0.7155963302752294,4.499472999740334,0.014930373899017189,14966.107549928738,133330.9813678161,13.91260447432099,-1.397092695194962,10000.0
2024-08,131,0.7022900763358778,5.290913728176441,0.017803644963989385,21750.774902826095,153858.1452062323,15.395644453998681,-1.2988864099088475,10000.0
2024-09,82,0.5487804878048781,2.8215195689646873,0.007362234786404288,5053.0325248515155,158842.8889371678,3.2398309002451082,-1.014539481928262,10000.0
2024-10,97,0.7525773195876289,5.693748871312986,0.013444651582172255,11877.312034707089,170591.4287823267,7.396327228602708,-0.9758346001473656,10000.0
2024-11,102,0.6568627450980392,1.6703805578311448,0.006070841327336374,4968.258153883102,175662.21760033432,2.9724757299957387,-1.33260888374196,10000.0
2024-12,160,0.7625,5.330971304167965,0.01830719339796384,27371.50943674214,202949.02088144337,15.533678017883068,-1.2379191249905341,10000.0
2025-01,114,0.6666666666666666,2.49473773529433,0.013460544100742832,13977.020274846824,217010.74731192304,6.928698827620411,-1.772874560719094,10000.0
2025-02,140,0.7357142857142858,4.250716845856839,0.016373284658622127,21242.598522070984,238253.34583399387,9.788731104426601,-0.7857977389368873,10000.0
2025-03,127,0.7165354330708661,3.7448283323574008,0.013893881920193078,16121.23003864521,254374.575872639,6.766423355866659,-0.8263825396131717,10000.0
2025-04,110,0.6636363636363637,1.682355518405792,0.006101623529654976,5391.785882620474,259766.3617552594,2.119624519912705,-1.9335563694362525,10000.0
2025-05,111,0.6216216216216216,2.4536497622116262,0.009949805051075244,9712.28360669352,269478.64536195295,3.738853460881917,-1.5141652313658842,10000.0
2025-06,92,0.7282608695652174,5.522189904183367,0.017794297766945338,15266.753945589711,284745.39930754266,5.665292670995883,-0.5699895061951592,10000.0
2025-07,95,0.7157894736842105,4.240622562284049,0.01319069144074031,11391.156868703294,296136.55617624585,4.000470910646758,-0.378789846097605,10000.0
2025-08,86,0.6162790697674418,2.1048267148496382,0.006814528999877556,4828.4949398946965,300965.0511161405,1.630496079997961,-0.7661502647201982,10000.0
2025-09,63,0.49206349206349204,2.3811042605401402,0.00925620388292482,5075.408446242634,306040.4595623831,1.6863780121380463,-1.006321119392647,10000.0
2025-10,92,0.7282608695652174,13.627025101640315,0.025675635080542,22517.584274098645,328558.0438364816,7.357714828391336,-0.3362990570166416,10000.0
2025-11,134,0.753731343283582,4.487863181556605,0.017800356624691475,22244.477877086574,351377.37971961056,6.94529819348627,-0.5071988167050109,10000.0
2025-12,95,0.5684210526315789,1.947210225830525,0.007613503351631898,6092.828184050303,356842.62322936876,1.5553771600549013,-0.7765136413203745,10000.0
2026-01,123,0.7235772357723578,4.342291265855818,0.022420661149921178,26101.41321440305,381390.5607510356,6.879205544313035,-0.6598937375803501,10000.0
2026-02,235,0.6680851063829787,1.800938617330718,0.008363337893590292,16833.844049937186,401375.386354476,5.239989569769691,-0.9542530741127008,10000.0
2026-03,202,0.6039603960396039,2.5293276235067053,0.01385553306396641,25564.176789212146,426944.9496402806,6.370486122241388,-0.7575221359002914,10000.0
2026-04,171,0.5497076023391813,1.572009730733785,0.008797769945617635,12992.186607006151,438386.97055817646,2.6799757035505922,-1.5005272924977942,10000.0
