pnl_pct,exit_reason,bars_held,entry_bar,entry_price,exit_price,direction,symbol,signal,entry_time
0.021227272727272744,timeout,672,335,0.528,0.54,long,1INCHUSDT,multi_bar_confirm,2023-04-04 11:45:00+00:00
-0.051500000000000004,stop_loss,35,2443,0.501,0.47595,long,1INCHUSDT,multi_bar_confirm,2023-04-26 10:45:00+00:00
-0.051500000000000004,stop_loss,349,2553,0.484,0.4598,long,1INCHUSDT,multi_bar_confirm,2023-04-27 14:15:00+00:00
0.01540821256038649,timeout,672,3680,0.414,0.421,long,1INCHUSDT,multi_bar_confirm,2023-05-09 08:00:00+00:00
-0.051500000000000004,stop_loss,217,6034,0.383,0.36385,long,1INCHUSDT,multi_bar_confirm,2023-06-02 20:30:00+00:00
-0.051500000000000004,stop_loss,232,6955,0.274,0.26030000000000003,long,1INCHUSDT,multi_bar_confirm,2023-06-12 10:45:00+00:00
0.1485,take_profit,510,7330,0.2659,0.30578500000000003,long,1INCHUSDT,multi_bar_confirm,2023-06-16 08:30:00+00:00
-0.051500000000000004,stop_loss,390,8088,0.3236,0.30741999999999997,long,1INCHUSDT,multi_bar_confirm,2023-06-24 06:00:00+00:00
-0.051500000000000004,stop_loss,131,8969,0.338,0.3211,long,1INCHUSDT,multi_bar_confirm,2023-07-03 10:15:00+00:00
0.1485,take_profit,6,9798,0.3207,0.36880499999999994,long,1INCHUSDT,multi_bar_confirm,2023-07-12 01:30:00+00:00
0.1485,take_profit,89,10119,0.3459,0.39778499999999994,long,1INCHUSDT,multi_bar_confirm,2023-07-15 09:45:00+00:00
0.1485,take_profit,19,10264,0.4404,0.50646,long,1INCHUSDT,multi_bar_confirm,2023-07-16 22:00:00+00:00
-0.051500000000000004,stop_loss,283,10669,0.3354,0.31862999999999997,long,1INCHUSDT,multi_bar_confirm,2023-07-21 03:15:00+00:00
0.04437458745874595,timeout,672,10986,0.303,0.3169,long,1INCHUSDT,multi_bar_confirm,2023-07-24 10:30:00+00:00
0.0038388090349075793,timeout,672,13415,0.2435,0.2448,long,1INCHUSDT,multi_bar_confirm,2023-08-18 17:45:00+00:00
0.04151948051948051,timeout,672,13872,0.2464,0.257,long,1INCHUSDT,multi_bar_confirm,2023-08-23 12:00:00+00:00
-0.051500000000000004,stop_loss,68,14373,0.2538,0.24111000000000002,long,1INCHUSDT,multi_bar_confirm,2023-08-28 17:15:00+00:00
-0.051500000000000004,stop_loss,131,14528,0.2585,0.245575,long,1INCHUSDT,multi_bar_confirm,2023-08-30 08:00:00+00:00
0.04767372027408299,timeout,672,16042,0.2481,0.2603,long,1INCHUSDT,multi_bar_confirm,2023-09-15 02:30:00+00:00
-0.051500000000000004,stop_loss,143,16179,0.2568,0.24395999999999995,long,1INCHUSDT,multi_bar_confirm,2023-09-16 12:45:00+00:00
0.008023809523809532,timeout,672,16613,0.2625,0.265,long,1INCHUSDT,multi_bar_confirm,2023-09-21 01:15:00+00:00
-0.051500000000000004,stop_loss,4,19298,0.2703,0.256785,long,1INCHUSDT,multi_bar_confirm,2023-10-19 00:30:00+00:00
0.1485,take_profit,355,19433,0.2516,0.28934,long,1INCHUSDT,multi_bar_confirm,2023-10-20 10:15:00+00:00
0.061447067238912745,timeout,672,19772,0.2796,0.2972,long,1INCHUSDT,multi_bar_confirm,2023-10-23 23:00:00+00:00
-0.051500000000000004,stop_loss,42,19984,0.2932,0.27854,long,1INCHUSDT,multi_bar_confirm,2023-10-26 04:00:00+00:00
-0.051500000000000004,stop_loss,150,20358,0.2976,0.28271999999999997,long,1INCHUSDT,multi_bar_confirm,2023-10-30 01:30:00+00:00
0.1485,take_profit,415,20539,0.2929,0.33683499999999994,long,1INCHUSDT,multi_bar_confirm,2023-10-31 22:45:00+00:00
0.1485,take_profit,374,20700,0.3092,0.35557999999999995,long,1INCHUSDT,multi_bar_confirm,2023-11-02 15:00:00+00:00
0.1485,take_profit,307,20939,0.3244,0.37306,long,1INCHUSDT,multi_bar_confirm,2023-11-05 02:45:00+00:00
0.1485,take_profit,193,21053,0.3431,0.394565,long,1INCHUSDT,multi_bar_confirm,2023-11-06 07:15:00+00:00
-0.051500000000000004,stop_loss,1,21247,0.4011,0.38104499999999997,long,1INCHUSDT,multi_bar_confirm,2023-11-08 07:45:00+00:00
-0.051500000000000004,stop_loss,18,21584,0.3951,0.375345,long,1INCHUSDT,multi_bar_confirm,2023-11-11 20:00:00+00:00
-0.051500000000000004,stop_loss,217,21925,0.3621,0.34399499999999994,long,1INCHUSDT,multi_bar_confirm,2023-11-15 09:15:00+00:00
-0.0015,timeout,672,22600,0.3415,0.3415,long,1INCHUSDT,multi_bar_confirm,2023-11-22 10:00:00+00:00
0.1485,take_profit,396,23790,0.3594,0.41330999999999996,long,1INCHUSDT,multi_bar_confirm,2023-12-04 19:30:00+00:00
-0.051500000000000004,stop_loss,11,24026,0.3843,0.36508499999999994,long,1INCHUSDT,multi_bar_confirm,2023-12-07 06:30:00+00:00
-0.051500000000000004,stop_loss,242,24150,0.3991,0.379145,long,1INCHUSDT,multi_bar_confirm,2023-12-08 13:30:00+00:00
-0.051500000000000004,stop_loss,93,24492,0.3734,0.35473,long,1INCHUSDT,multi_bar_confirm,2023-12-12 03:00:00+00:00
-0.051500000000000004,stop_loss,431,24656,0.3701,0.351595,long,1INCHUSDT,multi_bar_confirm,2023-12-13 20:00:00+00:00
-0.051500000000000004,stop_loss,255,24811,0.3744,0.35568,long,1INCHUSDT,multi_bar_confirm,2023-12-15 10:45:00+00:00
-0.051500000000000004,stop_loss,145,24917,0.3757,0.356915,long,1INCHUSDT,multi_bar_confirm,2023-12-16 13:15:00+00:00
0.1485,take_profit,453,25178,0.3676,0.42273999999999995,long,1INCHUSDT,multi_bar_confirm,2023-12-19 06:30:00+00:00
0.05430357142857148,timeout,672,25460,0.4032,0.4257,long,1INCHUSDT,multi_bar_confirm,2023-12-22 05:00:00+00:00
0.009565672359874893,timeout,672,25628,0.4157,0.4203,long,1INCHUSDT,multi_bar_confirm,2023-12-23 23:00:00+00:00
-0.051500000000000004,stop_loss,106,25788,0.4394,0.41742999999999997,long,1INCHUSDT,multi_bar_confirm,2023-12-25 15:00:00+00:00
0.1485,take_profit,263,26138,0.4346,0.49978999999999996,long,1INCHUSDT,multi_bar_confirm,2023-12-29 06:30:00+00:00
-0.051500000000000004,stop_loss,154,26403,0.4914,0.46682999999999997,long,1INCHUSDT,multi_bar_confirm,2024-01-01 00:45:00+00:00
-0.051500000000000004,stop_loss,128,26724,0.4708,0.44726,long,1INCHUSDT,multi_bar_confirm,2024-01-04 09:00:00+00:00
-0.051500000000000004,stop_loss,34,26978,0.499,0.47404999999999997,long,1INCHUSDT,multi_bar_confirm,2024-01-07 00:30:00+00:00
-0.051500000000000004,stop_loss,27,27192,0.4383,0.416385,long,1INCHUSDT,multi_bar_confirm,2024-01-09 06:00:00+00:00
-0.051500000000000004,stop_loss,10,27305,0.4329,0.411255,long,1INCHUSDT,multi_bar_confirm,2024-01-10 10:15:00+00:00
-0.051500000000000004,stop_loss,109,27416,0.4897,0.465215,long,1INCHUSDT,multi_bar_confirm,2024-01-11 14:00:00+00:00
-0.051500000000000004,stop_loss,63,27636,0.495,0.47025,long,1INCHUSDT,multi_bar_confirm,2024-01-13 21:00:00+00:00
