pnl_pct,exit_reason,bars_held,entry_bar,entry_price,exit_price,direction,symbol,signal,entry_time
-0.051500000000000004,stop_loss,252,141,0.528,0.5544,short,1INCHUSDT,multi_bar_confirm,2023-04-02 11:15:00+00:00
0.0576603053435115,timeout,672,1762,0.524,0.493,short,1INCHUSDT,multi_bar_confirm,2023-04-19 08:30:00+00:00
-0.051500000000000004,stop_loss,18,2480,0.469,0.49245,short,1INCHUSDT,multi_bar_confirm,2023-04-26 20:00:00+00:00
0.08114462809917351,timeout,672,2796,0.484,0.444,short,1INCHUSDT,multi_bar_confirm,2023-04-30 03:00:00+00:00
0.06708407079646024,timeout,672,2946,0.452,0.421,short,1INCHUSDT,multi_bar_confirm,2023-05-01 16:30:00+00:00
0.024321596244131476,timeout,672,3561,0.426,0.415,short,1INCHUSDT,multi_bar_confirm,2023-05-08 02:15:00+00:00
-0.051500000000000004,stop_loss,166,7188,0.257,0.26985000000000003,short,1INCHUSDT,multi_bar_confirm,2023-06-14 21:00:00+00:00
-0.024162889518413725,timeout,672,8261,0.3177,0.3249,short,1INCHUSDT,multi_bar_confirm,2023-06-26 01:15:00+00:00
-0.051500000000000004,stop_loss,178,8480,0.3055,0.32077500000000003,short,1INCHUSDT,multi_bar_confirm,2023-06-28 08:00:00+00:00
-0.051500000000000004,stop_loss,91,8696,0.3068,0.32214000000000004,short,1INCHUSDT,multi_bar_confirm,2023-06-30 14:00:00+00:00
-0.051500000000000004,stop_loss,638,9164,0.3151,0.330855,short,1INCHUSDT,multi_bar_confirm,2023-07-05 11:00:00+00:00
-0.051500000000000004,stop_loss,480,9312,0.3014,0.31647000000000003,short,1INCHUSDT,multi_bar_confirm,2023-07-07 00:00:00+00:00
-0.051500000000000004,stop_loss,155,9806,0.3259,0.342195,short,1INCHUSDT,multi_bar_confirm,2023-07-12 03:30:00+00:00
0.1485,take_profit,509,10474,0.3618,0.30753,short,1INCHUSDT,multi_bar_confirm,2023-07-19 02:30:00+00:00
0.1485,take_profit,200,13134,0.2845,0.24182499999999998,short,1INCHUSDT,multi_bar_confirm,2023-08-15 19:30:00+00:00
-0.051500000000000004,stop_loss,3,13337,0.2284,0.23982,short,1INCHUSDT,multi_bar_confirm,2023-08-17 22:15:00+00:00
-0.025250000000000047,timeout,672,14745,0.24,0.2457,short,1INCHUSDT,multi_bar_confirm,2023-09-01 14:15:00+00:00
-0.051500000000000004,stop_loss,303,15687,0.2292,0.24065999999999999,short,1INCHUSDT,multi_bar_confirm,2023-09-11 09:45:00+00:00
0.05431761006289315,timeout,672,17858,0.2544,0.2402,short,1INCHUSDT,multi_bar_confirm,2023-10-04 00:30:00+00:00
-0.051500000000000004,stop_loss,616,18446,0.2448,0.25704,short,1INCHUSDT,multi_bar_confirm,2023-10-10 03:30:00+00:00
-0.051500000000000004,stop_loss,35,19394,0.2396,0.25158,short,1INCHUSDT,multi_bar_confirm,2023-10-20 00:30:00+00:00
-0.051500000000000004,stop_loss,105,20510,0.2817,0.295785,short,1INCHUSDT,multi_bar_confirm,2023-10-31 15:30:00+00:00
-0.051500000000000004,stop_loss,87,20743,0.296,0.3108,short,1INCHUSDT,multi_bar_confirm,2023-11-03 01:45:00+00:00
0.015111295681063138,timeout,672,21782,0.3612,0.3552,short,1INCHUSDT,multi_bar_confirm,2023-11-13 21:30:00+00:00
-0.051500000000000004,stop_loss,107,22526,0.3389,0.35584499999999997,short,1INCHUSDT,multi_bar_confirm,2023-11-21 15:30:00+00:00
-0.051500000000000004,stop_loss,247,23091,0.344,0.36119999999999997,short,1INCHUSDT,multi_bar_confirm,2023-11-27 12:45:00+00:00
-0.051500000000000004,stop_loss,191,23385,0.3402,0.35721,short,1INCHUSDT,multi_bar_confirm,2023-11-30 14:15:00+00:00
0.058023809523809436,timeout,672,24327,0.3948,0.3713,short,1INCHUSDT,multi_bar_confirm,2023-12-10 09:45:00+00:00
-0.051500000000000004,stop_loss,70,25089,0.3485,0.365925,short,1INCHUSDT,multi_bar_confirm,2023-12-18 08:15:00+00:00
-0.051500000000000004,stop_loss,63,26075,0.4216,0.44268,short,1INCHUSDT,multi_bar_confirm,2023-12-28 14:45:00+00:00
-0.051500000000000004,stop_loss,155,26245,0.4194,0.44037000000000004,short,1INCHUSDT,multi_bar_confirm,2023-12-30 09:15:00+00:00
-0.051500000000000004,stop_loss,2,26641,0.4004,0.42042,short,1INCHUSDT,multi_bar_confirm,2024-01-03 12:15:00+00:00
-0.051500000000000004,stop_loss,22,26854,0.4558,0.47859,short,1INCHUSDT,multi_bar_confirm,2024-01-05 17:30:00+00:00
-0.051500000000000004,stop_loss,101,27066,0.4225,0.443625,short,1INCHUSDT,multi_bar_confirm,2024-01-07 22:30:00+00:00
-0.051500000000000004,stop_loss,49,27254,0.4082,0.42861000000000005,short,1INCHUSDT,multi_bar_confirm,2024-01-09 21:30:00+00:00
0.1485,take_profit,488,27706,0.4699,0.39941499999999996,short,1INCHUSDT,multi_bar_confirm,2024-01-14 14:30:00+00:00
0.1485,take_profit,447,28100,0.4344,0.36924,short,1INCHUSDT,multi_bar_confirm,2024-01-18 17:00:00+00:00
-0.020492149911369988,timeout,672,28456,0.3949,0.4024,short,1INCHUSDT,multi_bar_confirm,2024-01-22 10:00:00+00:00
-0.051500000000000004,stop_loss,88,28552,0.361,0.37905,short,1INCHUSDT,multi_bar_confirm,2024-01-23 10:00:00+00:00
-0.051500000000000004,stop_loss,127,29383,0.3757,0.394485,short,1INCHUSDT,multi_bar_confirm,2024-02-01 01:45:00+00:00
-0.051500000000000004,stop_loss,105,30968,0.4367,0.45853499999999997,short,1INCHUSDT,multi_bar_confirm,2024-02-17 14:00:00+00:00
-0.051500000000000004,stop_loss,328,31682,0.4886,0.51303,short,1INCHUSDT,multi_bar_confirm,2024-02-25 00:30:00+00:00
-0.051500000000000004,stop_loss,222,32896,0.6061,0.636405,short,1INCHUSDT,multi_bar_confirm,2024-03-08 16:00:00+00:00
0.1485,take_profit,261,33463,0.6413,0.545105,short,1INCHUSDT,multi_bar_confirm,2024-03-14 13:45:00+00:00
0.1485,take_profit,248,33668,0.5891,0.5007349999999999,short,1INCHUSDT,multi_bar_confirm,2024-03-16 17:00:00+00:00
-0.051500000000000004,stop_loss,188,33894,0.5288,0.5552400000000001,short,1INCHUSDT,multi_bar_confirm,2024-03-19 01:30:00+00:00
-0.051500000000000004,stop_loss,20,34012,0.4996,0.52458,short,1INCHUSDT,multi_bar_confirm,2024-03-20 07:00:00+00:00
-0.051500000000000004,stop_loss,98,34232,0.5276,0.55398,short,1INCHUSDT,multi_bar_confirm,2024-03-22 14:00:00+00:00
-0.051500000000000004,stop_loss,625,35235,0.585,0.61425,short,1INCHUSDT,multi_bar_confirm,2024-04-02 00:45:00+00:00
-0.051500000000000004,stop_loss,165,35331,0.5303,0.5568150000000001,short,1INCHUSDT,multi_bar_confirm,2024-04-03 00:45:00+00:00
0.1485,take_profit,324,35937,0.586,0.49809999999999993,short,1INCHUSDT,multi_bar_confirm,2024-04-09 08:15:00+00:00
0.1485,take_profit,224,36042,0.5635,0.478975,short,1INCHUSDT,multi_bar_confirm,2024-04-10 10:30:00+00:00
0.1485,take_profit,2,36264,0.5086,0.43231,short,1INCHUSDT,multi_bar_confirm,2024-04-12 18:00:00+00:00
0.1485,take_profit,8,36360,0.4286,0.36430999999999997,short,1INCHUSDT,multi_bar_confirm,2024-04-13 18:00:00+00:00
