pnl_pct,exit_reason,bars_held,entry_price,exit_price,direction,symbol,strategy,entry_time
0.08957806691449821,timeout,672,0.538,0.489,short,1INCHUSDT,B,2023-04-19 08:00:00+00:00
0.0127857142857143,timeout,672,0.49,0.483,short,1INCHUSDT,B,2023-04-21 19:00:00+00:00
-0.051500000000000004,stop_loss,260,0.476,0.4998,short,1INCHUSDT,B,2023-04-26 19:30:00+00:00
0.015087677725118499,timeout,672,0.422,0.415,short,1INCHUSDT,B,2023-05-08 01:30:00+00:00
0.1485,take_profit,434,0.328,0.2788,short,1INCHUSDT,B,2023-06-05 15:45:00+00:00
-0.051500000000000004,stop_loss,59,0.31,0.3255,short,1INCHUSDT,B,2023-06-07 21:45:00+00:00
-0.051500000000000004,stop_loss,1,0.25,0.2625,short,1INCHUSDT,B,2023-06-10 04:15:00+00:00
-0.051500000000000004,stop_loss,120,0.262,0.2751,short,1INCHUSDT,B,2023-06-12 02:45:00+00:00
-0.051500000000000004,stop_loss,108,0.263,0.27615,short,1INCHUSDT,B,2023-06-13 15:45:00+00:00
-0.051500000000000004,stop_loss,192,0.264,0.2772,short,1INCHUSDT,B,2023-06-14 20:30:00+00:00
0.03280634968402036,timeout,672,0.3323,0.3209,short,1INCHUSDT,B,2023-06-25 13:30:00+00:00
-0.051500000000000004,stop_loss,487,0.3145,0.330225,short,1INCHUSDT,B,2023-06-26 21:45:00+00:00
-0.051500000000000004,stop_loss,60,0.2922,0.30681,short,1INCHUSDT,B,2023-06-28 19:30:00+00:00
-0.051500000000000004,stop_loss,130,0.3111,0.326655,short,1INCHUSDT,B,2023-06-30 13:30:00+00:00
-0.051500000000000004,stop_loss,630,0.3132,0.32886,short,1INCHUSDT,B,2023-07-05 12:45:00+00:00
-0.051500000000000004,stop_loss,527,0.3107,0.326235,short,1INCHUSDT,B,2023-07-06 14:00:00+00:00
-0.051500000000000004,stop_loss,156,0.3259,0.342195,short,1INCHUSDT,B,2023-07-12 03:15:00+00:00
-0.051500000000000004,stop_loss,80,0.3349,0.351645,short,1INCHUSDT,B,2023-07-14 18:15:00+00:00
-0.051500000000000004,stop_loss,35,0.4133,0.43396500000000005,short,1INCHUSDT,B,2023-07-16 12:30:00+00:00
-0.051500000000000004,stop_loss,3,0.4227,0.44383500000000004,short,1INCHUSDT,B,2023-07-17 12:30:00+00:00
0.1485,take_profit,564,0.3689,0.313565,short,1INCHUSDT,B,2023-07-18 12:30:00+00:00
0.1485,take_profit,467,0.3395,0.288575,short,1INCHUSDT,B,2023-07-19 13:00:00+00:00
-0.051500000000000004,stop_loss,98,0.3226,0.33873000000000003,short,1INCHUSDT,B,2023-07-20 14:30:00+00:00
-0.051500000000000004,stop_loss,508,0.2996,0.31457999999999997,short,1INCHUSDT,B,2023-07-24 09:45:00+00:00
0.1485,take_profit,202,0.2851,0.24233500000000002,short,1INCHUSDT,B,2023-08-15 19:00:00+00:00
0.1485,take_profit,98,0.2599,0.220915,short,1INCHUSDT,B,2023-08-16 21:00:00+00:00
-0.051500000000000004,stop_loss,1,0.2076,0.21798,short,1INCHUSDT,B,2023-08-17 21:30:00+00:00
-0.013394995898277333,timeout,672,0.2438,0.2467,short,1INCHUSDT,B,2023-08-31 21:00:00+00:00
-0.051500000000000004,stop_loss,250,0.2253,0.236565,short,1INCHUSDT,B,2023-09-11 10:15:00+00:00
0.00978243700639339,timeout,672,0.2659,0.2629,short,1INCHUSDT,B,2023-09-21 09:00:00+00:00
-0.051500000000000004,stop_loss,309,0.2581,0.271005,short,1INCHUSDT,B,2023-09-27 17:30:00+00:00
0.03731552621048425,timeout,672,0.2499,0.2402,short,1INCHUSDT,B,2023-10-04 00:30:00+00:00
-0.051500000000000004,stop_loss,660,0.2441,0.256305,short,1INCHUSDT,B,2023-10-09 16:30:00+00:00
-0.051500000000000004,stop_loss,388,0.259,0.27195,short,1INCHUSDT,B,2023-10-19 00:30:00+00:00
-0.051500000000000004,stop_loss,96,0.2769,0.290745,short,1INCHUSDT,B,2023-10-24 15:30:00+00:00
-0.051500000000000004,stop_loss,264,0.2801,0.294105,short,1INCHUSDT,B,2023-10-26 14:30:00+00:00
-0.051500000000000004,stop_loss,106,0.2817,0.295785,short,1INCHUSDT,B,2023-10-31 15:15:00+00:00
-0.051500000000000004,stop_loss,273,0.3087,0.324135,short,1INCHUSDT,B,2023-11-02 05:15:00+00:00
-0.051500000000000004,stop_loss,101,0.3322,0.34881,short,1INCHUSDT,B,2023-11-05 11:00:00+00:00
-0.051500000000000004,stop_loss,114,0.3406,0.35763,short,1INCHUSDT,B,2023-11-07 02:45:00+00:00
0.1485,take_profit,128,0.3778,0.32113,short,1INCHUSDT,B,2023-11-08 08:00:00+00:00
-0.051500000000000004,stop_loss,29,0.3529,0.370545,short,1INCHUSDT,B,2023-11-09 16:00:00+00:00
-0.051500000000000004,stop_loss,25,0.3678,0.38619000000000003,short,1INCHUSDT,B,2023-11-11 04:15:00+00:00
0.015157564172583423,timeout,672,0.3662,0.3601,short,1INCHUSDT,B,2023-11-13 05:00:00+00:00
-0.051500000000000004,stop_loss,44,0.3383,0.355215,short,1INCHUSDT,B,2023-11-14 18:45:00+00:00
-0.051500000000000004,stop_loss,69,0.3587,0.37663500000000005,short,1INCHUSDT,B,2023-11-16 13:15:00+00:00
-0.014646853146853251,timeout,672,0.3575,0.3622,short,1INCHUSDT,B,2023-11-17 13:45:00+00:00
-0.051500000000000004,stop_loss,109,0.3395,0.35647500000000004,short,1INCHUSDT,B,2023-11-21 15:00:00+00:00
-0.051500000000000004,stop_loss,363,0.3437,0.360885,short,1INCHUSDT,B,2023-11-30 05:30:00+00:00
-0.051500000000000004,stop_loss,11,0.3515,0.369075,short,1INCHUSDT,B,2023-12-04 11:00:00+00:00
-0.051500000000000004,stop_loss,29,0.3673,0.38566500000000004,short,1INCHUSDT,B,2023-12-07 09:15:00+00:00
0.04228058202420799,timeout,672,0.3883,0.3713,short,1INCHUSDT,B,2023-12-10 09:45:00+00:00
0.06298146157979571,timeout,672,0.3722,0.3482,short,1INCHUSDT,B,2023-12-11 09:45:00+00:00
-0.051500000000000004,stop_loss,52,0.353,0.37065,short,1INCHUSDT,B,2023-12-13 06:45:00+00:00
-0.051500000000000004,stop_loss,322,0.3581,0.376005,short,1INCHUSDT,B,2023-12-18 01:30:00+00:00
-0.051500000000000004,stop_loss,81,0.4211,0.44215499999999996,short,1INCHUSDT,B,2023-12-24 22:00:00+00:00
-0.051500000000000004,stop_loss,34,0.4346,0.45633,short,1INCHUSDT,B,2023-12-26 05:15:00+00:00
-0.051500000000000004,stop_loss,64,0.4213,0.442365,short,1INCHUSDT,B,2023-12-28 14:30:00+00:00
-0.051500000000000004,stop_loss,218,0.4241,0.445305,short,1INCHUSDT,B,2023-12-29 17:30:00+00:00
-0.051500000000000004,stop_loss,6,0.5088,0.53424,short,1INCHUSDT,B,2024-01-01 07:15:00+00:00
0.1485,take_profit,84,0.4705,0.399925,short,1INCHUSDT,B,2024-01-02 15:00:00+00:00
-0.051500000000000004,stop_loss,65,0.4213,0.442365,short,1INCHUSDT,B,2024-01-03 15:00:00+00:00
-0.051500000000000004,stop_loss,37,0.458,0.48090000000000005,short,1INCHUSDT,B,2024-01-04 15:15:00+00:00
-0.051500000000000004,stop_loss,131,0.4715,0.495075,short,1INCHUSDT,B,2024-01-05 15:30:00+00:00
0.1485,take_profit,83,0.4903,0.416755,short,1INCHUSDT,B,2024-01-07 01:45:00+00:00
-0.051500000000000004,stop_loss,67,0.4033,0.42346500000000004,short,1INCHUSDT,B,2024-01-08 01:45:00+00:00
-0.051500000000000004,stop_loss,146,0.4314,0.45297000000000004,short,1INCHUSDT,B,2024-01-09 09:45:00+00:00
-0.051500000000000004,stop_loss,33,0.4127,0.433335,short,1INCHUSDT,B,2024-01-10 12:45:00+00:00
-0.051500000000000004,stop_loss,16,0.4968,0.52164,short,1INCHUSDT,B,2024-01-11 19:15:00+00:00
-0.051500000000000004,stop_loss,34,0.4664,0.48972,short,1INCHUSDT,B,2024-01-12 21:30:00+00:00
0.1485,take_profit,527,0.4766,0.40511,short,1INCHUSDT,B,2024-01-14 04:30:00+00:00
0.1485,take_profit,672,0.4582,0.38947,short,1INCHUSDT,B,2024-01-15 14:45:00+00:00
0.1485,take_profit,534,0.4536,0.38556,short,1INCHUSDT,B,2024-01-17 05:45:00+00:00
0.1485,take_profit,449,0.4349,0.369665,short,1INCHUSDT,B,2024-01-18 16:30:00+00:00
-0.051500000000000004,stop_loss,9,0.395,0.41475000000000006,short,1INCHUSDT,B,2024-01-19 16:30:00+00:00
0.031189450222882588,timeout,672,0.4038,0.3906,short,1INCHUSDT,B,2024-01-22 02:30:00+00:00
-0.051500000000000004,stop_loss,270,0.3656,0.38388,short,1INCHUSDT,B,2024-01-23 09:00:00+00:00
0.027284119106699745,timeout,672,0.403,0.3914,short,1INCHUSDT,B,2024-01-31 01:15:00+00:00
-0.051500000000000004,stop_loss,135,0.3777,0.396585,short,1INCHUSDT,B,2024-02-01 01:15:00+00:00
-0.051500000000000004,stop_loss,467,0.4443,0.466515,short,1INCHUSDT,B,2024-02-15 01:15:00+00:00
-0.051500000000000004,stop_loss,272,0.4399,0.46189500000000006,short,1INCHUSDT,B,2024-02-16 15:00:00+00:00
-0.051500000000000004,stop_loss,286,0.4416,0.46368000000000004,short,1INCHUSDT,B,2024-02-20 15:00:00+00:00
-0.051500000000000004,stop_loss,20,0.4659,0.489195,short,1INCHUSDT,B,2024-02-23 15:00:00+00:00
-0.051500000000000004,stop_loss,450,0.5011,0.526155,short,1INCHUSDT,B,2024-02-24 15:00:00+00:00
-0.051500000000000004,stop_loss,24,0.4847,0.508935,short,1INCHUSDT,B,2024-02-28 18:00:00+00:00
-0.051500000000000004,stop_loss,44,0.5097,0.535185,short,1INCHUSDT,B,2024-02-29 22:00:00+00:00
-0.051500000000000004,stop_loss,7,0.54,0.5670000000000001,short,1INCHUSDT,B,2024-03-03 07:15:00+00:00
-0.051500000000000004,stop_loss,102,0.5742,0.6029100000000001,short,1INCHUSDT,B,2024-03-04 07:15:00+00:00
0.1485,take_profit,15,0.5725,0.486625,short,1INCHUSDT,B,2024-03-05 16:00:00+00:00
-0.051500000000000004,stop_loss,29,0.5995,0.629475,short,1INCHUSDT,B,2024-03-06 16:30:00+00:00
-0.051500000000000004,stop_loss,24,0.5965,0.626325,short,1INCHUSDT,B,2024-03-10 14:30:00+00:00
-0.051500000000000004,stop_loss,63,0.6266,0.6579300000000001,short,1INCHUSDT,B,2024-03-12 08:00:00+00:00
0.1485,take_profit,174,0.6669,0.5668650000000001,short,1INCHUSDT,B,2024-03-13 13:30:00+00:00
0.1485,take_profit,262,0.6355,0.540175,short,1INCHUSDT,B,2024-03-14 13:45:00+00:00
0.1485,take_profit,303,0.6091,0.517735,short,1INCHUSDT,B,2024-03-16 01:45:00+00:00
-0.051500000000000004,stop_loss,13,0.5442,0.5714100000000001,short,1INCHUSDT,B,2024-03-17 07:00:00+00:00
-0.0032639795378373625,timeout,672,0.5669,0.5679,short,1INCHUSDT,B,2024-03-18 13:15:00+00:00
-0.051500000000000004,stop_loss,55,0.5,0.525,short,1INCHUSDT,B,2024-03-19 22:15:00+00:00
-0.051500000000000004,stop_loss,215,0.5327,0.559335,short,1INCHUSDT,B,2024-03-22 13:30:00+00:00
-0.051500000000000004,stop_loss,272,0.5819,0.610995,short,1INCHUSDT,B,2024-03-27 09:00:00+00:00
0.051502348205300176,timeout,672,0.5962,0.5646,short,1INCHUSDT,B,2024-04-01 05:45:00+00:00
-0.051500000000000004,stop_loss,591,0.5624,0.59052,short,1INCHUSDT,B,2024-04-02 05:45:00+00:00
0.1485,take_profit,397,0.6142,0.5220699999999999,short,1INCHUSDT,B,2024-04-08 14:00:00+00:00
0.1485,take_profit,216,0.5487,0.46639499999999995,short,1INCHUSDT,B,2024-04-10 12:30:00+00:00
0.1485,take_profit,9,0.5342,0.45407,short,1INCHUSDT,B,2024-04-12 16:15:00+00:00
0.1485,take_profit,13,0.4464,0.37944,short,1INCHUSDT,B,2024-04-13 16:45:00+00:00
-0.051500000000000004,stop_loss,19,0.395,0.41475000000000006,short,1INCHUSDT,B,2024-04-14 17:15:00+00:00
-0.051500000000000004,stop_loss,342,0.4003,0.420315,short,1INCHUSDT,B,2024-04-15 17:15:00+00:00
-0.051500000000000004,stop_loss,109,0.3836,0.40278,short,1INCHUSDT,B,2024-04-17 11:45:00+00:00
-0.051500000000000004,stop_loss,10,0.3859,0.405195,short,1INCHUSDT,B,2024-04-19 01:30:00+00:00
0.10775151092515119,timeout,672,0.4302,0.3832,short,1INCHUSDT,B,2024-04-24 14:30:00+00:00
0.05062450592885377,timeout,672,0.4048,0.3837,short,1INCHUSDT,B,2024-04-30 08:45:00+00:00
-0.051500000000000004,stop_loss,421,0.3758,0.39459000000000005,short,1INCHUSDT,B,2024-05-01 16:00:00+00:00
0.05498535564853558,timeout,672,0.3824,0.3608,short,1INCHUSDT,B,2024-05-06 14:45:00+00:00
-0.051500000000000004,stop_loss,523,0.3641,0.382305,short,1INCHUSDT,B,2024-05-10 16:30:00+00:00
-0.051500000000000004,stop_loss,48,0.4009,0.420945,short,1INCHUSDT,B,2024-05-23 16:15:00+00:00
-0.051500000000000004,stop_loss,40,0.4122,0.43281000000000003,short,1INCHUSDT,B,2024-05-28 05:45:00+00:00
-0.051500000000000004,stop_loss,50,0.4793,0.5032650000000001,short,1INCHUSDT,B,2024-05-30 06:30:00+00:00
0.005323198876179037,timeout,672,0.4983,0.4949,short,1INCHUSDT,B,2024-05-31 06:30:00+00:00
-0.051500000000000004,stop_loss,435,0.4733,0.49696500000000005,short,1INCHUSDT,B,2024-06-02 18:00:00+00:00
-0.051500000000000004,stop_loss,1,0.4246,0.44583,short,1INCHUSDT,B,2024-06-07 18:00:00+00:00
0.09478820960698696,timeout,672,0.458,0.4139,short,1INCHUSDT,B,2024-06-08 18:30:00+00:00
0.08930160794514067,timeout,672,0.4229,0.3845,short,1INCHUSDT,B,2024-06-11 01:45:00+00:00
-0.051500000000000004,stop_loss,521,0.4156,0.43638000000000005,short,1INCHUSDT,B,2024-06-13 20:30:00+00:00
-0.051500000000000004,stop_loss,172,0.4028,0.42294,short,1INCHUSDT,B,2024-06-17 08:15:00+00:00
-0.051500000000000004,stop_loss,48,0.3795,0.398475,short,1INCHUSDT,B,2024-06-18 08:15:00+00:00
0.07142868682206327,timeout,672,0.4333,0.4017,short,1INCHUSDT,B,2024-06-20 14:00:00+00:00
0.1485,take_profit,106,0.3609,0.306765,short,1INCHUSDT,B,2024-07-04 01:45:00+00:00
-0.051500000000000004,stop_loss,58,0.3385,0.35542500000000005,short,1INCHUSDT,B,2024-07-05 01:45:00+00:00
-0.051500000000000004,stop_loss,30,0.3639,0.382095,short,1INCHUSDT,B,2024-07-08 00:45:00+00:00
-0.051500000000000004,stop_loss,219,0.4,0.42000000000000004,short,1INCHUSDT,B,2024-07-11 15:45:00+00:00
-0.051500000000000004,stop_loss,74,0.412,0.4326,short,1INCHUSDT,B,2024-07-16 06:45:00+00:00
-0.051500000000000004,stop_loss,241,0.4101,0.430605,short,1INCHUSDT,B,2024-07-18 15:00:00+00:00
0.09112522023659703,timeout,672,0.3973,0.3605,short,1INCHUSDT,B,2024-07-23 16:45:00+00:00
0.07506926406926405,timeout,672,0.3696,0.3413,short,1INCHUSDT,B,2024-07-25 01:00:00+00:00
0.1485,take_profit,376,0.3498,0.29733,short,1INCHUSDT,B,2024-07-30 19:15:00+00:00
-0.051500000000000004,stop_loss,19,0.3302,0.34671,short,1INCHUSDT,B,2024-08-01 16:45:00+00:00
0.1485,take_profit,219,0.3219,0.273615,short,1INCHUSDT,B,2024-08-02 18:00:00+00:00
0.1485,take_profit,124,0.2963,0.251855,short,1INCHUSDT,B,2024-08-03 18:00:00+00:00
0.1485,take_profit,28,0.2786,0.23681,short,1INCHUSDT,B,2024-08-04 18:00:00+00:00
-0.051500000000000004,stop_loss,22,0.249,0.26145,short,1INCHUSDT,B,2024-08-05 18:45:00+00:00
-0.051500000000000004,stop_loss,98,0.2549,0.267645,short,1INCHUSDT,B,2024-08-07 14:30:00+00:00
0.0605506999621641,timeout,672,0.2643,0.2479,short,1INCHUSDT,B,2024-08-11 15:00:00+00:00
-0.0410502132609538,timeout,672,0.2579,0.2681,short,1INCHUSDT,B,2024-08-14 19:00:00+00:00
-0.051500000000000004,stop_loss,407,0.2444,0.25662,short,1INCHUSDT,B,2024-08-15 19:00:00+00:00
0.11463645074741287,timeout,672,0.2609,0.2306,short,1INCHUSDT,B,2024-08-26 17:30:00+00:00
-0.051500000000000004,stop_loss,47,0.2355,0.247275,short,1INCHUSDT,B,2024-08-27 22:00:00+00:00
-0.051500000000000004,stop_loss,30,0.2395,0.251475,short,1INCHUSDT,B,2024-08-28 22:30:00+00:00
-0.051500000000000004,stop_loss,29,0.2355,0.247275,short,1INCHUSDT,B,2024-08-30 15:45:00+00:00
-0.051500000000000004,stop_loss,46,0.223,0.23415000000000002,short,1INCHUSDT,B,2024-09-01 22:45:00+00:00
-0.051500000000000004,stop_loss,42,0.2257,0.23698500000000003,short,1INCHUSDT,B,2024-09-03 15:45:00+00:00
0.08940909090909098,timeout,672,0.275,0.25,short,1INCHUSDT,B,2024-09-04 17:00:00+00:00
-0.051500000000000004,stop_loss,99,0.2481,0.260505,short,1INCHUSDT,B,2024-09-06 07:45:00+00:00
-0.051500000000000004,stop_loss,181,0.2495,0.261975,short,1INCHUSDT,B,2024-09-11 04:00:00+00:00
-0.051500000000000004,stop_loss,582,0.2587,0.271635,short,1INCHUSDT,B,2024-09-13 12:15:00+00:00
-0.051500000000000004,stop_loss,307,0.2462,0.25851,short,1INCHUSDT,B,2024-09-15 21:00:00+00:00
0.1485,take_profit,326,0.3034,0.25789,short,1INCHUSDT,B,2024-09-28 07:45:00+00:00
0.1485,take_profit,261,0.2905,0.24692499999999998,short,1INCHUSDT,B,2024-09-30 01:45:00+00:00
0.04932266910420483,timeout,672,0.2735,0.2596,short,1INCHUSDT,B,2024-10-01 14:45:00+00:00
-0.051500000000000004,stop_loss,241,0.2484,0.26082,short,1INCHUSDT,B,2024-10-02 18:45:00+00:00
0.023434871604019292,timeout,672,0.2687,0.262,short,1INCHUSDT,B,2024-10-23 08:00:00+00:00
-0.051500000000000004,stop_loss,358,0.2529,0.26554500000000003,short,1INCHUSDT,B,2024-10-25 23:00:00+00:00
-0.051500000000000004,stop_loss,195,0.2246,0.23583,short,1INCHUSDT,B,2024-11-03 13:45:00+00:00
-0.051500000000000004,stop_loss,200,0.2607,0.273735,short,1INCHUSDT,B,2024-11-07 06:30:00+00:00
-0.051500000000000004,stop_loss,23,0.284,0.29819999999999997,short,1INCHUSDT,B,2024-11-10 20:30:00+00:00
-0.051500000000000004,stop_loss,401,0.296,0.3108,short,1INCHUSDT,B,2024-11-12 10:30:00+00:00
-0.051500000000000004,stop_loss,16,0.2799,0.293895,short,1INCHUSDT,B,2024-11-13 10:30:00+00:00
-0.051500000000000004,stop_loss,149,0.278,0.29190000000000005,short,1INCHUSDT,B,2024-11-14 14:30:00+00:00
-0.051500000000000004,stop_loss,113,0.3006,0.31562999999999997,short,1INCHUSDT,B,2024-11-17 02:00:00+00:00
-0.051500000000000004,stop_loss,437,0.3564,0.37422,short,1INCHUSDT,B,2024-11-19 00:15:00+00:00
-0.051500000000000004,stop_loss,223,0.3269,0.343245,short,1INCHUSDT,B,2024-11-20 01:15:00+00:00
-0.051500000000000004,stop_loss,96,0.3892,0.40866,short,1INCHUSDT,B,2024-11-24 11:00:00+00:00
-0.051500000000000004,stop_loss,193,0.389,0.40845000000000004,short,1INCHUSDT,B,2024-11-25 15:00:00+00:00
-0.051500000000000004,stop_loss,37,0.3731,0.391755,short,1INCHUSDT,B,2024-11-26 15:00:00+00:00
