entry_idx,exit_idx,entry_price,exit_price,sl_price,tp_price,exit_reason,pnl_pct,bars_held,atr14_at_entry,detector,asset,direction,entry_time,signal_time
3074,3076,0.0943,0.09159804591076139,0.09520065136307954,0.09159804591076139,take_profit,0.027452747499879207,2,0.0004503256815397676,macd_pullback_short,ARBUSDT,short,2026-02-23T00:30:00+00:00,2026-02-23T00:00:00+00:00
3074,3076,0.0943,0.09159804591076139,0.09520065136307954,0.09159804591076139,take_profit,0.027452747499879207,2,0.0004503256815397676,macd_early_trend_short,ARBUSDT,short,2026-02-23T00:30:00+00:00,2026-02-23T00:00:00+00:00
5266,5281,0.10851,0.10752697944844893,0.10752943087127075,0.11145170738618773,stop_loss,-0.010259262294268453,15,0.0004902845643646231,macd_pullback_long,ARBUSDT,long,2026-03-17T20:30:00+00:00,2026-03-17T20:00:00+00:00
7186,7190,0.09592,0.09513301851622198,0.09513498106356308,0.09827505680931077,stop_loss,-0.009404560923457294,4,0.0003925094682184598,macd_pullback_long,ARBUSDT,long,2026-04-06T20:30:00+00:00,2026-04-06T20:00:00+00:00
7474,7478,0.10353,0.10721012231662944,0.10230329256112351,0.10721012231662944,take_profit,0.034346434044522735,4,0.0006133537194382395,macd_pullback_long,ARBUSDT,long,2026-04-09T20:30:00+00:00,2026-04-09T20:00:00+00:00
8226,8253,0.13285,0.13008411393872812,0.13009101141020263,0.14112696576939207,stop_loss,-0.022019616569603852,27,0.001379494294898677,macd_pullback_long,ARBUSDT,long,2026-04-17T16:30:00+00:00,2026-04-17T16:00:00+00:00
8706,8711,0.12808,0.13208196903370895,0.126746010322097,0.13208196903370895,take_profit,0.030045854416840618,5,0.0006669948389514891,macd_pullback_long,ARBUSDT,long,2026-04-22T16:30:00+00:00,2026-04-22T16:00:00+00:00
3378,3387,9.51,9.370214144590799,9.370562737746432,9.9283117867607,stop_loss,-0.015898828118738283,9,0.06971863112678349,macd_pullback_long,AVAXUSDT,long,2026-02-26T04:30:00+00:00,2026-02-26T04:00:00+00:00
3666,3683,9.26,9.121288309814426,9.121634224253793,9.67509732723862,stop_loss,-0.016179664166908574,17,0.06918288787310337,macd_pullback_long,AVAXUSDT,long,2026-03-01T04:30:00+00:00,2026-03-01T04:00:00+00:00
4082,4086,9.48,9.380550530073494,9.380798533739146,9.777604398782564,stop_loss,-0.011690450414188447,4,0.04960073313042736,macd_pullback_long,AVAXUSDT,long,2026-03-05T12:30:00+00:00,2026-03-05T12:00:00+00:00
4530,4568,9.44,9.311727075427529,9.312046958032447,9.82385912590266,stop_loss,-0.014788233535219382,38,0.0639765209837768,macd_pullback_long,AVAXUSDT,long,2026-03-10T04:30:00+00:00,2026-03-10T04:00:00+00:00
4626,4630,9.64,9.544523126660891,9.544761223601887,9.925716329194342,stop_loss,-0.011104239972936632,4,0.04761938819905709,macd_pullback_long,AVAXUSDT,long,2026-03-11T04:30:00+00:00,2026-03-11T04:00:00+00:00
7442,7454,9.101,9.300252622565997,9.03458245914467,9.300252622565997,take_profit,0.020693486712009285,12,0.03320877042766619,macd_pullback_long,AVAXUSDT,long,2026-04-09T12:30:00+00:00,2026-04-09T12:00:00+00:00
7538,7604,9.36,9.29160805908739,9.291778612556,9.564664162332,stop_loss,-0.00850683129408228,66,0.03411069372200009,macd_pullback_long,AVAXUSDT,long,2026-04-10T12:30:00+00:00,2026-04-10T12:00:00+00:00
7938,7942,9.462,9.352448654642327,9.352721850017284,9.789834449948145,stop_loss,-0.012778032694744541,4,0.05463907499135757,macd_pullback_long,AVAXUSDT,long,2026-04-14T16:30:00+00:00,2026-04-14T16:00:00+00:00
8226,8232,9.901,9.75681851100483,9.75717806584023,10.332465802479307,stop_loss,-0.01576231582619628,6,0.07191096707988452,macd_pullback_long,AVAXUSDT,long,2026-04-17T16:30:00+00:00,2026-04-17T16:00:00+00:00
4706,4726,0.183,0.17560059035996958,0.17561904275308687,0.20514287174073936,stop_loss,-0.041633932459182586,20,0.003690478623456562,macd_pullback_long,AVNTUSDT,long,2026-03-12T00:30:00+00:00,2026-03-12T00:00:00+00:00
5154,5182,0.162,0.16739035993402712,0.1602032133553243,0.16739035993402712,take_profit,0.032073826753253806,28,0.0008983933223378534,macd_pullback_long,AVNTUSDT,long,2026-03-16T16:30:00+00:00,2026-03-16T16:00:00+00:00
7602,7615,0.1434,0.14068179270620718,0.14068857127801215,0.1515342861659635,stop_loss,-0.020155420458806302,13,0.0013557143609939195,macd_pullback_long,AVNTUSDT,long,2026-04-11T04:30:00+00:00,2026-04-11T04:00:00+00:00
8226,8229,0.1472,0.14553942191231015,0.14554356300479815,0.15216931098560557,stop_loss,-0.01248110113919736,3,0.0008282184976009269,macd_pullback_long,AVNTUSDT,long,2026-04-17T16:30:00+00:00,2026-04-17T16:00:00+00:00
8738,8746,0.1443,0.14209469515605025,0.14210019466937682,0.15089941599186957,stop_loss,-0.016482777851349703,8,0.0010999026653115917,macd_pullback_long,AVNTUSDT,long,2026-04-23T00:30:00+00:00,2026-04-23T00:00:00+00:00
8930,8948,0.151,0.1496123126665319,0.1496157732334483,0.15515268029965507,stop_loss,-0.010389982340848244,18,0.0006921133832758468,macd_pullback_long,AVNTUSDT,long,2026-04-25T00:30:00+00:00,2026-04-25T00:00:00+00:00
9058,9065,0.155,0.16363021746526277,0.1521232608449124,0.16363021746526277,take_profit,0.05447882235653399,7,0.0014383695775437965,macd_pullback_long,AVNTUSDT,long,2026-04-26T08:30:00+00:00,2026-04-26T08:00:00+00:00
114,129,0.2712,0.278974700378554,0.26860843320714867,0.278974700378554,take_profit,0.027467774257204976,15,0.0012957833964256673,rsi_recovery_long,AVNTUSDT,long,2026-01-23T04:30:00+00:00,2026-01-23T04:00:00+00:00
2050,2084,1.446,1.3645633798651169,1.473145540044961,1.3645633798651169,take_profit,0.05511854781112245,34,0.013572770022480503,macd_pullback_short,AXSUSDT,short,2026-02-12T08:30:00+00:00,2026-02-12T08:00:00+00:00
4962,5322,1.224,1.3111732134293352,1.1949422621902215,1.3111732134293352,take_profit,0.07001994561220201,360,0.014528868904889216,macd_pullback_long,AXSUSDT,long,2026-03-14T16:30:00+00:00,2026-03-14T16:00:00+00:00
5058,5175,1.218,1.2559271104868166,1.2053576298377278,1.2559271104868166,take_profit,0.029938842764217266,117,0.00632118508113612,macd_pullback_long,AXSUSDT,long,2026-03-15T16:30:00+00:00,2026-03-15T16:00:00+00:00
7474,7488,1.1337,1.1233812126280232,1.123406945264861,1.1645791642054166,stop_loss,-0.01030186766514667,14,0.0051465273675694355,macd_pullback_long,AXSUSDT,long,2026-04-09T20:30:00+00:00,2026-04-09T20:00:00+00:00
9074,9092,1.4086,1.3801460768853788,1.3802170342996298,1.493748897101111,stop_loss,-0.0214001441960963,18,0.01419148285018515,macd_pullback_long,AXSUSDT,long,2026-04-26T12:30:00+00:00,2026-04-26T12:00:00+00:00
7506,7680,0.05739,0.061100608227768104,0.05615313059074396,0.061100608227768104,take_profit,0.06345600675671906,174,0.0006184347046280175,macd_pullback_long,BANUSDT,long,2026-04-10T04:30:00+00:00,2026-04-10T04:00:00+00:00
7602,7629,0.05833,0.05732175371162819,0.05732426804152438,0.061347195875426856,stop_loss,-0.01848520981264889,27,0.0005028659792378099,macd_pullback_long,BANUSDT,long,2026-04-11T04:30:00+00:00,2026-04-11T04:00:00+00:00
7698,7720,0.06126,0.06639845214425551,0.059547182618581496,0.06639845214425551,take_profit,0.08267940163655738,22,0.0008564086907092515,macd_pullback_long,BANUSDT,long,2026-04-12T04:30:00+00:00,2026-04-12T04:00:00+00:00
8722,8745,0.08416,0.08224512950319848,0.08224990474134512,0.08989028577596464,stop_loss,-0.023952738792793676,23,0.0009550476293274408,macd_pullback_long,BANUSDT,long,2026-04-22T20:30:00+00:00,2026-04-22T20:00:00+00:00
7010,7041,0.3318,0.34038456818236773,0.3403631602816636,0.3061105191550092,stop_loss,-0.027072719054755116,31,0.004281580140831796,macd_pullback_short,BEATUSDT,short,2026-04-05T00:30:00+00:00,2026-04-05T00:00:00+00:00
7010,7041,0.3318,0.34038456818236773,0.3403631602816636,0.3061105191550092,stop_loss,-0.027072719054755116,31,0.004281580140831796,macd_early_trend_short,BEATUSDT,short,2026-04-05T00:30:00+00:00,2026-04-05T00:00:00+00:00
3842,3846,0.2723,0.2638273438610047,0.26384847267930644,0.29765458196208067,stop_loss,-0.03231515291588426,4,0.004225763660346783,macd_pullback_long,BEATUSDT,long,2026-03-03T00:30:00+00:00,2026-03-03T00:00:00+00:00
4098,4110,0.2788,0.2914981149944405,0.2745672950018532,0.2914981149944405,take_profit,0.04434560614935622,12,0.0021163524990734156,macd_pullback_long,BEATUSDT,long,2026-03-05T16:30:00+00:00,2026-03-05T16:00:00+00:00
4914,4944,0.4408,0.4287143885222229,0.42874452720421236,0.47696641838736303,stop_loss,-0.02861744890602801,30,0.006027736397893834,macd_pullback_long,BEATUSDT,long,2026-03-14T04:30:00+00:00,2026-03-14T04:00:00+00:00
5234,5287,0.5144,0.49317145902194204,0.49322439802687484,0.5779268059193753,stop_loss,-0.04246854778005041,53,0.01058780098656256,macd_pullback_long,BEATUSDT,long,2026-03-17T12:30:00+00:00,2026-03-17T12:00:00+00:00
8162,8189,0.4713,0.45194625812645206,0.4519945218218973,0.5292164345343081,stop_loss,-0.04226459128696783,27,0.009652739089051355,macd_pullback_long,BEATUSDT,long,2026-04-17T00:30:00+00:00,2026-04-17T00:00:00+00:00
8258,8353,0.4928,0.4775565563939892,0.4775945699690665,0.5384162900928006,stop_loss,-0.03213231251219728,95,0.007602715015466761,macd_pullback_long,BEATUSDT,long,2026-04-18T00:30:00+00:00,2026-04-18T00:00:00+00:00
8786,8791,0.5864,0.5701777620963621,0.5702182165549746,0.6349453503350762,stop_loss,-0.028864116479600903,5,0.00809089172251269,macd_pullback_long,BEATUSDT,long,2026-04-23T12:30:00+00:00,2026-04-23T12:00:00+00:00
6082,6119,0.01748,0.01704025198642343,0.017626582671192187,0.01704025198642343,take_profit,0.023957209014677957,37,7.329133559609482e-05,macd_pullback_short,BIOUSDT,short,2026-03-26T08:30:00+00:00,2026-03-26T08:00:00+00:00
6082,6119,0.01748,0.01704025198642343,0.017626582671192187,0.01704025198642343,take_profit,0.023957209014677957,37,7.329133559609482e-05,macd_early_trend_short,BIOUSDT,short,2026-03-26T08:30:00+00:00,2026-03-26T08:00:00+00:00
4866,4871,0.0214,0.021129278839724736,0.021129953954837643,0.022210138135487067,stop_loss,-0.013850521508189877,5,0.00013502302258117782,macd_pullback_long,BIOUSDT,long,2026-03-13T16:30:00+00:00,2026-03-13T16:00:00+00:00
7138,7178,0.01772,0.018207276033767684,0.01755757465541077,0.018207276033767684,take_profit,0.02629864750381969,40,8.121267229461433e-05,macd_pullback_long,BIOUSDT,long,2026-04-06T08:30:00+00:00,2026-04-06T08:00:00+00:00
8114,8130,0.03865,0.03559668225877661,0.035604296517482904,0.04778711044755127,stop_loss,-0.08019916536153657,16,0.0015228517412585458,macd_pullback_long,BIOUSDT,long,2026-04-16T12:30:00+00:00,2026-04-16T12:00:00+00:00
8594,8736,0.02927,0.02825821241509461,0.028260735576154224,0.03229779327153734,stop_loss,-0.03576739271969223,142,0.0005046322119228892,macd_pullback_long,BIOUSDT,long,2026-04-21T12:30:00+00:00,2026-04-21T12:00:00+00:00
3842,3846,640.3,635.2156227684693,635.2283020134357,655.5150939596926,stop_loss,-0.009140617259926055,4,2.5358489932821136,macd_pullback_long,BNBUSDT,long,2026-03-03T00:30:00+00:00,2026-03-03T00:00:00+00:00
4050,4056,656.0,651.418059282258,651.4294855683372,669.7115432949884,stop_loss,-0.008184665728265223,6,2.2852572158313946,macd_pullback_long,BNBUSDT,long,2026-03-05T04:30:00+00:00,2026-03-05T04:00:00+00:00
4546,4566,647.45,643.3925888116164,643.4027070440064,659.5918788679808,stop_loss,-0.007466756024995967,20,2.0236464779967824,macd_pullback_long,BNBUSDT,long,2026-03-10T08:30:00+00:00,2026-03-10T08:00:00+00:00
4834,4853,667.0,678.4934572949281,663.1688475683573,678.4934572949281,take_profit,0.016031570157313546,19,1.9155762158213625,macd_pullback_long,BNBUSDT,long,2026-03-13T08:30:00+00:00,2026-03-13T08:00:00+00:00
5074,5082,664.1,672.6215303773251,661.259489874225,672.6215303773251,take_profit,0.011631697601754436,8,1.4202550628875115,macd_pullback_long,BNBUSDT,long,2026-03-15T20:30:00+00:00,2026-03-15T20:00:00+00:00
8034,8119,619.8,616.4679941555255,616.4763033970329,629.771089808901,stop_loss,-0.006575937148232416,85,1.6618483014835104,macd_pullback_long,BNBUSDT,long,2026-04-15T16:30:00+00:00,2026-04-15T16:00:00+00:00
8562,8579,629.9,637.0179570207048,627.527347659765,637.0179570207048,take_profit,0.010100138150031445,17,1.1863261701174745,macd_pullback_long,BNBUSDT,long,2026-04-21T04:30:00+00:00,2026-04-21T04:00:00+00:00
8754,8772,635.8,632.5512371249682,632.5593387780232,645.5219836659304,stop_loss,-0.0063097245596598454,18,1.620330610988406,macd_pullback_long,BNBUSDT,long,2026-04-23T04:30:00+00:00,2026-04-23T04:00:00+00:00
3378,3390,68697.0,68012.89774871495,68014.60373936653,70744.18878190042,stop_loss,-0.011158255109903589,12,341.1981303167371,macd_pullback_long,BTCUSDT,long,2026-02-26T04:30:00+00:00,2026-02-26T04:00:00+00:00
3842,3848,69070.0,68439.42622059313,68440.99872378368,70957.00382864896,stop_loss,-0.010329488626131027,6,314.5006381081606,macd_pullback_long,BTCUSDT,long,2026-03-03T00:30:00+00:00,2026-03-03T00:00:00+00:00
4034,4056,72864.8,72165.19080592695,72166.9354672588,74958.39359822361,stop_loss,-0.010801470038661394,22,348.9322663706012,macd_pullback_long,BTCUSDT,long,2026-03-05T00:30:00+00:00,2026-03-05T00:00:00+00:00
4562,4566,70414.1,69893.04266328974,69894.34205814438,71973.3738255669,stop_loss,-0.008599900541372572,4,259.87897092781634,macd_pullback_long,BTCUSDT,long,2026-03-10T12:30:00+00:00,2026-03-10T12:00:00+00:00
5074,5083,71805.1,72773.74681129862,71482.21772956713,72773.74681129862,take_profit,0.012289944464928237,9,161.44113521643666,macd_pullback_long,BTCUSDT,long,2026-03-15T20:30:00+00:00,2026-03-15T20:00:00+00:00
5170,5239,74001.3,73337.22317491537,73338.87922684825,75988.56231945526,stop_loss,-0.010173853501014582,69,331.2103865758757,macd_pullback_long,BTCUSDT,long,2026-03-16T20:30:00+00:00,2026-03-16T20:00:00+00:00
5266,5274,74502.3,73930.30576283691,73931.73218238096,76214.00345285714,stop_loss,-0.008877537970815527,8,285.2839088095239,macd_pullback_long,BTCUSDT,long,2026-03-17T20:30:00+00:00,2026-03-17T20:00:00+00:00
7490,7658,71898.8,73688.54348621856,71302.21883792715,73688.54348621856,take_profit,0.023692536262337645,168,298.2905810364261,macd_pullback_long,BTCUSDT,long,2026-04-10T00:30:00+00:00,2026-04-10T00:00:00+00:00
8210,8215,75692.2,77213.2257684137,75185.19141052876,77213.2257684137,take_profit,0.018894881221760012,5,253.50429473561658,macd_pullback_long,BTCUSDT,long,2026-04-17T12:30:00+00:00,2026-04-17T12:00:00+00:00
8562,8579,75675.2,76802.44861254655,75299.45046248448,76802.44861254655,take_profit,0.013695878868460886,17,187.87476875775744,macd_pullback_long,BTCUSDT,long,2026-04-21T04:30:00+00:00,2026-04-21T04:00:00+00:00
8754,8776,77830.2,77329.30174895763,77330.55087177819,79329.1473846654,stop_loss,-0.0076357826530365665,22,249.82456411089916,macd_pullback_long,BTCUSDT,long,2026-04-23T04:30:00+00:00,2026-04-23T04:00:00+00:00
9106,9110,78236.5,77936.95484185126,77937.70183725811,79132.89448822569,stop_loss,-0.005028713684133917,4,149.3990813709478,macd_pullback_long,BTCUSDT,long,2026-04-26T20:30:00+00:00,2026-04-26T20:00:00+00:00
1218,1234,0.04393,0.044928952472922876,0.044926461319623814,0.04094061604112855,stop_loss,-0.023939641996878643,16,0.000498230659811908,macd_pullback_short,CHZUSDT,short,2026-02-03T16:30:00+00:00,2026-02-03T16:00:00+00:00
1218,1234,0.04393,0.044928952472922876,0.044926461319623814,0.04094061604112855,stop_loss,-0.023939641996878643,16,0.000498230659811908,macd_early_trend_short,CHZUSDT,short,2026-02-03T16:30:00+00:00,2026-02-03T16:00:00+00:00
3842,3868,0.03471,0.03577619344737281,0.03435460218420906,0.03577619344737281,take_profit,0.02951718373301102,26,0.00017769890789546907,macd_pullback_long,CHZUSDT,long,2026-03-03T00:30:00+00:00,2026-03-03T00:00:00+00:00
3938,3950,0.03695,0.03642413436195593,0.03642544574758696,0.03852366275723911,stop_loss,-0.015431816997133136,12,0.0002622771262065187,macd_pullback_long,CHZUSDT,long,2026-03-04T00:30:00+00:00,2026-03-04T00:00:00+00:00
4034,4056,0.03738,0.038587171397840105,0.036977609534053296,0.038587171397840105,take_profit,0.03109457993151707,22,0.00020119523297335088,macd_pullback_long,CHZUSDT,long,2026-03-05T00:30:00+00:00,2026-03-05T00:00:00+00:00
4962,4970,0.03835,0.03805368608272757,0.03805442502017713,0.03923672493946862,stop_loss,-0.008926568898889988,8,0.00014778748991143688,macd_pullback_long,CHZUSDT,long,2026-03-14T16:30:00+00:00,2026-03-14T16:00:00+00:00
5090,5100,0.03807,0.03882228814076502,0.03781923728641166,0.03882228814076502,take_profit,0.018560655129104844,10,0.00012538135679417034,macd_pullback_long,CHZUSDT,long,2026-03-16T00:30:00+00:00,2026-03-16T00:00:00+00:00
1298,1306,0.11159,0.1097077445946186,0.11221741846846046,0.1097077445946186,take_profit,0.01566759929546908,8,0.0003137092342302317,macd_pullback_short,CROSSUSDT,short,2026-02-04T12:30:00+00:00,2026-02-04T12:00:00+00:00
3922,3949,0.10178,0.10110134100214174,0.10110303341859525,0.10381089974421423,stop_loss,-0.007867901334822687,27,0.0003384832907023713,macd_pullback_long,CROSSUSDT,long,2026-03-03T20:30:00+00:00,2026-03-03T20:00:00+00:00
7648,7691,0.08163,0.07700033026788423,0.07701187557893689,0.0954843732631893,stop_loss,-0.05791529746558569,43,0.002309062210531552,macd_pullback_long,CROSSUSDT,long,2026-04-11T16:30:00+00:00,2026-04-11T16:00:00+00:00
