entry_idx,exit_idx,entry_price,exit_price,sl_price,tp_price,exit_reason,pnl_pct,bars_held,atr14_at_entry,detector,asset,direction,entry_time,signal_time
912,921,0.7444,0.709400688002444,0.7560664373325185,0.709400688002444,take_profit,0.04581680816436849,9,0.00583321866625931,macd_pullback_short,0GUSDT,short,2026-01-31T12:00:00+00:00,2026-01-31T12:00:00+00:00
1392,1405,0.5562,0.5199362398473919,0.5682879200508694,0.5199362398473919,take_profit,0.06399913727545509,13,0.006043960025434691,macd_pullback_short,0GUSDT,short,2026-02-05T12:00:00+00:00,2026-02-05T12:00:00+00:00
5648,5654,0.5318,0.5338018332889488,0.5337968411859838,0.5258094764420488,stop_loss,-0.004964259663310947,6,0.0009984205929918775,macd_pullback_short,0GUSDT,short,2026-03-21T20:00:00+00:00,2026-03-21T20:00:00+00:00
912,921,0.7444,0.709400688002444,0.7560664373325185,0.709400688002444,take_profit,0.04581680816436849,9,0.00583321866625931,macd_early_trend_short,0GUSDT,short,2026-01-31T12:00:00+00:00,2026-01-31T12:00:00+00:00
1392,1405,0.5562,0.5199362398473919,0.5682879200508694,0.5199362398473919,take_profit,0.06399913727545509,13,0.006043960025434691,macd_early_trend_short,0GUSDT,short,2026-02-05T12:00:00+00:00,2026-02-05T12:00:00+00:00
5648,5654,0.5318,0.5338018332889488,0.5337968411859838,0.5258094764420488,stop_loss,-0.004964259663310947,6,0.0009984205929918775,macd_early_trend_short,0GUSDT,short,2026-03-21T20:00:00+00:00,2026-03-21T20:00:00+00:00
2320,2329,0.638,0.6659055999160061,0.6286981333613313,0.6659055999160061,take_profit,0.0425391848213261,9,0.004650933319334347,macd_pullback_long,0GUSDT,long,2026-02-15T04:00:00+00:00,2026-02-15T04:00:00+00:00
3344,3357,0.658,0.648330688328255,0.6483548013249427,0.6869355960251721,stop_loss,-0.01589500254064591,13,0.004822599337528678,macd_pullback_long,0GUSDT,long,2026-02-25T20:00:00+00:00,2026-02-25T20:00:00+00:00
3440,3473,0.655,0.6861643362204085,0.6446118879265306,0.6861643362204085,take_profit,0.04637913926779921,33,0.005194056036734748,macd_pullback_long,0GUSDT,long,2026-02-26T20:00:00+00:00,2026-02-26T20:00:00+00:00
3648,3700,0.6451,0.6348256221635141,0.6348512440533807,0.6758462678398581,stop_loss,-0.017126798692428898,52,0.005124377973309682,macd_pullback_long,0GUSDT,long,2026-03-01T00:00:00+00:00,2026-03-01T00:00:00+00:00
3840,3878,0.6197,0.6116685071965157,0.6116885358568734,0.6437343924293798,stop_loss,-0.014160291759697213,38,0.004005732071563294,macd_pullback_long,0GUSDT,long,2026-03-03T00:00:00+00:00,2026-03-03T00:00:00+00:00
3984,4029,0.6198,0.6125270840456878,0.6125452209932047,0.6415643370203858,stop_loss,-0.0129342948601359,45,0.0036273895033976412,macd_pullback_long,0GUSDT,long,2026-03-04T12:00:00+00:00,2026-03-04T12:00:00+00:00
4096,4191,0.606,0.5985214803098367,0.5985401299848745,0.6283796100453763,stop_loss,-0.013540791567926291,95,0.003729935007562719,macd_pullback_long,0GUSDT,long,2026-03-05T16:00:00+00:00,2026-03-05T16:00:00+00:00
5104,5112,0.5863,0.5808704281818515,0.5808839682611985,0.6025480952164048,stop_loss,-0.010460739925206405,8,0.0027080158694008046,macd_pullback_long,0GUSDT,long,2026-03-16T04:00:00+00:00,2026-03-16T04:00:00+00:00
5200,5202,0.5867,0.5801441688615988,0.5801605175676796,0.6063184472969612,stop_loss,-0.01237407727697493,2,0.003269741216160188,macd_pullback_long,0GUSDT,long,2026-03-17T04:00:00+00:00,2026-03-17T04:00:00+00:00
6624,6626,0.4916,0.48925537051051626,0.48926121746684914,0.49861634759945256,stop_loss,-0.005969384640935147,2,0.001169391266575431,macd_pullback_long,0GUSDT,long,2026-04-01T00:00:00+00:00,2026-04-01T00:00:00+00:00
6720,6729,0.5129,0.5051650603897004,0.5051843495159106,0.5360469514522681,stop_loss,-0.01628079471690307,9,0.0038578252420446856,macd_pullback_long,0GUSDT,long,2026-04-02T00:00:00+00:00,2026-04-02T00:00:00+00:00
7152,7162,0.5048,0.517806709086643,0.5004644303044524,0.517806709086643,take_profit,0.024566063959276782,10,0.0021677848477738167,macd_pullback_long,0GUSDT,long,2026-04-06T12:00:00+00:00,2026-04-06T12:00:00+00:00
7248,7284,0.4977,0.5111476235306963,0.4932174588231012,0.5111476235306963,take_profit,0.025819536931276553,36,0.0022412705884493956,macd_pullback_long,0GUSDT,long,2026-04-07T12:00:00+00:00,2026-04-07T12:00:00+00:00
7344,7354,0.5405,0.5346031127402854,0.5346178181947984,0.5581465454156047,stop_loss,-0.012110059684948382,10,0.0029410909026007957,macd_pullback_long,0GUSDT,long,2026-04-08T12:00:00+00:00,2026-04-08T12:00:00+00:00
7552,7568,0.532,0.5421473672715545,0.5286175442428152,0.5421473672715545,take_profit,0.017873998630741576,16,0.0016912278785924213,macd_pullback_long,0GUSDT,long,2026-04-10T16:00:00+00:00,2026-04-10T16:00:00+00:00
7648,7660,0.539,0.5505058811517426,0.5351647062827525,0.5505058811517426,take_profit,0.020146718277815508,12,0.0019176468586237642,macd_pullback_long,0GUSDT,long,2026-04-11T16:00:00+00:00,2026-04-11T16:00:00+00:00
7744,7745,0.6567,0.632804080893885,0.6328636717145985,0.7282089848562044,stop_loss,-0.03758787742670168,1,0.011918164142700749,macd_pullback_long,0GUSDT,long,2026-04-12T16:00:00+00:00,2026-04-12T16:00:00+00:00
7840,7960,0.5837,0.6184056444326238,0.5721314518557921,0.6184056444326238,take_profit,0.058258016845338025,120,0.005784274072103961,macd_pullback_long,0GUSDT,long,2026-04-13T16:00:00+00:00,2026-04-13T16:00:00+00:00
8176,8180,0.609,0.6216884846968779,0.6047705051010407,0.6216884846968779,take_profit,0.0196349502411788,4,0.002114747449479651,macd_pullback_long,0GUSDT,long,2026-04-17T04:00:00+00:00,2026-04-17T04:00:00+00:00
8512,8516,0.5844,0.5801180456770682,0.5801287238673997,0.5972138283978012,stop_loss,-0.00852709500843922,4,0.0021356380663001924,macd_pullback_long,0GUSDT,long,2026-04-20T16:00:00+00:00,2026-04-20T16:00:00+00:00
8608,8611,0.5851,0.5796067135294553,0.5796204124982097,0.6015387625053706,stop_loss,-0.010588628389240644,3,0.0027397937508951077,macd_pullback_long,0GUSDT,long,2026-04-21T16:00:00+00:00,2026-04-21T16:00:00+00:00
