bin_low,bin_high,trades,p,b,f_raw,f_half,f_capped
0.7,0.75,308,0.814935064935065,1.1605403267534904,0.6554706061836505,0.32773530309182525,0.15
0.75,0.8,245,0.7836734693877551,1.1949206116593876,0.6026350568761222,0.3013175284380611,0.15
0.8,0.85,182,0.8736263736263736,1.1602265494988644,0.7647048647812168,0.3823524323906084,0.15
0.85,0.9,78,0.8205128205128205,1.100709331422536,0.657447809284821,0.3287239046424105,0.15
0.9,1.01,15,0.9333333333333333,1.0000000000000002,0.8666666666666667,0.43333333333333335,0.15
