signal_time,ml_prob,pnl_pct_gross,pnl_pct_net,kelly_fraction,notional_usd,pnl_usd,exit_time,taken
2026-01-29 15:45:00+00:00,0.7737185886941419,0.05,0.0488,0.05,150.0,7.32,2026-01-29 16:00:00+00:00,True
2026-01-29 18:00:00+00:00,0.8100550671446642,0.05,0.0488,0.05,150.0,7.32,2026-01-31 10:00:00+00:00,True
2026-01-29 18:15:00+00:00,0.7705067775696023,0.05,0.0488,0.05,150.0,7.32,2026-01-31 14:15:00+00:00,True
2026-01-29 18:15:00+00:00,0.8187535715810179,0.05,0.0488,0.05,150.0,7.32,2026-01-31 14:15:00+00:00,True
2026-01-29 18:15:00+00:00,0.7121369566583446,0.05,0.0488,0.05,150.0,7.32,2026-01-30 18:15:00+00:00,True
2026-01-29 18:15:00+00:00,0.7633347894746287,0.05,0.0488,0.05,150.0,0.0,2026-01-31 09:45:00+00:00,False
2026-01-29 18:15:00+00:00,0.7928624005327214,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False
2026-01-29 18:15:00+00:00,0.8040420143979466,0.05,0.0488,0.05,150.0,0.0,2026-01-31 13:15:00+00:00,False
2026-01-29 18:15:00+00:00,0.7678285634679815,0.05,0.0488,0.05,150.0,0.0,2026-01-31 12:00:00+00:00,False
2026-01-29 18:15:00+00:00,0.7561748507443019,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False
2026-01-29 18:15:00+00:00,0.7813559569631967,0.05,0.0488,0.05,150.0,0.0,2026-01-30 06:30:00+00:00,False
2026-01-29 18:15:00+00:00,0.8037119694461781,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False
2026-01-29 18:15:00+00:00,0.7850109294928408,0.05,0.0488,0.05,150.0,0.0,2026-01-31 12:45:00+00:00,False
2026-01-29 18:15:00+00:00,0.7966617685683901,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:00:00+00:00,False
2026-01-29 18:30:00+00:00,0.7753155993437539,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7888187759737112,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7401034532237915,0.05,0.0488,0.05,150.0,0.0,2026-01-31 06:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7089098847121207,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:00:00+00:00,False
2026-01-29 18:45:00+00:00,0.7924170026812211,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:00:00+00:00,False
2026-01-29 18:45:00+00:00,0.7322541639285707,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.8084843147137031,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7130019298811049,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.742000168971005,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False
2026-01-29 18:45:00+00:00,0.7065403823741331,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:00:00+00:00,False
2026-01-29 18:45:00+00:00,0.81353885835061,0.05,0.0488,0.05,150.0,0.0,2026-01-30 18:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7837661354691532,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7331347792695515,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.8136168824884924,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7303644595854704,-0.05,-0.0512,0.05,150.0,0.0,2026-01-30 18:45:00+00:00,False
2026-01-29 18:45:00+00:00,0.7413507411371415,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7664700309686971,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7826063589481115,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7581790562864561,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False
2026-01-29 18:45:00+00:00,0.8097019794148544,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7963897683519379,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False
2026-01-29 18:45:00+00:00,0.7606003900665453,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7818717552685778,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7684005224768605,0.05,0.0488,0.05,150.0,0.0,2026-01-31 06:30:00+00:00,False
2026-01-29 18:45:00+00:00,0.7557051813572367,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False
2026-01-29 18:45:00+00:00,0.7768611325954684,-0.05,-0.0512,0.05,150.0,0.0,2026-01-30 15:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7991142407240549,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:00:00+00:00,False
2026-01-29 18:45:00+00:00,0.7928848642842226,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False
2026-01-29 18:45:00+00:00,0.7839855835367223,-0.05,-0.0512,0.05,150.0,0.0,2026-01-30 19:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.781831129561973,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.8236283148746317,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7899111535334757,0.05,0.0488,0.05,150.0,0.0,2026-01-31 13:15:00+00:00,False
2026-01-29 18:45:00+00:00,0.7441681209252821,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:30:00+00:00,False
2026-01-29 19:00:00+00:00,0.7947180513297234,0.05,0.0488,0.05,150.0,0.0,2026-01-31 13:45:00+00:00,False
2026-01-29 19:00:00+00:00,0.7971115047565406,0.05,0.0488,0.05,150.0,0.0,2026-01-31 07:30:00+00:00,False
2026-01-29 22:00:00+00:00,0.7088022135900898,0.05,0.0488,0.05,150.0,0.0,2026-01-29 22:45:00+00:00,False
2026-01-29 23:15:00+00:00,0.7390580005934008,0.05,0.0488,0.05,150.0,0.0,2026-01-30 01:30:00+00:00,False
2026-01-30 02:00:00+00:00,0.7959995864948654,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-30 02:15:00+00:00,0.7715150494942827,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-30 02:15:00+00:00,0.7951442228423624,0.05,0.0488,0.05,150.0,0.0,2026-01-30 11:00:00+00:00,False
2026-01-30 02:15:00+00:00,0.7009474828698216,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False
2026-01-30 02:15:00+00:00,0.7414850723550737,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:00:00+00:00,False
2026-01-30 02:15:00+00:00,0.7210060279225831,0.05,0.0488,0.05,150.0,0.0,2026-01-31 07:30:00+00:00,False
2026-01-30 02:15:00+00:00,0.7467775452438621,-0.05,-0.0512,0.05,150.0,0.0,2026-01-30 15:30:00+00:00,False
2026-01-30 03:00:00+00:00,0.7744426637320203,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:15:00+00:00,False
2026-01-30 13:30:00+00:00,0.7935101071860946,0.05,0.0488,0.05,150.0,0.0,2026-01-31 07:30:00+00:00,False
2026-01-30 20:00:00+00:00,0.7717677581555996,0.05,0.0488,0.05,150.0,7.32,2026-01-31 08:15:00+00:00,True
2026-01-31 00:45:00+00:00,0.7113183119694558,0.05,0.0488,0.05,150.0,7.32,2026-01-31 08:00:00+00:00,True
2026-01-31 07:15:00+00:00,0.8885166415571594,0.05,0.0488,0.05,150.0,0.0,2026-01-31 11:45:00+00:00,False
2026-01-31 10:45:00+00:00,0.7914771679239945,0.05,0.0488,0.05,150.0,7.32,2026-01-31 14:15:00+00:00,True
2026-01-31 14:00:00+00:00,0.7317136839271913,0.05,0.0488,0.05,150.0,7.32,2026-01-31 17:00:00+00:00,True
2026-01-31 15:15:00+00:00,0.7932125399615222,0.05,0.0488,0.05,150.0,7.32,2026-01-31 17:00:00+00:00,True
2026-01-31 16:45:00+00:00,0.7247888156842701,0.05,0.0488,0.05,150.0,7.32,2026-01-31 18:30:00+00:00,True
2026-01-31 17:00:00+00:00,0.7387560661816985,0.05,0.0488,0.05,150.0,7.32,2026-01-31 18:30:00+00:00,True
2026-02-01 01:30:00+00:00,0.7299931225360682,0.05,0.0488,0.05,150.0,7.32,2026-02-01 15:15:00+00:00,True
2026-02-01 10:15:00+00:00,0.7485115207002291,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-02 00:45:00+00:00,True
2026-02-01 10:45:00+00:00,0.7495500010509707,0.05,0.0488,0.05,150.0,7.32,2026-02-02 05:15:00+00:00,True
2026-02-01 13:45:00+00:00,0.8098739881485207,0.05,0.0488,0.05,150.0,7.32,2026-02-01 23:00:00+00:00,True
2026-02-01 15:00:00+00:00,0.7377680756078068,0.05,0.0488,0.05,150.0,7.32,2026-02-01 20:15:00+00:00,True
2026-02-01 15:00:00+00:00,0.7438649160484839,0.0,-0.0012,0.05,150.0,0.0,2026-02-03 15:00:00+00:00,False
2026-02-01 16:00:00+00:00,0.7534530713307938,0.05,0.0488,0.05,150.0,7.32,2026-02-02 03:15:00+00:00,True
2026-02-02 03:15:00+00:00,0.7367660219429428,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-02 15:30:00+00:00,True
2026-02-02 03:15:00+00:00,0.7872535441517927,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-02 14:30:00+00:00,True
2026-02-02 05:15:00+00:00,0.7376159557542484,0.05,0.0488,0.05,150.0,7.32,2026-02-03 18:15:00+00:00,True
2026-02-02 07:15:00+00:00,0.8253580677980159,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-03 14:30:00+00:00,True
2026-02-03 06:00:00+00:00,0.7113519186684186,0.05,0.0488,0.05,150.0,7.32,2026-02-03 10:30:00+00:00,True
2026-02-03 09:15:00+00:00,0.7104310368856783,0.05,0.0488,0.05,150.0,7.32,2026-02-03 16:30:00+00:00,True
2026-02-03 22:00:00+00:00,0.7145844092121449,0.05,0.0488,0.05,150.0,7.32,2026-02-04 18:15:00+00:00,True
2026-02-03 22:00:00+00:00,0.7454117050068507,0.05,0.0488,0.05,150.0,7.32,2026-02-04 15:30:00+00:00,True
2026-02-03 22:45:00+00:00,0.7301841180313283,0.05,0.0488,0.05,150.0,7.32,2026-02-05 10:45:00+00:00,True
2026-02-03 22:45:00+00:00,0.7956547679081564,0.05,0.0488,0.05,150.0,7.32,2026-02-04 17:15:00+00:00,True
2026-02-03 22:45:00+00:00,0.7815383375156205,0.05,0.0488,0.05,150.0,7.32,2026-02-04 15:00:00+00:00,True
2026-02-03 22:45:00+00:00,0.7261883228089286,-0.05,-0.0512,0.05,150.0,0.0,2026-02-04 04:30:00+00:00,False
2026-02-03 22:45:00+00:00,0.7176090898460155,0.05,0.0488,0.05,150.0,0.0,2026-02-05 11:15:00+00:00,False
2026-02-03 22:45:00+00:00,0.7429058331005376,0.05,0.0488,0.05,150.0,0.0,2026-02-04 14:30:00+00:00,False
2026-02-03 23:00:00+00:00,0.7384540932720832,0.05,0.0488,0.05,150.0,0.0,2026-02-05 03:15:00+00:00,False
2026-02-03 23:00:00+00:00,0.7378774358382226,0.05,0.0488,0.05,150.0,0.0,2026-02-05 11:15:00+00:00,False
2026-02-03 23:15:00+00:00,0.7071716402005495,0.05,0.0488,0.05,150.0,0.0,2026-02-04 22:00:00+00:00,False
2026-02-03 23:15:00+00:00,0.7300948155364535,0.05,0.0488,0.05,150.0,0.0,2026-02-05 10:45:00+00:00,False
2026-02-03 23:30:00+00:00,0.7659772159383869,0.05,0.0488,0.05,150.0,0.0,2026-02-04 18:00:00+00:00,False
2026-02-03 23:45:00+00:00,0.7300387537342816,0.05,0.0488,0.05,150.0,0.0,2026-02-04 18:15:00+00:00,False
2026-02-03 23:45:00+00:00,0.7596592064372905,0.05,0.0488,0.05,150.0,0.0,2026-02-04 17:30:00+00:00,False
2026-02-03 23:45:00+00:00,0.8154595997991285,0.05,0.0488,0.05,150.0,0.0,2026-02-04 18:15:00+00:00,False
2026-02-03 23:45:00+00:00,0.8032287348281141,0.05,0.0488,0.05,150.0,0.0,2026-02-04 17:15:00+00:00,False
2026-02-04 00:00:00+00:00,0.7057723702644535,0.05,0.0488,0.05,150.0,0.0,2026-02-05 11:15:00+00:00,False
2026-02-04 14:00:00+00:00,0.7716691812029434,0.05,0.0488,0.05,150.0,0.0,2026-02-04 16:15:00+00:00,False
2026-02-04 20:30:00+00:00,0.8528195828487858,0.05,0.0488,0.05,150.0,7.32,2026-02-05 01:15:00+00:00,True
2026-02-04 21:15:00+00:00,0.7939690686852898,0.05,0.0488,0.05,150.0,7.32,2026-02-05 15:00:00+00:00,True
2026-02-04 21:30:00+00:00,0.792251374481825,0.05,0.0488,0.05,150.0,7.32,2026-02-05 15:00:00+00:00,True
2026-02-04 22:00:00+00:00,0.8025748766919298,0.05,0.0488,0.05,150.0,7.32,2026-02-05 04:30:00+00:00,True
2026-02-05 00:45:00+00:00,0.7166523597932708,0.05,0.0488,0.05,150.0,0.0,2026-02-05 15:00:00+00:00,False
2026-02-05 06:00:00+00:00,0.7149990562649458,0.05,0.0488,0.05,150.0,7.32,2026-02-05 15:00:00+00:00,True
2026-02-05 07:15:00+00:00,0.7146325119113415,0.05,0.0488,0.05,150.0,7.32,2026-02-05 13:15:00+00:00,True
2026-02-05 08:45:00+00:00,0.8252059606903224,0.05,0.0488,0.05,150.0,0.0,2026-02-05 15:15:00+00:00,False
2026-02-05 11:00:00+00:00,0.7455751092232898,0.05,0.0488,0.05,150.0,7.32,2026-02-05 15:30:00+00:00,True
2026-02-05 11:00:00+00:00,0.7241606417306944,0.05,0.0488,0.05,150.0,0.0,2026-02-05 17:00:00+00:00,False
2026-02-05 13:15:00+00:00,0.7907485119747224,0.05,0.0488,0.05,150.0,7.32,2026-02-05 20:15:00+00:00,True
2026-02-05 13:15:00+00:00,0.8588026604162102,0.05,0.0488,0.05,150.0,0.0,2026-02-05 15:15:00+00:00,False
2026-02-05 15:00:00+00:00,0.7864261368275131,0.05,0.0488,0.05,150.0,7.32,2026-02-05 19:45:00+00:00,True
2026-02-05 15:00:00+00:00,0.7249679252677355,0.05,0.0488,0.05,150.0,7.32,2026-02-05 17:15:00+00:00,True
2026-02-05 15:00:00+00:00,0.790821179179958,0.05,0.0488,0.05,150.0,7.32,2026-02-05 20:00:00+00:00,True
2026-02-05 15:00:00+00:00,0.700042340039429,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 17:00:00+00:00,0.8459868180130522,0.05,0.0488,0.05,150.0,7.32,2026-02-05 20:15:00+00:00,True
2026-02-05 17:00:00+00:00,0.8458193336037064,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 17:00:00+00:00,0.8427172132296946,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 17:00:00+00:00,0.8775435079867663,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 17:45:00+00:00,0.8289556241283806,0.05,0.0488,0.05,150.0,7.32,2026-02-05 20:15:00+00:00,True
2026-02-05 17:45:00+00:00,0.7429629253708042,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 17:45:00+00:00,0.8173687881988444,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 17:45:00+00:00,0.8801858186506979,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 17:45:00+00:00,0.8900367641599436,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 18:00:00+00:00,0.802198168827451,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 18:00:00+00:00,0.7358001407698725,0.05,0.0488,0.05,150.0,0.0,2026-02-06 00:00:00+00:00,False
2026-02-05 18:15:00+00:00,0.8245597709224824,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 18:15:00+00:00,0.8081722638614804,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 18:15:00+00:00,0.8425589333053309,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:45:00+00:00,False
2026-02-05 18:15:00+00:00,0.8355938103367795,0.05,0.0488,0.05,150.0,0.0,2026-02-06 00:00:00+00:00,False
2026-02-05 18:15:00+00:00,0.8288388005082429,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:45:00+00:00,False
2026-02-05 18:30:00+00:00,0.7726307432773928,0.05,0.0488,0.05,150.0,0.0,2026-02-05 21:15:00+00:00,False
2026-02-05 18:30:00+00:00,0.7584467962574336,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False
2026-02-05 20:15:00+00:00,0.8614231964027632,0.05,0.0488,0.05,150.0,7.32,2026-02-06 00:00:00+00:00,True
2026-02-06 16:45:00+00:00,0.7370191318242248,0.05,0.0488,0.05,150.0,7.32,2026-02-06 19:00:00+00:00,True
2026-02-06 17:45:00+00:00,0.7198358620898654,0.05,0.0488,0.05,150.0,7.32,2026-02-06 18:30:00+00:00,True
2026-02-07 00:30:00+00:00,0.744574114104751,0.033582089552238834,0.032382089552238834,0.05,150.0,4.857313432835825,2026-02-09 00:30:00+00:00,True
2026-02-07 07:00:00+00:00,0.8278736365761893,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-07 18:30:00+00:00,True
2026-02-07 07:00:00+00:00,0.7408979252390538,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-07 18:30:00+00:00,True
2026-02-07 07:00:00+00:00,0.7898189413067261,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-08 01:00:00+00:00,True
2026-02-07 07:00:00+00:00,0.8762724785141942,-0.01944019440194399,-0.02064019440194399,0.05,150.0,-3.0960291602915984,2026-02-09 07:00:00+00:00,True
2026-02-07 07:00:00+00:00,0.8196777237822017,0.020964360587002,0.019764360587002,0.05,150.0,0.0,2026-02-09 07:00:00+00:00,False
2026-02-07 07:15:00+00:00,0.8703262216249095,0.05,0.0488,0.05,150.0,0.0,2026-02-07 22:00:00+00:00,False
2026-02-07 10:30:00+00:00,0.7633976741530188,0.034807831762146475,0.033607831762146476,0.05,150.0,0.0,2026-02-09 10:30:00+00:00,False
2026-02-07 17:30:00+00:00,0.8107932574117944,0.05,0.0488,0.05,150.0,0.0,2026-02-08 00:30:00+00:00,False
2026-02-08 02:45:00+00:00,0.7492204767810619,0.05,0.0488,0.05,150.0,7.32,2026-02-08 03:00:00+00:00,True
2026-02-08 04:00:00+00:00,0.7249154342242949,0.05,0.0488,0.05,150.0,7.32,2026-02-09 10:15:00+00:00,True
2026-02-08 09:15:00+00:00,0.7749942546195778,0.05,0.0488,0.05,150.0,7.32,2026-02-08 09:30:00+00:00,True
2026-02-08 10:30:00+00:00,0.7806170811422127,0.05,0.0488,0.05,150.0,7.32,2026-02-08 11:00:00+00:00,True
2026-02-08 12:30:00+00:00,0.9113448622838951,0.04172661870503597,0.04052661870503597,0.05,150.0,6.078992805755395,2026-02-10 12:30:00+00:00,True
2026-02-08 19:45:00+00:00,0.76553568766126,0.05,0.0488,0.05,150.0,7.32,2026-02-08 20:30:00+00:00,True
2026-02-09 00:00:00+00:00,0.7013642758723507,0.05,0.0488,0.05,150.0,7.32,2026-02-09 08:30:00+00:00,True
2026-02-09 01:30:00+00:00,0.8363826099860026,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-10 08:15:00+00:00,True
2026-02-10 22:45:00+00:00,0.8514278870291154,0.05,0.0488,0.05,150.0,7.32,2026-02-11 03:45:00+00:00,True
2026-02-11 05:00:00+00:00,0.8477225245252872,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-11 05:15:00+00:00,True
2026-02-11 09:00:00+00:00,0.8222194133751313,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-12 21:30:00+00:00,True
2026-02-11 14:30:00+00:00,0.823852059482713,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-12 13:15:00+00:00,True
2026-02-11 22:30:00+00:00,0.7501504126210243,0.05,0.0488,0.05,150.0,7.32,2026-02-11 23:15:00+00:00,True
2026-02-11 23:15:00+00:00,0.7954030929671174,-0.05,-0.0512,0.05,150.0,-7.680000000000001,2026-02-13 15:00:00+00:00,True
2026-02-12 14:30:00+00:00,0.8883702704046675,0.05,0.0488,0.05,150.0,7.32,2026-02-12 16:30:00+00:00,True
2026-02-12 15:45:00+00:00,0.7436497403551627,0.05,0.0488,0.05,150.0,7.32,2026-02-12 20:30:00+00:00,True
2026-02-13 01:30:00+00:00,0.8716707984135652,0.05,0.0488,0.05,150.0,7.32,2026-02-13 04:00:00+00:00,True
2026-02-13 04:45:00+00:00,0.7642929015396279,0.05,0.0488,0.05,150.0,7.32,2026-02-13 12:00:00+00:00,True
2026-02-13 14:00:00+00:00,0.7432610959266552,0.05,0.0488,0.05,150.0,7.32,2026-02-13 14:15:00+00:00,True
2026-02-14 00:45:00+00:00,0.7341017338459528,0.05,0.0488,0.05,150.0,7.32,2026-02-15 10:15:00+00:00,True
2026-02-15 01:30:00+00:00,0.7657042271650829,0.05,0.0488,0.05,150.0,7.32,2026-02-15 12:45:00+00:00,True
2026-02-15 17:45:00+00:00,0.7662531118782822,-0.0043227665706051365,-0.005522766570605136,0.05,150.0,-0.8284149855907704,2026-02-17 17:45:00+00:00,True
2026-02-15 17:45:00+00:00,0.8130620246985756,0.05,0.0488,0.05,150.0,7.32,2026-02-15 18:15:00+00:00,True
2026-02-16 01:00:00+00:00,0.7305128672393975,0.05,0.0488,0.05,150.0,7.32,2026-02-16 06:15:00+00:00,True
2026-02-16 07:15:00+00:00,0.7983871452779742,0.005847953216374274,0.004647953216374274,0.05,150.0,0.6971929824561411,2026-02-18 07:15:00+00:00,True
2026-02-16 08:45:00+00:00,0.7573947045930304,0.05,0.0488,0.05,150.0,7.32,2026-02-16 13:45:00+00:00,True
2026-02-16 19:00:00+00:00,0.8895543176605458,0.05,0.0488,0.05,150.0,7.32,2026-02-17 14:45:00+00:00,True
2026-02-16 22:15:00+00:00,0.7354279748125233,0.018691588785046617,0.017491588785046617,0.05,150.0,2.6237383177569926,2026-02-18 22:15:00+00:00,True
2026-02-18 11:15:00+00:00,0.8132471413685884,0.05,0.0488,0.05,150.0,7.32,2026-02-18 12:30:00+00:00,True
2026-02-18 12:30:00+00:00,0.813050433640545,0.05,0.0488,0.05,150.0,7.32,2026-02-18 18:15:00+00:00,True
2026-02-19 02:00:00+00:00,0.7459800864658138,0.05,0.0488,0.05,150.0,7.32,2026-02-19 16:00:00+00:00,True
2026-02-19 05:15:00+00:00,0.7292135742689455,-0.03114382785956969,-0.03234382785956969,0.05,150.0,-4.851574178935453,2026-02-21 05:15:00+00:00,True
2026-02-20 02:15:00+00:00,0.7328581596259678,0.05,0.0488,0.05,150.0,7.32,2026-02-20 08:00:00+00:00,True
2026-02-21 08:00:00+00:00,0.8220269733362364,0.05,0.0488,0.05,150.0,7.32,2026-02-21 12:15:00+00:00,True
2026-02-22 12:15:00+00:00,0.7176375762665479,0.05,0.0488,0.05,150.0,7.32,2026-02-23 01:00:00+00:00,True
2026-02-22 17:00:00+00:00,0.7348180304657006,0.05,0.0488,0.05,150.0,7.32,2026-02-22 22:30:00+00:00,True
2026-02-23 00:30:00+00:00,0.8021652911248558,0.05,0.0488,0.05,150.0,7.32,2026-02-23 01:15:00+00:00,True
