signal_time,ml_prob,pnl_pct_gross,pnl_pct_net,kelly_fraction,notional_usd,pnl_usd,exit_time,taken,scenario
2026-01-29 18:45:00+00:00,0.7963897683519379,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7606003900665453,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7818717552685778,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7684005224768605,0.05,0.0488,0.05,150.0,0.0,2026-01-31 06:30:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7557051813572367,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7768611325954684,-0.05,-0.0512,0.05,150.0,0.0,2026-01-30 15:15:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7991142407240549,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:00:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7928848642842226,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:30:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7839855835367223,-0.05,-0.0512,0.05,150.0,0.0,2026-01-30 19:15:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.781831129561973,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.8236283148746317,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7899111535334757,0.05,0.0488,0.05,150.0,0.0,2026-01-31 13:15:00+00:00,False,A
2026-01-29 18:45:00+00:00,0.7441681209252821,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:30:00+00:00,False,A
2026-01-29 19:00:00+00:00,0.7947180513297234,0.05,0.0488,0.05,150.0,0.0,2026-01-31 13:45:00+00:00,False,A
2026-01-29 19:00:00+00:00,0.7971115047565406,0.05,0.0488,0.05,150.0,0.0,2026-01-31 07:30:00+00:00,False,A
2026-01-29 22:00:00+00:00,0.7088022135900898,0.05,0.0488,0.05,150.0,0.0,2026-01-29 22:45:00+00:00,False,A
2026-01-29 23:15:00+00:00,0.7390580005934008,0.05,0.0488,0.05,150.0,0.0,2026-01-30 01:30:00+00:00,False,A
2026-01-30 02:00:00+00:00,0.7959995864948654,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False,A
2026-01-30 02:15:00+00:00,0.7715150494942827,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False,A
2026-01-30 02:15:00+00:00,0.7951442228423624,0.05,0.0488,0.05,150.0,0.0,2026-01-30 11:00:00+00:00,False,A
2026-01-30 02:15:00+00:00,0.7009474828698216,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:15:00+00:00,False,A
2026-01-30 02:15:00+00:00,0.7414850723550737,0.05,0.0488,0.05,150.0,0.0,2026-01-31 14:00:00+00:00,False,A
2026-01-30 02:15:00+00:00,0.7210060279225831,0.05,0.0488,0.05,150.0,0.0,2026-01-31 07:30:00+00:00,False,A
2026-01-30 02:15:00+00:00,0.7467775452438621,-0.05,-0.0512,0.05,150.0,0.0,2026-01-30 15:30:00+00:00,False,A
2026-01-30 03:00:00+00:00,0.7744426637320203,0.05,0.0488,0.05,150.0,0.0,2026-01-31 08:15:00+00:00,False,A
2026-01-30 13:30:00+00:00,0.7935101071860946,0.05,0.0488,0.05,150.0,0.0,2026-01-31 07:30:00+00:00,False,A
2026-01-31 07:15:00+00:00,0.8885166415571594,0.05,0.0488,0.05,150.0,0.0,2026-01-31 11:45:00+00:00,False,A
2026-02-01 15:00:00+00:00,0.7438649160484839,0.0,-0.0012,0.05,150.0,0.0,2026-02-03 15:00:00+00:00,False,A
2026-02-03 22:45:00+00:00,0.7261883228089286,-0.05,-0.0512,0.05,150.0,0.0,2026-02-04 04:30:00+00:00,False,A
2026-02-03 22:45:00+00:00,0.7176090898460155,0.05,0.0488,0.05,150.0,0.0,2026-02-05 11:15:00+00:00,False,A
2026-02-03 22:45:00+00:00,0.7429058331005376,0.05,0.0488,0.05,150.0,0.0,2026-02-04 14:30:00+00:00,False,A
2026-02-03 23:00:00+00:00,0.7384540932720832,0.05,0.0488,0.05,150.0,0.0,2026-02-05 03:15:00+00:00,False,A
2026-02-03 23:00:00+00:00,0.7378774358382226,0.05,0.0488,0.05,150.0,0.0,2026-02-05 11:15:00+00:00,False,A
2026-02-03 23:15:00+00:00,0.7071716402005495,0.05,0.0488,0.05,150.0,0.0,2026-02-04 22:00:00+00:00,False,A
2026-02-03 23:15:00+00:00,0.7300948155364535,0.05,0.0488,0.05,150.0,0.0,2026-02-05 10:45:00+00:00,False,A
2026-02-03 23:30:00+00:00,0.7659772159383869,0.05,0.0488,0.05,150.0,0.0,2026-02-04 18:00:00+00:00,False,A
2026-02-03 23:45:00+00:00,0.7300387537342816,0.05,0.0488,0.05,150.0,0.0,2026-02-04 18:15:00+00:00,False,A
2026-02-03 23:45:00+00:00,0.7596592064372905,0.05,0.0488,0.05,150.0,0.0,2026-02-04 17:30:00+00:00,False,A
2026-02-03 23:45:00+00:00,0.8154595997991285,0.05,0.0488,0.05,150.0,0.0,2026-02-04 18:15:00+00:00,False,A
2026-02-03 23:45:00+00:00,0.8032287348281141,0.05,0.0488,0.05,150.0,0.0,2026-02-04 17:15:00+00:00,False,A
2026-02-04 00:00:00+00:00,0.7057723702644535,0.05,0.0488,0.05,150.0,0.0,2026-02-05 11:15:00+00:00,False,A
2026-02-04 14:00:00+00:00,0.7716691812029434,0.05,0.0488,0.05,150.0,0.0,2026-02-04 16:15:00+00:00,False,A
2026-02-05 00:45:00+00:00,0.7166523597932708,0.05,0.0488,0.05,150.0,0.0,2026-02-05 15:00:00+00:00,False,A
2026-02-05 08:45:00+00:00,0.8252059606903224,0.05,0.0488,0.05,150.0,0.0,2026-02-05 15:15:00+00:00,False,A
2026-02-05 11:00:00+00:00,0.7241606417306944,0.05,0.0488,0.05,150.0,0.0,2026-02-05 17:00:00+00:00,False,A
2026-02-05 13:15:00+00:00,0.8588026604162102,0.05,0.0488,0.05,150.0,0.0,2026-02-05 15:15:00+00:00,False,A
2026-02-05 15:00:00+00:00,0.700042340039429,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 17:00:00+00:00,0.8458193336037064,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 17:00:00+00:00,0.8427172132296946,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 17:00:00+00:00,0.8775435079867663,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 17:45:00+00:00,0.7429629253708042,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 17:45:00+00:00,0.8173687881988444,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 17:45:00+00:00,0.8801858186506979,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 17:45:00+00:00,0.8900367641599436,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 18:00:00+00:00,0.802198168827451,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 18:00:00+00:00,0.7358001407698725,0.05,0.0488,0.05,150.0,0.0,2026-02-06 00:00:00+00:00,False,A
2026-02-05 18:15:00+00:00,0.8245597709224824,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 18:15:00+00:00,0.8081722638614804,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-05 18:15:00+00:00,0.8425589333053309,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:45:00+00:00,False,A
2026-02-05 18:15:00+00:00,0.8355938103367795,0.05,0.0488,0.05,150.0,0.0,2026-02-06 00:00:00+00:00,False,A
2026-02-05 18:15:00+00:00,0.8288388005082429,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:45:00+00:00,False,A
2026-02-05 18:30:00+00:00,0.7726307432773928,0.05,0.0488,0.05,150.0,0.0,2026-02-05 21:15:00+00:00,False,A
2026-02-05 18:30:00+00:00,0.7584467962574336,0.05,0.0488,0.05,150.0,0.0,2026-02-05 20:15:00+00:00,False,A
2026-02-07 07:00:00+00:00,0.8196777237822017,0.020964360587002,0.019764360587002,0.05,150.0,0.0,2026-02-09 07:00:00+00:00,False,A
2026-02-07 07:15:00+00:00,0.8703262216249095,0.05,0.0488,0.05,150.0,0.0,2026-02-07 22:00:00+00:00,False,A
2026-02-07 10:30:00+00:00,0.7633976741530188,0.034807831762146475,0.033607831762146476,0.05,150.0,0.0,2026-02-09 10:30:00+00:00,False,A
2026-02-07 17:30:00+00:00,0.8107932574117944,0.05,0.0488,0.05,150.0,0.0,2026-02-08 00:30:00+00:00,False,A
2026-02-23 17:15:00+00:00,0.7399037774112693,-0.05,-0.0512,0.05,150.0,0.0,2026-02-25 12:15:00+00:00,False,A
2026-02-23 17:15:00+00:00,0.7552192089357761,-0.05,-0.0512,0.05,150.0,0.0,2026-02-25 01:15:00+00:00,False,A
2026-03-27 10:45:00+00:00,0.7463628069181145,0.015682174594877172,0.014482174594877172,0.05,150.0,0.0,2026-03-29 10:45:00+00:00,False,A
2026-03-27 10:45:00+00:00,0.7164584770027353,0.012559808612440137,0.011359808612440138,0.05,150.0,0.0,2026-03-29 10:45:00+00:00,False,A
2026-03-27 10:45:00+00:00,0.7141727526717931,-0.011278195488721814,-0.012478195488721814,0.05,150.0,0.0,2026-03-29 10:45:00+00:00,False,A
2026-03-27 13:45:00+00:00,0.7299604770455219,0.05,0.0488,0.05,150.0,0.0,2026-03-27 22:00:00+00:00,False,A
2026-03-27 14:15:00+00:00,0.846109911860246,0.05,0.0488,0.05,150.0,0.0,2026-03-27 17:30:00+00:00,False,A
2026-03-28 09:15:00+00:00,0.7443449431819732,-0.05,-0.0512,0.05,150.0,0.0,2026-03-28 10:30:00+00:00,False,A
2026-03-28 09:15:00+00:00,0.8573518159177149,-0.05,-0.0512,0.05,150.0,0.0,2026-03-28 20:30:00+00:00,False,A
2026-03-28 10:30:00+00:00,0.7235404198051313,-0.034227240649259145,-0.035427240649259145,0.05,150.0,0.0,2026-03-30 10:30:00+00:00,False,A
2026-04-04 18:30:00+00:00,0.7919554021939841,-0.05,-0.0512,0.05,150.0,0.0,2026-04-05 16:15:00+00:00,False,A
2026-01-29 18:15:00+00:00,0.7813559569631967,0.05,0.0488,0.15,450.0,0.0,2026-01-30 06:30:00+00:00,False,C
2026-01-29 18:15:00+00:00,0.8037119694461781,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:30:00+00:00,False,C
2026-01-29 18:15:00+00:00,0.7850109294928408,0.05,0.0488,0.15,450.0,0.0,2026-01-31 12:45:00+00:00,False,C
2026-01-29 18:15:00+00:00,0.7966617685683901,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:00:00+00:00,False,C
2026-01-29 18:30:00+00:00,0.7753155993437539,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7888187759737112,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7401034532237915,0.05,0.0488,0.15,450.0,0.0,2026-01-31 06:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7089098847121207,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:00:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7924170026812211,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:00:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7322541639285707,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.8084843147137031,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7130019298811049,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.742000168971005,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:30:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7065403823741331,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:00:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.81353885835061,0.05,0.0488,0.15,450.0,0.0,2026-01-30 18:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7837661354691532,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7331347792695515,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.8136168824884924,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7303644595854704,-0.05,-0.0512,0.15,450.0,0.0,2026-01-30 18:45:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7413507411371415,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7664700309686971,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7826063589481115,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7581790562864561,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:30:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.8097019794148544,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7963897683519379,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:30:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7606003900665453,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7818717552685778,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7684005224768605,0.05,0.0488,0.15,450.0,0.0,2026-01-31 06:30:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7557051813572367,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:30:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7768611325954684,-0.05,-0.0512,0.15,450.0,0.0,2026-01-30 15:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7991142407240549,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:00:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7928848642842226,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:30:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7839855835367223,-0.05,-0.0512,0.15,450.0,0.0,2026-01-30 19:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.781831129561973,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.8236283148746317,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7899111535334757,0.05,0.0488,0.15,450.0,0.0,2026-01-31 13:15:00+00:00,False,C
2026-01-29 18:45:00+00:00,0.7441681209252821,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:30:00+00:00,False,C
2026-01-29 19:00:00+00:00,0.7947180513297234,0.05,0.0488,0.15,450.0,0.0,2026-01-31 13:45:00+00:00,False,C
2026-01-29 19:00:00+00:00,0.7971115047565406,0.05,0.0488,0.15,450.0,0.0,2026-01-31 07:30:00+00:00,False,C
2026-01-29 22:00:00+00:00,0.7088022135900898,0.05,0.0488,0.15,450.0,0.0,2026-01-29 22:45:00+00:00,False,C
2026-01-29 23:15:00+00:00,0.7390580005934008,0.05,0.0488,0.15,450.0,0.0,2026-01-30 01:30:00+00:00,False,C
2026-01-30 02:00:00+00:00,0.7959995864948654,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-30 02:15:00+00:00,0.7715150494942827,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-30 02:15:00+00:00,0.7951442228423624,0.05,0.0488,0.15,450.0,0.0,2026-01-30 11:00:00+00:00,False,C
2026-01-30 02:15:00+00:00,0.7009474828698216,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:15:00+00:00,False,C
2026-01-30 02:15:00+00:00,0.7414850723550737,0.05,0.0488,0.15,450.0,0.0,2026-01-31 14:00:00+00:00,False,C
2026-01-30 02:15:00+00:00,0.7210060279225831,0.05,0.0488,0.15,450.0,0.0,2026-01-31 07:30:00+00:00,False,C
2026-01-30 02:15:00+00:00,0.7467775452438621,-0.05,-0.0512,0.15,450.0,0.0,2026-01-30 15:30:00+00:00,False,C
2026-01-30 03:00:00+00:00,0.7744426637320203,0.05,0.0488,0.15,450.0,0.0,2026-01-31 08:15:00+00:00,False,C
2026-01-30 13:30:00+00:00,0.7935101071860946,0.05,0.0488,0.15,450.0,0.0,2026-01-31 07:30:00+00:00,False,C
2026-01-31 07:15:00+00:00,0.8885166415571594,0.05,0.0488,0.15,450.0,0.0,2026-01-31 11:45:00+00:00,False,C
2026-02-03 23:15:00+00:00,0.7071716402005495,0.05,0.0488,0.15,450.0,0.0,2026-02-04 22:00:00+00:00,False,C
2026-02-03 23:15:00+00:00,0.7300948155364535,0.05,0.0488,0.15,450.0,0.0,2026-02-05 10:45:00+00:00,False,C
2026-02-03 23:30:00+00:00,0.7659772159383869,0.05,0.0488,0.15,450.0,0.0,2026-02-04 18:00:00+00:00,False,C
2026-02-03 23:45:00+00:00,0.7300387537342816,0.05,0.0488,0.15,450.0,0.0,2026-02-04 18:15:00+00:00,False,C
2026-02-03 23:45:00+00:00,0.7596592064372905,0.05,0.0488,0.15,450.0,0.0,2026-02-04 17:30:00+00:00,False,C
2026-02-03 23:45:00+00:00,0.8154595997991285,0.05,0.0488,0.15,450.0,0.0,2026-02-04 18:15:00+00:00,False,C
2026-02-03 23:45:00+00:00,0.8032287348281141,0.05,0.0488,0.15,450.0,0.0,2026-02-04 17:15:00+00:00,False,C
2026-02-04 00:00:00+00:00,0.7057723702644535,0.05,0.0488,0.15,450.0,0.0,2026-02-05 11:15:00+00:00,False,C
2026-02-05 17:45:00+00:00,0.8173687881988444,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:15:00+00:00,False,C
2026-02-05 17:45:00+00:00,0.8801858186506979,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:15:00+00:00,False,C
2026-02-05 17:45:00+00:00,0.8900367641599436,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:15:00+00:00,False,C
2026-02-05 18:00:00+00:00,0.802198168827451,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:15:00+00:00,False,C
2026-02-05 18:00:00+00:00,0.7358001407698725,0.05,0.0488,0.15,450.0,0.0,2026-02-06 00:00:00+00:00,False,C
2026-02-05 18:15:00+00:00,0.8245597709224824,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:15:00+00:00,False,C
2026-02-05 18:15:00+00:00,0.8081722638614804,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:15:00+00:00,False,C
2026-02-05 18:15:00+00:00,0.8425589333053309,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:45:00+00:00,False,C
2026-02-05 18:15:00+00:00,0.8355938103367795,0.05,0.0488,0.15,450.0,0.0,2026-02-06 00:00:00+00:00,False,C
2026-02-05 18:15:00+00:00,0.8288388005082429,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:45:00+00:00,False,C
2026-02-05 18:30:00+00:00,0.7726307432773928,0.05,0.0488,0.15,450.0,0.0,2026-02-05 21:15:00+00:00,False,C
2026-02-05 18:30:00+00:00,0.7584467962574336,0.05,0.0488,0.15,450.0,0.0,2026-02-05 20:15:00+00:00,False,C
