direction,pnl_pct,bars_held,symbol,entry_time,exit_time,entry_price,exit_price,exit_reason,notional_usd,pnl_pct_net,pnl_usd
short,0.0,192,HBARUSDT,1680595200,1680768000,0.0667,0.0667,timeout,75.0,-0.0012,-0.09
short,0.01150890346766621,49,HIGHUSDT,1680687000,1680731100,2.134,2.10944,trail_stop,75.0,0.01030890346766621,0.7731677600749658
short,0.0,192,FETUSDT,1680708600,1680881400,0.3544,0.3544,timeout,75.0,-0.0012,-0.09
short,0.0,192,APTUSDT,1680742800,1680915600,11.3599,11.3599,timeout,75.0,-0.0012,-0.09
short,-0.05500000000000005,48,CHZUSDT,1680769800,1680813000,0.1255,0.1324025,stop_loss,75.0,-0.05620000000000005,-4.215000000000003
short,0.001148697107339251,83,DOGEUSDT,1680847200,1680921900,0.08366,0.0835639,trail_stop,75.0,-5.130289266074895e-05,-0.0038477169495561717
short,0.011819548872180584,148,CHZUSDT,1681023600,1681156800,0.133,0.131428,trail_stop,75.0,0.010619548872180584,0.7964661654135439
short,0.0016382252559728188,25,HIGHUSDT,1681262100,1681284600,2.051,2.04764,trail_stop,75.0,0.0004382252559728189,0.03286689419796142
short,-0.05499999999999983,185,TRXUSDT,1681265700,1681432200,0.06225,0.06567374999999999,stop_loss,75.0,-0.056199999999999826,-4.214999999999987
short,-0.054999999999999986,115,ARBUSDT,1681266600,1681370100,1.1651,1.2291805,stop_loss,75.0,-0.056199999999999986,-4.214999999999999
short,0.0,192,CHZUSDT,1681266600,1681439400,0.1271,0.1271,timeout,75.0,-0.0012,-0.09
short,-0.0549999999999999,146,FETUSDT,1681266600,1681398000,0.337,0.355535,stop_loss,75.0,-0.0561999999999999,-4.214999999999993
short,-0.054999999999999986,96,APTUSDT,1681304400,1681390800,11.3133,11.9355315,stop_loss,75.0,-0.056199999999999986,-4.214999999999999
short,0.0,192,SOLUSDT,1681486200,1681659000,24.06,24.06,timeout,75.0,-0.0012,-0.09
short,-0.055000000000000014,76,DOGEUSDT,1681488000,1681556400,0.08573,0.09044515,stop_loss,75.0,-0.056200000000000014,-4.215000000000001
short,-0.054999999999999945,97,FILUSDT,1681488000,1681575300,5.981,6.3099549999999995,stop_loss,75.0,-0.056199999999999944,-4.214999999999995
short,-0.054999999999999896,69,ARBUSDT,1681608600,1681670700,1.587,1.6742849999999998,stop_loss,75.0,-0.056199999999999896,-4.214999999999992
short,-0.05500000000000001,28,HIGHUSDT,1681774200,1681799400,2.454,2.58897,stop_loss,75.0,-0.05620000000000001,-4.215000000000001
short,0.038691690962099214,57,ARBUSDT,1681839900,1681891200,1.6464,1.582698,trail_stop,75.0,0.037491690962099214,2.811876822157441
short,0.017975285171102855,5,CRVUSDT,1681886700,1681891200,1.052,1.0330899999999998,trail_stop,75.0,0.016775285171102855,1.2581463878327142
short,0.04309961522017959,5,HIGHUSDT,1681886700,1681891200,2.339,2.23819,trail_stop,75.0,0.04189961522017959,3.1424711415134694
short,0.0029600000000001123,68,AAVEUSDT,1681893000,1681954200,75.0,74.77799999999999,trail_stop,75.0,0.0017600000000001124,0.13200000000000842
short,0.015400823443933166,126,ADAUSDT,1681893000,1682006400,0.4129,0.406541,trail_stop,75.0,0.014200823443933166,1.0650617582949875
short,0.016612210244668087,54,APTUSDT,1681893000,1681941600,11.6607,11.46699,trail_stop,75.0,0.015412210244668087,1.1559157683501065
short,0.001750261233019858,64,AVAXUSDT,1681893000,1681950600,19.14,19.1065,trail_stop,75.0,0.0005502612330198582,0.04126959247648936
short,-0.0062940347581024675,68,DOTUSDT,1681893000,1681954200,6.387,6.4272,trail_stop,75.0,-0.007494034758102467,-0.562052606857685
short,-0.0003942918977411066,64,ARBUSDT,1681947900,1682005500,1.4786,1.479183,trail_stop,75.0,-0.0015942918977411066,-0.11957189233058299
short,-0.00738465814341291,14,FETUSDT,1682007300,1682019900,0.3598,0.362457,trail_stop,75.0,-0.00858465814341291,-0.6438493607559682
short,0.034789135096497635,49,DOGEUSDT,1682059500,1682103600,0.08394,0.08101979999999999,trail_stop,75.0,0.033589135096497635,2.5191851322373227
short,-0.05499999999999989,53,ARBUSDT,1682060400,1682108100,1.4239,1.5022144999999998,stop_loss,75.0,-0.05619999999999989,-4.214999999999992
short,0.039509202453987785,48,AVAXUSDT,1682060400,1682103600,17.93,17.2216,trail_stop,75.0,0.038309202453987785,2.873190184049084
short,0.014033140016570033,126,DOTUSDT,1682060400,1682173800,6.035,5.95031,trail_stop,75.0,0.012833140016570033,0.9624855012427525
short,0.022499999999999933,48,GALAUSDT,1682060400,1682103600,0.0412,0.040273,trail_stop,75.0,0.021299999999999934,1.597499999999995
short,0.0015219189412736952,40,CHZUSDT,1682105400,1682141400,0.1209,0.120716,trail_stop,75.0,0.0003219189412736953,0.024143920595527148
short,0.0,192,LTCUSDT,1682105400,1682278200,85.34,85.34,timeout,75.0,-0.0012,-0.09
short,-0.05499999999999997,20,FILUSDT,1682109000,1682127000,5.202,5.48811,stop_loss,75.0,-0.05619999999999997,-4.214999999999998
short,-0.00453296703296701,145,ZECUSDT,1682150400,1682280900,36.4,36.565,trail_stop,75.0,-0.00573296703296701,-0.42997252747252573
short,0.0012121212121211432,74,APTUSDT,1682176500,1682243100,10.3125,10.3,trail_stop,75.0,1.212121212114327e-05,0.0009090909090857453
short,-0.054999999999999855,85,HIGHUSDT,1682176500,1682253000,1.933,2.0393149999999998,stop_loss,75.0,-0.056199999999999854,-4.214999999999989
short,0.03404992064637131,27,ARBUSDT,1682264700,1682289000,1.3862,1.3390000000000002,trail_stop,75.0,0.03284992064637131,2.463744048477848
short,-0.00420884389984018,50,HIGHUSDT,1682407800,1682452800,1.877,1.8849,trail_stop,75.0,-0.00540884389984018,-0.40566329248801347
short,-0.05499999999999995,19,AAVEUSDT,1682539200,1682556300,67.9,71.6345,stop_loss,75.0,-0.05619999999999995,-4.214999999999996
short,-0.05499999999999996,17,ADAUSDT,1682539200,1682554500,0.3865,0.4077575,stop_loss,75.0,-0.05619999999999996,-4.214999999999997
short,-0.055,17,APTUSDT,1682539200,1682554500,9.8559,10.3979745,stop_loss,75.0,-0.0562,-4.215
short,-0.0027753303964756933,2,ARBUSDT,1682539200,1682541000,1.362,1.36578,trail_stop,75.0,-0.003975330396475693,-0.298149779735677
short,-0.05499999999999988,17,AVAXUSDT,1682539200,1682554500,16.77,17.692349999999998,stop_loss,75.0,-0.05619999999999988,-4.214999999999991
short,-0.05499999999999995,15,CHZUSDT,1682541000,1682554500,0.122,0.12871,stop_loss,75.0,-0.05619999999999995,-4.214999999999996
short,0.0,192,APTUSDT,1682900100,1683072900,10.2764,10.2764,timeout,75.0,-0.0012,-0.09
short,0.013283748605429517,117,ARBUSDT,1682906400,1683011700,1.3445,1.32664,trail_stop,75.0,0.012083748605429517,0.9062811454072138
short,0.001134309753817485,164,FETUSDT,1682906400,1683054000,0.3209,0.320536,trail_stop,75.0,-6.569024618251489e-05,-0.004926768463688617
short,0.0,192,LINKUSDT,1682951400,1683124200,6.93,6.93,timeout,75.0,-0.0012,-0.09
short,-0.002539539087211951,95,SOLUSDT,1682951400,1683036900,22.13,22.1862,trail_stop,75.0,-0.0037395390872119513,-0.28046543154089637
