month,trades,wr,pf,avg_pnl_pct,total_pnl_usd,equity_end,month_return_pct,drawdown_in_month_pct,avg_notional_usd
2023-04,57,0.3333333333333333,0.5940077975873704,-0.004906775240764331,-25.932006867313934,74.0679931326861,-25.932006867313902,-34.504512542055835,74.86472568328058
2023-05,62,0.3870967741935484,1.0138190334558328,0.00015069243141251933,-5.245429297876906,68.82256383480924,-7.081910925384656,-14.373815866478774,53.70018937729608
2023-06,100,0.51,1.253455830295664,0.0032965291458748546,1.9583080423443757,70.47947128394517,2.4075061387031536,-28.947681367787066,44.85025068055527
2023-07,86,0.43023255813953487,0.9070725940795202,-0.0009634255666760172,-14.165995012688025,56.614876864465536,-19.671819562355193,-29.40899942606454,46.28920687388932
2023-08,66,0.3484848484848485,0.5282378606340524,-0.007487161430017397,-21.567793740555047,35.04708312391049,-38.09562951481419,-44.81526998907346,38.63367244489795
2023-09,60,0.4,3.234737462290863,0.005481364458098446,7.122558737259681,42.169641861170184,20.322828898706284,-5.9457460183681015,30.45445365218684
2023-10,89,0.5617977528089888,1.7992276021400555,0.006697736810987469,15.797226142500152,65.8827507914779,56.23265430703778,-18.554327172203543,36.18121896463671
2023-11,130,0.49230769230769234,1.2512638112481582,0.0027745366323760766,4.2074897027409515,69.21712895519705,5.061079149947183,-28.278700823340298,49.38563419534477
2023-12,153,0.49019607843137253,0.8738499284375238,-0.0017830433380119116,-23.850564324525298,38.32379338188603,-44.63250071135961,-59.21214313897415,37.88909327931058
2024-01,115,0.5478260869565217,0.8650586736220014,-0.0020255151381925263,-11.870698712060378,26.453094669825642,-30.97474875144052,-42.511005933328775,22.308463492270533
2024-02,110,0.5363636363636364,1.7933266901517029,0.007321902918981723,15.311568866650937,43.59745602614874,64.8104184796164,-17.55433851527458,22.75104662291825
2024-03,181,0.4972375690607735,0.8027177603903181,-0.0034364567591252796,-23.618053611187275,18.753574633223508,-56.98470428647132,-66.95485067750452,23.53559785325805
2024-04,107,0.35514018691588783,0.3604369552837303,-0.015143361679885834,-14.032101662683292,4.114508262606011,-78.06013870381372,-79.24421427242663,7.10391891198929
2024-05,118,0.5084745762711864,1.0540824236723707,0.0005807553493430913,-0.5425226160016549,3.571985646604354,-13.185600353079357,-40.27817879852984,2.8120393887133845
2024-06,87,0.42528735632183906,0.7716046610295814,-0.003071183625570542,-1.0007413564248,2.5577035257403518,-28.395470228952675,-45.96810495552205,2.265321784074224
2024-07,105,0.5238095238095238,1.0273508735133652,0.00040339643425106744,-0.4622734740479616,2.1089708161315923,-17.544359817030376,-42.33208540054908,1.9130634289377424
2024-08,118,0.5169491525423728,1.0612974753094169,0.00081661719771946,-0.35581361550154966,1.753157200630042,-16.87143381880486,-49.541091712693195,1.7885768268206281
2024-09,113,0.504424778761062,1.02526315014508,0.00028965351584973794,-0.27097474277459416,1.4821824578554474,-15.45638592347639,-35.346482624241425,1.1207444231136376
2024-10,93,0.4731182795698925,0.6646026410267449,-0.005085654909667447,-0.6276392446233559,0.8545432132320908,-42.34561280204871,-42.904937951562225,0.9034751483746163
2024-11,176,0.5511363636363636,1.4220311370994496,0.00552561837721779,0.41054303635843264,1.265086249590523,48.04239621840286,-45.29730701389955,0.9786017086192085
2024-12,150,0.44,0.49002798341983694,-0.010530699504958925,-1.3769549563753314,-0.010640473313415335,-100.84108678889359,-108.50912338260532,0.8095722030828767
2025-01,133,0.42857142857142855,0.49895124788864126,-0.008926067333926656,-1.010075216559184,-1.1219439233439936,10444.116697604655,-808.3202484262883,0.75
2025-02,99,0.3939393939393939,0.45473160266204465,-0.012448249273230965,-1.0133825085373989,-2.135326431881394,90.32381097238601,-0.0,0.75
